849588931263832064,181
2450621492,7
1020058453,106881
18965007,476
1383272101,408124
800168637109633024,337
1045110787,92221
325885589,192
111527043,27
1189494217661407233,73
9130702,23597
2786857361,152
467571978,422
1050900986368335873,0
918804624303382528,17314
115570410,0
1133245400423522304,10418
259289426,7
144372753,12401
1084525988250353664,364
702235316812275712,175
820876722811715585,345
222114873,472
1430460318,8
108852592,10948
921718669285064704,72
141430206,281
169577772,0
992709868053200897,3447
497879902,2008
14173315,494198
105238911,0
75325535,17
14825995,6210
605153786,113939
444318175,151
17919972,29526
1652178486,1
781582375218216960,8047
509172345,7
967719352932843521,8090
701188789541040128,1
18831926,947265
481468455,0
258871271,48655
2699713946,23
9594042,335231
399891924,0
120752528,72
82983193,148
99171807,98
1221097353136033793,42
2218954016,2952
1329081377652756480,20
1173286656,1640
1161306562062766085,5823
1936160797,17243
791807198825447424,2
499649876,3948
272338627,2
183160736,333337
2816791698,122
1197841360713203713,63294
145670094,0
212954552,67169
1185907813723377667,1
1015493765245460487,6917
980437604205199363,34
397391153,34
72709676,68
2174481686,3775
880578687166537728,60
217448168,0
15320603,2949
3111211101,11
845833560611340293,18137
361544166,116
1099570025491423233,13503
954908748878925824,3
748925574354051072,1973
2214101007,16
1199243479714390021,24127
3214420877,2
1126669722,1222
16397038,6
2207986926,909
924378673,9
849516770360774656,309
3308278612,6
614671768,57
2876646681,0
52422182,22506
2974960097,0
1652541,877703
51321668,9
88202346,1
1892453718,43
8820234,0
1223834982,18
215054230,4
104924567,13383
2452319527,133
1073218154636197889,111323
4028645183,5
66643970,54162
769156621024964608,6
893182521860665344,58
1237801450417381376,37
844551121427324929,1760
1231884590236737536,68
133373873,9966
1234992269641633793,1
1376131149026693122,2293
297404250,309
967627254,5407
80805229,2
17834196,1019
394245906,926
413843852,8
2540898282,1
186562905,34722
76748322,63
295338146,23
1253076787439042561,0
184789840,112391
1714412587,6
2418563887,72056
4572661156,0
145491746,376
1144649007182073856,0
16868756,114254
3063387886,0
301308940,85530
954436818891694082,0
1145333375613509633,1081
2411024755,1433
806043,29273
141426483,3
39107287,10651
107197388,39
279483060,41182
1372231971389149185,0
851676443885096960,10
3120745861,22381
838034617429032961,0
318673863,173939
2308372142,0
1346439824,26142
751848920280596480,105
16834659,49454
1146088805801218048,0
1080095047767478272,305
552867482,0
17679977,2640
76696156,14
38400130,51592
951278052,33
263374636,225
1128757328,6
16664681,357322
4688143476,11
1090291692744466433,34708
1177330973551267850,6
791900858,662
924644468262916101,76
4812709528,12729
1057504856,1
844486678324658176,81364
899386035284701185,2
-1,1
545081356,74097
508065943,3
358545917,141626
392207046,10
201421060,71038
1137754679570522114,1
440517737,139
851744330,2
22771961,273287
22596600,902
47379940,10089
754096535885885440,2
1325390465752043521,161
932044927,672
144376833,74044
1171133884773351425,0
3992290877,3697
96244690,9453
159383070,121238
1027051810874449921,3
461841349,84486
485737492,0
1081812420698333184,484
2264497056,4
737358300,11
33842184,81
73735830,0
333956600,6874
1133676612468269057,20
14677919,108085
2653240458,21
45500908,14089
181253990,3
1216338857202978816,4
1236680458794086401,0
3243658266,63541
15120481,1
1135209372802572289,32
1237523531178573824,2
2811559122,203715
3376813813,1
106669711,100556
1235506678944026624,92
950045527357427712,132076
