849588931263832064,681
2450621492,3740
1020058453,107149
18965007,2017
1383272101,409675
800168637109633024,931
1045110787,92340
325885589,1558
111527043,57
1189494217661407233,480
9130702,23669
2786857361,754
467571978,560
1050900986368335873,121
918804624303382528,17464
115570410,33
1133245400423522304,10421
259289426,96
144372753,12474
1084525988250353664,2585
702235316812275712,339
820876722811715585,437
222114873,480
1430460318,102
108852592,10962
921718669285064704,309
141430206,283
169577772,5
992709868053200897,3804
497879902,2348
14173315,495569
105238911,183
75325535,27
14825995,6295
605153786,114591
444318175,657
17919972,29963
1652178486,165
781582375218216960,8049
509172345,303
967719352932843521,8098
701188789541040128,195
18831926,950280
481468455,94
258871271,48862
2699713946,761
9594042,335286
399891924,246
120752528,192
82983193,223
99171807,193
1221097353136033793,291
2218954016,3296
1329081377652756480,727
1173286656,6060
1161306562062766085,6087
1936160797,17309
791807198825447424,29
499649876,4120
272338627,1378
183160736,333412
2816791698,205
1197841360713203713,63301
145670094,25
212954552,67273
1185907813723377667,66
1015493765245460487,6950
980437604205199363,629
397391153,39
72709676,222
2174481686,6163
880578687166537728,169
217448168,1336
15320603,3069
3111211101,613
845833560611340293,18454
361544166,2509
1099570025491423233,13656
954908748878925824,47
748925574354051072,2132
2214101007,374
1199243479714390021,24145
3214420877,118
1126669722,1284
16397038,116
2207986926,942
924378673,105
849516770360774656,322
3308278612,225
614671768,59
2876646681,5
52422182,22827
2974960097,30
1652541,879513
51321668,556
88202346,6
1892453718,109
8820234,1
1223834982,91
215054230,135
104924567,15004
2452319527,746
1073218154636197889,111324
4028645183,31
66643970,54356
769156621024964608,39
893182521860665344,134
1237801450417381376,93
844551121427324929,2168
1231884590236737536,801
133373873,10006
1234992269641633793,42
1376131149026693122,2365
297404250,1010
967627254,5654
80805229,1298
17834196,1562
394245906,7341
413843852,12
2540898282,8
186562905,34754
76748322,501
295338146,25
1253076787439042561,1
184789840,113055
1714412587,63
2418563887,72177
4572661156,37
145491746,438
1144649007182073856,87
16868756,115293
3063387886,493
301308940,85774
954436818891694082,131
1145333375613509633,1511
2411024755,3673
806043,29461
141426483,8
39107287,10748
107197388,488
279483060,41370
1372231971389149185,452
851676443885096960,32
3120745861,22421
838034617429032961,31
318673863,174039
2308372142,316
1346439824,26236
751848920280596480,728
16834659,49674
1146088805801218048,535
1080095047767478272,307
552867482,36
17679977,2687
76696156,30
38400130,51710
951278052,276
263374636,250
1128757328,13
16664681,358618
4688143476,507
1090291692744466433,34758
1177330973551267850,501
791900858,1098
924644468262916101,513
4812709528,12731
1057504856,28
844486678324658176,81802
899386035284701185,17
-1,2
545081356,74286
508065943,718
358545917,143344
392207046,539
201421060,71698
1137754679570522114,23
440517737,335
851744330,116
22771961,273987
22596600,1107
47379940,10103
754096535885885440,100
1325390465752043521,377
932044927,1978
144376833,74455
1171133884773351425,492
3992290877,3939
96244690,10606
159383070,121272
1027051810874449921,15
461841349,84591
485737492,23
1081812420698333184,488
2264497056,227
737358300,84
33842184,154
73735830,6
333956600,6881
1133676612468269057,404
14677919,108467
2653240458,349
45500908,14364
181253990,44
1216338857202978816,17
1236680458794086401,2
3243658266,63558
15120481,10
1135209372802572289,35
1237523531178573824,55
2811559122,203942
3376813813,60
106669711,100713
1235506678944026624,258
950045527357427712,132102
4043099532,22
47739450,40556
1348065717694959619,63
14224719,77635
111078516,44
25073877,1863449
800767876147777536,13
1232950329483898881,19601
3026432061,1946
872086682,38436
441018563,4
36686040,116417
487843025,293
903039733097537536,20
1230871455384195072,8
1205226529455632385,485552
357504905,658
170887382,24196
784134859769905152,120
24928809,39887
351172025,848
20066204,1196
377920202,10365
1272188603511300102,105
114782468,98442
1216899190913060867,2363
389230624,1406
774097036614393858,336
15392486,253815
1132885444574797825,3374
838527864,26
3005092184,43
146569971,306459
2174101519,50
14469954,262
26050644,203
288277167,451799
57243327,1076
975200486,108655
14105071,1371
299273962,211825
71287915,942
238497099,12699
1558237224,695
130979339,37332
948117263063965696,15
2342770542,30483
2722960329,14
285577145,11281
970903021948407813,955
817661098988019712,122315
36714254,233
169622154,10552
244332572,1098
858590623997214720,503
2617118672,281
1120097421709725697,453
1089535733738684416,296
64660447,18841
199136257,3185
21765161,29630
1178158539988197379,2767
288480803,3521
49751648,562
3339096239,1
3031071234,17851
2909995017,260
947079897868132352,636
3189553508,3445
2878283334,88
1413545453375852547,1
1263245809627389954,21
133998087,221
1307532272703172610,5779
4866620944,2814
918525076672102400,6977
4721313463,1032
21059255,212185
1372235444,893
81164801,497
1245119401793372160,86
8116480,105
76558553,26181
1082294732531761153,98
760337630,789
2718763167,87
15952856,186047
496392767,10
1101001020078022656,7061
881697155387445248,107
29873662,309559
844916583344549888,19
2558285634,24302
784615920333385728,61
328173444,4921
1190076685896572929,264
32867753,25150
3392051356,33
898533348,41655
32286534,1093
625392269,127
242434448,1111
993137216309383169,61059
23027602,668
1068155700168126464,42652
1177488341962375168,332
1452147739,5146
822785476805480448,141
17813487,91991
59454028,20
150397339,13417
801603497061969920,147
13769472,308860
191729517,1514
15115280,128209
1217028908,2261
185030043,243
1052782638988226560,244
18503004,35
46317318,44
131556177,17
292929271,345307
1238954802173882368,247
759251,1312254
4125021502,44
2617066206,105753
1213348185302687745,1
16343974,161666
56050791,399
357395757,32714
2219865854,69
266946216,154568
964116547798052864,53
1070895459626090497,23374
1133071729474121729,15
248113252,28028
1266795257896865792,91
576532550,10
37190669,72792
864455966435180545,347
36169080,55199
128210599,2009
775280653113839620,2503
434027266,6
221338206,28843
23626626,746
113614409,7622
158003337,304
3224616765,114396
1170529778379587584,573
1193721035490807808,104232
21118022,45
37621971,1254
1073496504378290176,1166
1173516169145307137,6844
1210823074179760129,194
1367416924007772172,201
1281490049901580289,167
2233154425,283353
1259567368935747587,357
1100654987229700096,387
995398071537291266,558
18839785,617280
1262136570,95
1425770676,32
848612354380222466,35
50317463,66193
952182177634095109,554
18820392,84677
28637019,11
197823769,71286
4170021140,91
2336106686,227
131295452,122
467336272,937
1137298575287865344,1414
16129920,284783
1177652811800051712,2274
517443026,621
1299729485965778948,7
51744302,90
894450550032519170,29352
402810988,975
1128581330093203456,25
1070412789229989889,35
3260518932,44882
446556781,785
109030247,5363
112018864,322
39308549,192444
3146418286,526
33884545,397847
280749211,305
1284906050836021249,1
59545968,12573
1235663255252525056,48
114821589,4799
804622927,81
26378459,67
