i,j,count,vi,vj,cij
'RU','NZ',4,4298.0,9278.0,0.0002946375957572186
'PK','TH',4,14986.0,18117.0,0.00012083496964021388
'AT','IQ',4,12430.0,2899.0,0.0002609433100658882
'CL','ID',4,6002.0,36044.0,9.51339009656091e-05
'RO','CA',4,1082.0,259814.0,1.5331779712989082e-05
'MX','CR',4,55562.0,462.0,7.139797229758674e-05
'MM','NO',4,183.0,11559.0,0.00034065746891500596
'SK','ID',4,835.0,36044.0,0.00010846281081374224
'CH','IQ',4,24498.0,2899.0,0.00014600138701317662
'IT','AZ',4,48194.0,211.0,8.26360913128809e-05
'TZ','MZ',4,817.0,362.0,0.0033927056827820186
'KR','PT',4,24753.0,7427.0,0.0001243008079552517
'PL','AE',4,12346.0,4878.0,0.00023223409196470042
'MP','TZ',4,198.0,817.0,0.003940886699507389
'VN','HK',4,2866.0,78856.0,4.894642813440689e-05
'CG','ZW',4,2139.0,8357.0,0.00038109756097560977
'CN','BJ',4,18011.0,346.0,0.0002179005284087814
'DE','VI',4,86225.0,1237.0,4.5734147401157076e-05
'CA','DJ',4,259814.0,367.0,1.5373912776105866e-05
'IN','VN',4,259796.0,2866.0,1.5228696956544913e-05
'GB','SY',4,714016.0,128.0,5.601111260474078e-06
'JM','TT',4,622.0,359.0,0.004077471967380225
'CO','LI',4,53611.0,223.0,7.430248541813724e-05
'MC','BE',4,1245.0,16868.0,0.00022083586374427208
'BR','DK',4,18534.0,6051.0,0.00016270083384177343
'KW','OM',4,3949.0,333.0,0.0009341429238673517
'SO','GB',4,77.0,714016.0,5.6015112877454335e-06
'PA','CO',4,4481.0,53611.0,6.885629690835227e-05
'BQ','NL',4,24.0,42375.0,9.434184768508692e-05
'MC','SE',4,1245.0,14655.0,0.00025157232704402514
'DE','KW',4,86225.0,3949.0,4.4358684321423026e-05
'CO','JM',4,53611.0,622.0,7.375583132041377e-05
'CG','ID',4,2139.0,36044.0,0.00010475866223188329
'SE','KE',4,14655.0,30837.0,8.792754770069463e-05
'TR','CN',4,22031.0,18011.0,9.989511013435893e-05
'IN','AT',4,259796.0,12430.0,1.4693673638814807e-05
'TT','MY',4,359.0,45204.0,8.779053179114633e-05
'BR','MZ',4,18534.0,362.0,0.00021168501270110075
'AT','MX',4,12430.0,55562.0,5.883045064125191e-05
'ZA','NP',4,80877.0,2542.0,4.79507066735396e-05
'OM','PK',4,333.0,14986.0,0.0002611136497160389
'HK','VN',4,78856.0,2866.0,4.894642813440689e-05
'IE','CH',4,11239.0,24498.0,0.00011192881327475725
'CA','LR',4,259814.0,102.0,1.5389587405161666e-05
'CL','MY',4,6002.0,45204.0,7.811584579932039e-05
'BR','NZ',4,18534.0,9278.0,0.00014382281029771322
'CH','CU',4,24498.0,7869.0,0.00012358266135261222
'CA','TC',4,259814.0,286.0,1.5378700499807768e-05
'HK','CY',4,78856.0,323.0,5.0518445547430506e-05
'AU','TZ',4,119320.0,817.0,3.329532117499188e-05
'IQ','NL',4,2899.0,42375.0,8.835092989353712e-05
'HU','AU',4,915.0,119320.0,3.326818314134819e-05
'KR','RO',4,24753.0,1082.0,0.00015482872072769498
'FI','AT',4,1671.0,12430.0,0.00028366782497695197
'MY','MC',4,45204.0,1245.0,8.611595513358737e-05
'GB','BG',4,714016.0,51.0,5.601715245208082e-06
'PR','PA',4,16266.0,4481.0,0.00019279895888562202
'SG','FR',4,5384.0,33733.0,0.0001022573305723854
'PK','NO',4,14986.0,11559.0,0.00015068751177246185
'SK','PL',4,835.0,12346.0,0.0003034671117517639
'LB','NO',4,4512.0,11559.0,0.0002488955261029183
'NO','ID',4,11559.0,36044.0,8.402831754301199e-05
'GH','CU',4,5350.0,7869.0,0.0003025947499810878
'CU','BD',4,7869.0,2288.0,0.0003938170719700699
'GB','RW',4,714016.0,364.0,5.599260897561522e-06
'EG','KR',4,5224.0,24753.0,0.00013343563398605598
'JP','IE',4,40643.0,11239.0,7.709803014532978e-05
'PG','ZA',4,658.0,80877.0,4.90586864536702e-05
'LB','DZ',4,4512.0,85.0,0.0008701326952360235
'SA','PH',4,11250.0,18017.0,0.00013667270304438446
'HK','TL',4,78856.0,80.0,5.067396371744198e-05
'CG','PG',4,2139.0,658.0,0.0014301036825169824
'VG','VI',4,527.0,1237.0,0.0022675736961451248
'LA','IN',4,310.0,259796.0,1.5378345751347526e-05
'MY','TN',4,45204.0,537.0,8.744889705078594e-05
'DK','NZ',4,6051.0,9278.0,0.0002609433100658882
'TR','NZ',4,22031.0,9278.0,0.00012775879140183334
'CL','VG',4,6002.0,527.0,0.0006126512482769183
'AE','CN',4,4878.0,18011.0,0.00017475643322119796
'PL','IL',4,12346.0,9907.0,0.0001797510448029479
'PE','CH',4,1401.0,24498.0,0.00015444611761071856
'LI','DE',4,223.0,86225.0,4.6270590412733666e-05
'US','KZ',4,1617816.0,29.0,2.4724247378457146e-06
'CH','UM',4,24498.0,1161.0,0.000155890720604856
'LB','LY',4,4512.0,66.0,0.0008737439930100481
'GB','KM',4,714016.0,26.0,5.601911372160181e-06
'GH','ZW',4,5350.0,8357.0,0.0002918216969431677
'CA','JO',4,259814.0,780.0,1.5349547572085312e-05
'SA','QA',4,11250.0,865.0,0.000330169211721007
'GR','JP',4,11427.0,40643.0,7.681966583445362e-05
'BD','ID',4,2288.0,36044.0,0.00010435145570280705
'SG','SA',4,5384.0,11250.0,0.0002404713237946375
'AT','FI',4,12430.0,1671.0,0.00028366782497695197
'CA','TF',4,259814.0,36.0,1.539349624783529e-05
'MY','BM',4,45204.0,1834.0,8.503762915089927e-05
'MZ','FI',4,362.0,1671.0,0.001967535661583866
'MA','JP',4,1352.0,40643.0,9.524943445648291e-05
'IR','CH',4,875.0,24498.0,0.00015764789343002404
'KE','IL',4,30837.0,9907.0,9.817396426467701e-05
'TW','BE',4,6517.0,16868.0,0.0001710498182595681
'ID','TR',4,36044.0,22031.0,6.887645286267757e-05
'IQ','TH',4,2899.0,18117.0,0.00019033117624666921
'CG','CN',4,2139.0,18011.0,0.00019851116625310174
'GR','LU',4,11427.0,78.0,0.0003476749239461104
'CN','CM',4,18011.0,850.0,0.00021207783256455118
'CL','IL',4,6002.0,9907.0,0.00025143000817147524
'IN','PN',4,259796.0,23.0,1.53953329048299e-05
'MX','TW',4,55562.0,6517.0,6.443402760998083e-05
'PS','CH',4,2687.0,24498.0,0.00014713996689350744
'CN','KW',4,18011.0,3949.0,0.00018214936247723133
'CA','EE',4,259814.0,186.0,1.5384615384615384e-05
'US','BA',4,1617816.0,11.0,2.4724522461301486e-06
'SI','SE',3,1989.0,14655.0,0.0001802451333813987
'IQ','OM',3,2899.0,333.0,0.0009282178217821782
'JP','RS',3,40643.0,2371.0,6.974473427256242e-05
'MC','AE',3,1245.0,4878.0,0.0004899559039686428
'GR','SK',3,11427.0,835.0,0.00024465829391616373
'VE','HU',3,13215.0,915.0,0.00021231422505307856
'ET','US',3,5.0,1617816.0,1.8543460617707397e-06
'PL','GH',3,12346.0,5350.0,0.00016952983725135624
'ES','RS',3,27634.0,2371.0,9.998333611064822e-05
'CU','AT',3,7869.0,12430.0,0.0001477905315532785
'US','GM',3,1617816.0,38.0,1.854308237949778e-06
'JP','MG',3,40643.0,73.0,7.368110816386678e-05
'AU','AI',3,119320.0,93.0,2.5122892817364945e-05
'TZ','CA',3,817.0,259814.0,1.1510526376371191e-05
'VE','IL',3,13215.0,9907.0,0.00012974656171611451
'VN','CH',3,2866.0,24498.0,0.00010963309457681625
'SA','JP',3,11250.0,40643.0,5.781126548860155e-05
'UG','ID',3,2749.0,36044.0,7.733353955610548e-05
'GR','NG',3,11427.0,70751.0,3.650612085959746e-05
'IT','CR',3,48194.0,462.0,6.165734955606708e-05
'QA','AU',3,865.0,119320.0,2.4961517660273744e-05
'SG','NL',3,5384.0,42375.0,6.281538558177517e-05
'ES','PK',3,27634.0,14986.0,7.03894885030502e-05
'HU','FR',3,915.0,33733.0,8.65850842761487e-05
'KE','RU',3,30837.0,4298.0,8.538494378824534e-05
'PR','FR',3,16266.0,33733.0,6.000120002400048e-05
'IQ','NP',3,2899.0,2542.0,0.0005513692335967653
'TH','EG',3,18117.0,5224.0,0.00012852919754937663
'SN','BJ',3,63.0,346.0,0.007334963325183374
'PK','HR',3,14986.0,1582.0,0.00018107194591984548
'KW','KE',3,3949.0,30837.0,8.624159144483412e-05
'DK','PE',3,6051.0,1401.0,0.00040257648953301127
'PE','PA',3,1401.0,4481.0,0.0005100306018361102
'BR','GR',3,18534.0,11427.0,0.00010013016921998598
'NL','AE',3,42375.0,4878.0,6.348803250587264e-05
'CL','CN',3,6002.0,18011.0,0.00012493232832215884
'CU','DK',3,7869.0,6051.0,0.00021551724137931034
'NZ','CH',3,9278.0,24498.0,8.882046423495974e-05
'LB','KR',3,4512.0,24753.0,0.00010251153254741159
'VG','GB',3,527.0,714016.0,4.198487704728757e-06
'TW','NO',3,6517.0,11559.0,0.00016596592166408496
'SA','BR',3,11250.0,18534.0,0.0001007252215954875
'CA','CY',3,259814.0,323.0,1.1532384858747506e-05
'ZA','VE',3,80877.0,13215.0,3.188368830506313e-05
'BR','ZW',3,18534.0,8357.0,0.00011156148897400617
'SE','MY',3,14655.0,45204.0,5.0117776775422245e-05
'SE','VN',3,14655.0,2866.0,0.00017122310370412647
'ES','NP',3,27634.0,2542.0,9.941675503711559e-05
'LB','VG',3,4512.0,527.0,0.0005953562214725144
'CU','SA',3,7869.0,11250.0,0.00015691197238349287
'SY','GB',3,128.0,714016.0,4.200833445355559e-06
'CA','AI',3,259814.0,93.0,1.1542590234199156e-05
'NZ','RS',3,9278.0,2371.0,0.0002575328354365182
'RW','QA',3,364.0,865.0,0.0024410089503661514
'PR','HK',3,16266.0,78856.0,3.1538445364899814e-05
'VN','IE',3,2866.0,11239.0,0.00021269053527118043
'IN','RS',3,259796.0,2371.0,1.1443087802812711e-05
'AM','DE',3,124.0,86225.0,3.4742730083729977e-05
'GB','LA',3,714016.0,310.0,4.199763133359278e-06
'GB','KH',3,714016.0,343.0,4.199569124207857e-06
'UZ','US',3,9.0,1617816.0,1.8543414769829865e-06
'CU','EH',3,7869.0,4.0,0.00038104915534103897
'MY','MA',3,45204.0,1352.0,6.443852564653321e-05
'GR','AT',3,11427.0,12430.0,0.00012574925598356877
'PY','UY',3,1056.0,1073.0,0.0014091122592766556
'GB','AQ',3,714016.0,103.0,4.200980508850766e-06
'CD','US',3,235.0,1617816.0,1.8540824732965772e-06
'TR','LI',3,22031.0,223.0,0.00013480722566729578
'QA','PH',3,865.0,18017.0,0.00015888147442008263
'CF','KE',3,101.0,30837.0,9.69681298080031e-05
'CZ','PT',3,1659.0,7427.0,0.0003301782962799912
'BE','UM',3,16868.0,1161.0,0.0001663985800654501
'CG','IL',3,2139.0,9907.0,0.0002490453262493774
'PG','GR',3,658.0,11427.0,0.00024824162184526274
'SG','ZA',3,5384.0,80877.0,3.4778173218488074e-05
'SA','NP',3,11250.0,2542.0,0.00021751740139211136
'SG','AR',3,5384.0,4849.0,0.0002931691586045148
'CH','MZ',3,24498.0,362.0,0.00012067578439259856
'IL','GR',3,9907.0,11427.0,0.0001406206056060748
'ZW','GM',3,8357.0,38.0,0.00035735556879094697
'PS','PT',3,2687.0,7427.0,0.00029661854854656913
'FI','MC',3,1671.0,1245.0,0.00102880658436214
'LU','US',3,78.0,1617816.0,1.8542623929627033e-06
'ZW','TZ',3,8357.0,817.0,0.0003270111183780249
'KW','AU',3,3949.0,119320.0,2.433701903966123e-05
'NZ','VN',3,9278.0,2866.0,0.00024703557312252963
'PS','DK',3,2687.0,6051.0,0.0003433279926756695
'YT','US',3,94.0,1617816.0,1.8542440556025985e-06
'ZA','GQ',3,80877.0,75.0,3.7058997924696115e-05
'BR','AT',3,18534.0,12430.0,9.688670714377987e-05
'CN','CF',3,18011.0,101.0,0.00016563604240282687
'GR','PH',3,11427.0,18017.0,0.00010188833038989267
'ID','RS',3,36044.0,2371.0,7.809449433814917e-05
'JO','PS',3,780.0,2687.0,0.0008653014133256418
'SI','MY',3,1989.0,45204.0,6.356874960269532e-05
'GB','KP',3,714016.0,463.0,4.198863787459114e-06
'PK','IR',3,14986.0,875.0,0.00018914318138831096
'ZW','VN',3,8357.0,2866.0,0.0002673082063619353
'LK','US',3,66.0,1617816.0,1.8542761462207997e-06
'BE','GH',3,16868.0,5350.0,0.00013502565487442613
'IE','AE',3,11239.0,4878.0,0.0001861388595892536
'MZ','CA',3,362.0,259814.0,1.1530656171207182e-05
'TN','AU',3,537.0,119320.0,2.502982721075949e-05
'TH','BS',3,18117.0,1084.0,0.00015624186240299984
'EG','ID',3,5224.0,36044.0,7.269555103227682e-05
'PA','JP',3,4481.0,40643.0,6.648346777767928e-05
'HU','RS',3,915.0,2371.0,0.0009129640900791236
'FR','SI',3,33733.0,1989.0,8.398185991825766e-05
'SE','TW',3,14655.0,6517.0,0.00014169658038919327
'IR','DE',3,875.0,86225.0,3.444316877152698e-05
'TR','KE',3,22031.0,30837.0,5.674510100627979e-05
'SK','HU',3,835.0,915.0,0.0017142857142857142
'CG','MA',3,2139.0,1352.0,0.0008593526210254941
'SN','US',3,63.0,1617816.0,1.8542795845672019e-06
'KW','JO',3,3949.0,780.0,0.0006343835906111228
'KE','GR',3,30837.0,11427.0,7.098239636570131e-05
'PE','FR',3,1401.0,33733.0,8.538737405362327e-05
'IT','MM',3,48194.0,183.0,6.2012940033487e-05
'NL','CU',3,42375.0,7869.0,5.970862192500597e-05
'AU','CW',3,119320.0,357.0,2.5067473282251395e-05
'IL','HK',3,9907.0,78856.0,3.379786622804547e-05
'MR','BE',3,160.0,16868.0,0.00017618040873854828
'CN','VG',3,18011.0,527.0,0.00016182975509763727
'ZA','GR',3,80877.0,11427.0,3.2501300052002083e-05
'CZ','CO',3,1659.0,53611.0,5.427899402931066e-05
'LT','GB',3,315.0,714016.0,4.199733736881081e-06
'CL','PY',3,6002.0,1056.0,0.0004250495891187305
'CZ','AU',3,1659.0,119320.0,2.4797692161449507e-05
'CA','AS',3,259814.0,114.0,1.1541657689821797e-05
'MM','HK',3,183.0,78856.0,3.79559457989094e-05
'LB','FR',3,4512.0,33733.0,7.844162635638645e-05
'HU','CO',3,915.0,53611.0,5.5019623665774124e-05
'ZA','AG',3,80877.0,1065.0,3.6611261624075566e-05
'JO','KE',3,780.0,30837.0,9.48856627763545e-05
'TJ','US',3,89.0,1617816.0,1.8542497859886704e-06
'CM','BE',3,850.0,16868.0,0.00016931933626820184
'GE','TW',3,15.0,6517.0,0.00045927740355174526
'EC','CO',3,1956.0,53611.0,5.398887829107204e-05
'TH','NG',3,18117.0,70751.0,3.3757933114281856e-05
'HR','PH',3,1582.0,18017.0,0.00015306903413439462
'TH','AT',3,18117.0,12430.0,9.820931679051952e-05
'ZA','BD',3,80877.0,2288.0,3.607286719172729e-05
'GR','GI',3,11427.0,24.0,0.00026198585276395077
'CG','CL',3,2139.0,6002.0,0.00036850509765385086
'AU','QA',3,119320.0,865.0,2.4961517660273744e-05
'KE','SG',3,30837.0,5384.0,8.282488059413047e-05
'PN','US',3,23.0,1617816.0,1.854325430404385e-06
'TZ','AU',3,817.0,119320.0,2.4971490881243912e-05
'BE','IL',3,16868.0,9907.0,0.00011204481792717087
'MX','LB',3,55562.0,4512.0,4.9938409295202584e-05
'KP','CL',3,463.0,6002.0,0.0004640371229698376
'NZ','IR',3,9278.0,875.0,0.00029547916871860535
'AR','CH',3,4849.0,24498.0,0.00010222509966947218
'AU','LA',3,119320.0,310.0,2.507732174203795e-05
'LA','GB',3,310.0,714016.0,4.199763133359278e-06
'PL','UA',3,12346.0,79.0,0.0002414486921529175
'SH','US',3,16.0,1617816.0,1.8543334536589708e-06
'CH','PG',3,24498.0,658.0,0.00011925584353633328
'AQ','CL',3,103.0,6002.0,0.0004914004914004914
'NO','HK',3,11559.0,78856.0,3.318033512138473e-05
'UG','VN',3,2749.0,2866.0,0.0005342831700801424
'TN','DE',3,537.0,86225.0,3.4577349530900626e-05
'TH','KH',3,18117.0,343.0,0.00016251354279523295
'IL','SV',3,9907.0,673.0,0.00028355387523629487
'CZ','FR',3,1659.0,33733.0,8.476491862567812e-05
'PL','NP',3,12346.0,2542.0,0.0002015045674368619
'VN','IL',3,2866.0,9907.0,0.00023487042981288657
'EG','RU',3,5224.0,4298.0,0.000315059861373661
'NL','MK',3,42375.0,70.0,7.067970314524679e-05
'AU','MZ',3,119320.0,362.0,2.506642602897679e-05
'PS','GS',3,2687.0,171.0,0.0010496850944716584
'AS','CA',3,114.0,259814.0,1.1541657689821797e-05
'HR','ES',3,1582.0,27634.0,0.00010268346111719605
'DJ','CH',3,367.0,24498.0,0.00012065151819827066
'CA','IS',3,259814.0,157.0,1.1539748664274092e-05
'TH','NZ',3,18117.0,9278.0,0.00010950903449534587
'CA','KP',3,259814.0,463.0,1.1526181721781026e-05
'IT','PG',3,48194.0,658.0,6.140997297961189e-05
'CH','KW',3,24498.0,3949.0,0.00010545927514324885
'FR','MR',3,33733.0,160.0,8.85138524179034e-05
'SO','KE',3,77.0,30837.0,9.704341075240991e-05
'TN','GH',3,537.0,5350.0,0.0005095974180397486
'TH','ES',3,18117.0,27634.0,6.557233721667285e-05
'DE','AI',3,86225.0,93.0,3.4755207488588704e-05
'SR','NL',3,83.0,42375.0,7.065806208488389e-05
'AQ','ES',3,103.0,27634.0,0.00010815877708476043
'GB','ML',3,714016.0,64.0,4.201209948465158e-06
'BE','ID',3,16868.0,36044.0,5.669791351678258e-05
'KE','TR',3,30837.0,22031.0,5.674510100627979e-05
'ES','JO',3,27634.0,780.0,0.00010558175547265433
'PA','PR',3,4481.0,16266.0,0.0001445992191642165
'LB','MX',3,4512.0,55562.0,4.9938409295202584e-05
'SG','IT',3,5384.0,48194.0,5.5993131509201536e-05
'NZ','TR',3,9278.0,22031.0,9.5819093551375e-05
'SE','TZ',3,14655.0,817.0,0.00019389865563598758
'MY','PL',3,45204.0,12346.0,5.212858384013901e-05
'CG','TW',3,2139.0,6517.0,0.0003465804066543438
'RW','JP',3,364.0,40643.0,7.315824127587973e-05
'IN','SI',3,259796.0,1989.0,1.1459785702007372e-05
'TW','CH',3,6517.0,24498.0,9.67273899725939e-05
'ID','GQ',3,36044.0,75.0,8.305877792851408e-05
'BS','CH',3,1084.0,24498.0,0.00011726995543741693
'MY','IL',3,45204.0,9907.0,5.443559362014843e-05
'NO','BE',3,11559.0,16868.0,0.00010553347169944068
'MC','LI',3,1245.0,223.0,0.0020435967302452314
'IE','KE',3,11239.0,30837.0,7.129955318946668e-05
'MY','VN',3,45204.0,2866.0,6.240898689411275e-05
'KR','KH',3,24753.0,343.0,0.00011954096270321963
'IT','EC',3,48194.0,1956.0,5.982053838484546e-05
'LI','NG',3,223.0,70751.0,4.2268999915462003e-05
'AT','SA',3,12430.0,11250.0,0.0001266891891891892
'NO','TW',3,11559.0,6517.0,0.00016596592166408496
'TR','RU',3,22031.0,4298.0,0.00011394280071404155
'TW','MX',3,6517.0,55562.0,4.832552070748562e-05
'KE','PT',3,30837.0,7427.0,7.840267614467908e-05
'CG','SS',3,2139.0,34.0,0.0013805798435342844
'GI','US',3,24.0,1617816.0,1.8543242842308262e-06
'NP','UG',3,2542.0,2749.0,0.000567000567000567
'NZ','PL',3,9278.0,12346.0,0.00013873473917869035
'ZA','IQ',3,80877.0,2899.0,3.580977845683728e-05
'EG','NG',3,5224.0,70751.0,3.948667324777888e-05
'PY','AR',3,1056.0,4849.0,0.0005080440304826418
'ES','SI',3,27634.0,1989.0,0.00010127265975762077
'NG','BS',3,70751.0,1084.0,4.1762372102735435e-05
'FR','PE',3,33733.0,1401.0,8.538737405362327e-05
'PL','PK',3,12346.0,14986.0,0.00010976145177813551
'GH','NO',3,5350.0,11559.0,0.00017742030871133717
'UY','PE',3,1073.0,1401.0,0.0012126111560226355
'CA','LV',3,259814.0,92.0,1.1542634644833132e-05
'MG','MX',3,73.0,55562.0,5.392289026691831e-05
'CM','CN',3,850.0,18011.0,0.0001590583744234134
'SV','AU',3,673.0,119320.0,2.500145841840774e-05
'SG','BR',3,5384.0,18534.0,0.0001254285475374195
'IE','SA',3,11239.0,11250.0,0.00013339855040241897
'TH','SA',3,18117.0,11250.0,0.00010215548064153642
'ES','IQ',3,27634.0,2899.0,9.825434775488816e-05
'AU','IS',3,119320.0,157.0,2.5109435288800355e-05
'PA','CR',3,4481.0,462.0,0.000606918875177018
'SL','US',3,109.0,1617816.0,1.8542268646568908e-06
'ZA','EG',3,80877.0,5224.0,3.484280089662141e-05
'NL','MA',3,42375.0,1352.0,6.860749651245226e-05
'TW','CL',3,6517.0,6002.0,0.00023963575365444525
'PL','FI',3,12346.0,1671.0,0.00021402582578297782
'UG','TZ',3,2749.0,817.0,0.0008412787436904094
'AR','SE',3,4849.0,14655.0,0.00015381460213289582
'LB','BE',3,4512.0,16868.0,0.00014031805425631432
'DZ','FR',3,85.0,33733.0,8.871015435566858e-05
'MA','NP',3,1352.0,2542.0,0.0007704160246533128
'NL','AR',3,42375.0,4849.0,6.352702015924106e-05
'PA','EG',3,4481.0,5224.0,0.0003091190108191654
'HK','BT',3,78856.0,19.0,3.803486529318542e-05
'ZA','PA',3,80877.0,4481.0,3.5146090583190795e-05
'LB','IQ',3,4512.0,2899.0,0.0004048036702199433
'NO','FI',3,11559.0,1671.0,0.00022675736961451248
'SI','DK',3,1989.0,6051.0,0.00037313432835820896
'LS','GB',3,124.0,714016.0,4.2008569748228636e-06
'US','BQ',3,1617816.0,24.0,1.8543242842308262e-06
'IT','DO',3,48194.0,1997.0,5.9771672212149585e-05
'BD','PA',3,2288.0,4481.0,0.00044319692716797166
'UY','DO',3,1073.0,1997.0,0.000977198697068404
'RU','RO',3,4298.0,1082.0,0.0005576208178438662
'AT','PH',3,12430.0,18017.0,9.853187506158242e-05
'SA','ZA',3,11250.0,80877.0,3.2563743527955974e-05
'TN','JP',3,537.0,40643.0,7.285089849441477e-05
'JO','DJ',3,780.0,367.0,0.0026155187445510027
'KE','TH',3,30837.0,18117.0,6.128201985537444e-05
'SA','IR',3,11250.0,875.0,0.00024742268041237116
'CA','JE',3,259814.0,482.0,1.1525340381719273e-05
'DE','MN',3,86225.0,21.0,3.478422187695661e-05
'MM','KE',3,183.0,30837.0,9.671179883945841e-05
'GB','GU',3,714016.0,289.0,4.199886603061717e-06
'NL','PG',3,42375.0,658.0,6.971394046429485e-05
'CH','PR',3,24498.0,16266.0,7.359434795407713e-05
'PA','CL',3,4481.0,6002.0,0.0002861776209100448
'TT','GB',3,359.0,714016.0,4.199475065616798e-06
'ZW','BE',3,8357.0,16868.0,0.00011892963330029732
'KR','MA',3,24753.0,1352.0,0.00011492051331162612
'NP','SA',3,2542.0,11250.0,0.00021751740139211136
'PK','BH',3,14986.0,263.0,0.0001967342120794806
'CO','GH',3,53611.0,5350.0,5.088109089058869e-05
'GB','AF',3,714016.0,93.0,4.201039337132007e-06
'DK','SA',3,6051.0,11250.0,0.00017340038148083925
'KW','CU',3,3949.0,7869.0,0.0002538500592316805
'RO','EG',3,1082.0,5224.0,0.0004757373929590866
'LV','GB',3,92.0,714016.0,4.2010452200507485e-06
'SD','ID',3,677.0,36044.0,8.169712153808447e-05
'CU','HN',3,7869.0,140.0,0.00037457859907603946
'HR','JP',3,1582.0,40643.0,7.104795737122558e-05
'ID','SD',3,36044.0,677.0,8.169712153808447e-05
'CA','FJ',3,259814.0,2325.0,1.1444310079766841e-05
'GG','IN',3,70.0,259796.0,1.154441135046524e-05
'KP','DK',3,463.0,6051.0,0.000460546515198035
'BE','LU',3,16868.0,78.0,0.0001770329281246312
'JP','HU',3,40643.0,915.0,7.218826700033687e-05
'CA','TN',3,259814.0,537.0,1.15229056158801e-05
'PL','RO',3,12346.0,1082.0,0.00022341376228775692
'IR','ES',3,875.0,27634.0,0.0001052299273913501
'PG','FR',3,658.0,33733.0,8.723212468378354e-05
'CL','FR',3,6002.0,33733.0,7.550018875047188e-05
'CN','IR',3,18011.0,875.0,0.00015884782378481415
'ZM','NG',3,126.0,70751.0,4.2326847919635426e-05
'BG','NL',3,51.0,42375.0,7.071135624381275e-05
'IM','US',3,26.0,1617816.0,1.8543219918879595e-06
'MU','RS',3,550.0,2371.0,0.0010270455323519343
'AU','JE',3,119320.0,482.0,2.5041318174988733e-05
'PH','NZ',3,18017.0,9278.0,0.0001099102399706906
'SE','HR',3,14655.0,1582.0,0.00018476319517152183
'CD','ID',3,235.0,36044.0,8.269246671628214e-05
'CM','ZA',3,850.0,80877.0,3.670757521993956e-05
'CA','DM',3,259814.0,118.0,1.1541480079405383e-05
'AS','TR',3,114.0,22031.0,0.00013547076089410703
'BD','ES',3,2288.0,27634.0,0.00010026067776218167
'CZ','BE',3,1659.0,16868.0,0.00016192583796621147
'NO','HU',3,11559.0,915.0,0.0002405002405002405
'PK','UG',3,14986.0,2749.0,0.00016915703411333522
'BE','CZ',3,16868.0,1659.0,0.00016192583796621147
'BB','GB',3,107.0,714016.0,4.200956977999588e-06
'BB','IN',3,107.0,259796.0,1.1542767878785546e-05
'PR','IT',3,16266.0,48194.0,4.654049022649705e-05
'ID','MA',3,36044.0,1352.0,8.022248368809498e-05
'BR','PF',3,18534.0,183.0,0.00016028209648982208
'CG','VN',3,2139.0,2866.0,0.0005994005994005994
'IQ','CU',3,2899.0,7869.0,0.0002786032689450223
'US','SN',3,1617816.0,63.0,1.8542795845672019e-06
'DZ','IN',3,85.0,259796.0,1.1543745021759959e-05
'SE','PT',3,14655.0,7427.0,0.00013585725930622227
'EC','CU',3,1956.0,7869.0,0.0003053435114503817
'QA','SA',3,865.0,11250.0,0.00024762690879075525
'GB','MK',3,714016.0,70.0,4.201174648431701e-06
'TZ','GR',3,817.0,11427.0,0.00024501796798431883
'PR','LB',3,16266.0,4512.0,0.00014438348252959862
'LC','ZA',3,34.0,80877.0,3.7077776816502085e-05
'PG','NZ',3,658.0,9278.0,0.00030193236714975844
'JP','CZ',3,40643.0,1659.0,7.091863268876176e-05
'LS','US',3,124.0,1617816.0,1.8542096740299393e-06
'CO','CN',3,53611.0,18011.0,4.188657116528441e-05
'DE','UY',3,86225.0,1073.0,3.436504845471832e-05
'TR','PT',3,22031.0,7427.0,0.00010183990766515038
'KE','CL',3,30837.0,6002.0,8.143543527240153e-05
'TN','CO',3,537.0,53611.0,5.540370835487922e-05
'PL','PH',3,12346.0,18017.0,9.880446596186147e-05
'PH','BR',3,18017.0,18534.0,8.207709775382342e-05
'SV','ES',3,673.0,27634.0,0.00010598085279259548
'EG','AR',3,5224.0,4849.0,0.0002978258711406731
'CU','CH',3,7869.0,24498.0,9.268699601445917e-05
'JO','KW',3,780.0,3949.0,0.0006343835906111228
'IL','RO',3,9907.0,1082.0,0.000273000273000273
'NZ','ID',3,9278.0,36044.0,6.619301884294602e-05
'FJ','CO',3,2325.0,53611.0,5.363272311212814e-05
'SG','ZW',3,5384.0,8357.0,0.00021832472163597991
'GB','VG',3,714016.0,527.0,4.198487704728757e-06
'PR','RO',3,16266.0,1082.0,0.00017293059718699561
'PH','AT',3,18017.0,12430.0,9.853187506158242e-05
'CZ','CL',3,1659.0,6002.0,0.0003915937867119175
'IE','RO',3,11239.0,1082.0,0.00024348672997321646
'TW','SE',3,6517.0,14655.0,0.00014169658038919327
'BE','BS',3,16868.0,1084.0,0.00016711229946524063
'GR','PT',3,11427.0,7427.0,0.0001591174286623528
'TW','PK',3,6517.0,14986.0,0.00013951541645351812
'SA','PL',3,11250.0,12346.0,0.00012714019325309374
'DE','JM',3,86225.0,622.0,3.45435075477564e-05
'BN','NL',3,1288.0,42375.0,6.870805945537412e-05
'JP','BE',3,40643.0,16868.0,5.216393385613187e-05
