i,j,count,vi,vj,cij
'MR','FR',58,160.0,33733.0,0.0017112678134127992
'KE','CH',58,30837.0,24498.0,0.0010481611999638566
'IL','MX',58,9907.0,55562.0,0.0008859154714445004
'CG','GH',57,2139.0,5350.0,0.007611163039124048
'SE','PL',57,14655.0,12346.0,0.0021110329247064925
'KR','CH',57,24753.0,24498.0,0.0011573369068648353
'CL','DO',57,6002.0,1997.0,0.007125890736342043
'MX','ZA',57,55562.0,80877.0,0.0004177691129369169
'DE','PT',57,86225.0,7427.0,0.0006086362277367274
'SA','LB',57,11250.0,4512.0,0.003616292348686715
'KR','DE',57,24753.0,86225.0,0.000513615311142749
'CA','CN',57,259814.0,18011.0,0.00020516512192927204
'IL','FR',57,9907.0,33733.0,0.001306141154903758
'HK','NZ',57,78856.0,9278.0,0.0006467424603444755
'PE','CO',56,1401.0,53611.0,0.0010179597178797354
'GB','CY',56,714016.0,323.0,7.8394151796276e-05
'GR','ZA',56,11427.0,80877.0,0.0006066909343040389
'IN','NO',56,259796.0,11559.0,0.00020637172707339095
'AU','BR',56,119320.0,18534.0,0.0004062268777112017
'CN','NL',56,18011.0,42375.0,0.0009273672705594012
'US','AI',56,1617816.0,93.0,3.461257709797028e-05
'PA','ID',56,4481.0,36044.0,0.0013818630475015423
'CH','TR',56,24498.0,22031.0,0.001203550473897999
'ZA','CN',56,80877.0,18011.0,0.0005662972251435968
'PA','CH',56,4481.0,24498.0,0.0019324338313951481
'MX','EC',56,55562.0,1956.0,0.0009736082617615356
'LB','AE',56,4512.0,4878.0,0.005963791267305644
'DJ','US',56,367.0,1617816.0,3.4606716298465624e-05
'SI','GB',56,1989.0,714016.0,7.821174433139433e-05
'PE','VE',55,1401.0,13215.0,0.003762999452654625
'IL','BR',55,9907.0,18534.0,0.0019338279244752294
'ES','PA',55,27634.0,4481.0,0.001712595360423478
'PL','NL',55,12346.0,42375.0,0.0010050985910345206
'IL','DK',55,9907.0,6051.0,0.003446547186364206
'ES','NL',54,27634.0,42375.0,0.0007713294005056492
'ZA','NO',54,80877.0,11559.0,0.0005841879787095936
'IN','HR',54,259796.0,1582.0,0.00020659734178086908
'ZW','IN',54,8357.0,259796.0,0.00020137757175940602
'RW','CM',54,364.0,850.0,0.044481054365733116
'TW','ES',54,6517.0,27634.0,0.0015812128488184825
'DE','JO',54,86225.0,780.0,0.0006206539854031378
'GR','NL',54,11427.0,42375.0,0.0010036801605888257
'FR','KW',54,33733.0,3949.0,0.0014330449551510005
'DE','TT',53,86225.0,359.0,0.0006121223320705904
'GB','MA',53,714016.0,1352.0,7.408774225293835e-05
'IN','AZ',53,259796.0,211.0,0.0002038406658282277
'PH','AE',52,18017.0,4878.0,0.0022712382616291767
'SE','AU',52,14655.0,119320.0,0.00038813211420041054
'BF','CO',52,126.0,53611.0,0.0009676759030090999
'ES','PY',52,27634.0,1056.0,0.001812478215406065
'TR','JP',52,22031.0,40643.0,0.0008296901426428822
'RS','AT',52,2371.0,12430.0,0.0035132761299912166
'BR','MX',52,18534.0,55562.0,0.0007017922694882314
'US','BJ',52,1617816.0,346.0,3.213522502691325e-05
'CN','ES',52,18011.0,27634.0,0.0011392266403768211
'GB','JM',52,714016.0,622.0,7.276411273959683e-05
'HK','TR',52,78856.0,22031.0,0.0005154281522891949
'BH','IN',52,263.0,259796.0,0.00019995462568109544
'CA','PL',52,259814.0,12346.0,0.00019106407995296885
'CA','TW',52,259814.0,6517.0,0.00019524576560745838
'TZ','GB',52,817.0,714016.0,7.274426334542474e-05
'DE','DK',52,86225.0,6051.0,0.0005635268108717327
'NO','DE',52,11559.0,86225.0,0.000531784340996482
'AU','VE',52,119320.0,13215.0,0.00039234919077979404
'UG','KE',51,2749.0,30837.0,0.001518489846960043
'IT','MY',51,48194.0,45204.0,0.0005460502366217692
'TH','IT',51,18117.0,48194.0,0.0007691031653873414
'IT','AR',51,48194.0,4849.0,0.0009614840789548102
'PK','TR',51,14986.0,22031.0,0.0013777453602398899
'EG','LB',51,5224.0,4512.0,0.005238290879211175
'NO','SE',51,11559.0,14655.0,0.0019455252918287938
'IT','VE',51,48194.0,13215.0,0.0008304971583969776
'CO','SE',51,53611.0,14655.0,0.0007470776081797674
'GB','MU',51,714016.0,550.0,7.137199362969971e-05
'PR','MX',50,16266.0,55562.0,0.0006961073676003787
'MX','PE',50,55562.0,1401.0,0.0008777627582816916
'MX','GR',50,55562.0,11427.0,0.0007463911985549867
'MY','TR',50,45204.0,22031.0,0.0007436602959767978
'US','SY',50,1617816.0,128.0,3.0903418165276425e-05
'CN','BE',50,18011.0,16868.0,0.0014335273373663237
'US','AS',50,1617816.0,114.0,3.09036855735415e-05
'US','OM',50,1617816.0,333.0,3.089950307419156e-05
'CA','GH',50,259814.0,5350.0,0.00018856254996907573
'PA','MY',50,4481.0,45204.0,0.0010063399416322834
'SA','OM',50,11250.0,333.0,0.00431667098333765
'TT','US',49,359.0,1617816.0,3.028102646499915e-05
'US','AF',49,1617816.0,93.0,3.0286004960723995e-05
'DE','IE',49,86225.0,11239.0,0.0005027497332348354
'CN','CH',49,18011.0,24498.0,0.001152697075913336
'RU','MX',49,4298.0,55562.0,0.0008185766789174741
'DE','MY',49,86225.0,45204.0,0.000372824871223246
'HK','ZA',49,78856.0,80877.0,0.00030676190893553617
'TW','GB',49,6517.0,714016.0,6.800521280774094e-05
'RU','AR',49,4298.0,4849.0,0.00535694763310375
'AU','RS',48,119320.0,2371.0,0.0003944416596132828
'GH','ZA',48,5350.0,80877.0,0.0005566701845129716
'HK','AE',48,78856.0,4878.0,0.0005732438435999713
'US','LY',48,1617816.0,66.0,2.9668418339532796e-05
'PK','PH',48,14986.0,18017.0,0.00145441323516044
'AM','US',48,124.0,1617816.0,2.966735478447903e-05
'MX','PT',48,55562.0,7427.0,0.0007620378161266253
'NL','ZA',48,42375.0,80877.0,0.0003894460130464414
'TH','SE',48,18117.0,14655.0,0.0014646649578908824
'RW','CA',48,364.0,259814.0,0.0001844890805525448
'US','LT',48,1617816.0,315.0,2.966385292661719e-05
'SE','NL',48,14655.0,42375.0,0.0008416622830089426
'ID','TW',48,36044.0,6517.0,0.0011277930499753296
'AR','PY',48,4849.0,1056.0,0.00812870448772227
'AT','GB',48,12430.0,714016.0,6.607511088229544e-05
'ZA','PL',47,80877.0,12346.0,0.0005041674264934619
'SA','ID',47,11250.0,36044.0,0.0009937835666257876
'BF','ES',47,126.0,27634.0,0.0016930835734870317
'IN','SK',47,259796.0,835.0,0.000180331579896482
'ID','PH',47,36044.0,18017.0,0.0008693882836055567
'CA','DK',47,259814.0,6051.0,0.00017678144923175297
'SE','FI',47,14655.0,1671.0,0.0028788435624157783
'PH','TH',46,18017.0,18117.0,0.001273039242818398
'MP','US',46,198.0,1617816.0,2.8429914697895072e-05
'KE','ES',46,30837.0,27634.0,0.0007867147816866481
'DK','DE',46,6051.0,86225.0,0.0004985044865403788
'US','AX',46,1617816.0,57.0,2.843239240657332e-05
'NG','PL',46,70751.0,12346.0,0.0005535699243053299
'TR','SA',46,22031.0,11250.0,0.00138217000691085
'US','RW',46,1617816.0,364.0,2.8426998232582283e-05
'PK','QA',46,14986.0,865.0,0.0029020251088259417
'CA','AR',46,259814.0,4849.0,0.00017380593433914072
'DK','CH',46,6051.0,24498.0,0.0015057776031948673
'CA','GR',46,259814.0,11427.0,0.00016959088043474253
'MY','GR',46,45204.0,11427.0,0.0008122759619289789
'AR','ZA',45,4849.0,80877.0,0.0005249282598044934
'CN','PH',45,18011.0,18017.0,0.0012490285333629399
'CN','DK',45,18011.0,6051.0,0.0018701687307788213
'PH','HK',45,18017.0,78856.0,0.0004645257192406553
'TR','LB',45,22031.0,4512.0,0.001695362242399126
'US','SR',45,1617816.0,83.0,2.7813849937480645e-05
'ID','IN',45,36044.0,259796.0,0.00015210924824229314
'PL','AU',45,12346.0,119320.0,0.00034177388239940454
'JP','ES',45,40643.0,27634.0,0.000659079924425502
'IN','DK',45,259796.0,6051.0,0.00016927029456792817
'HK','EG',45,78856.0,5224.0,0.0005352045670789724
'VN','KE',45,2866.0,30837.0,0.0013351927128148829
'CA','LB',45,259814.0,4512.0,0.00017024431951453886
'KR','SG',45,24753.0,5384.0,0.0014931811394631185
'PK','JP',45,14986.0,40643.0,0.0008089305937550558
'CA','JM',45,259814.0,622.0,0.0001727871722803299
'CH','EG',45,24498.0,5224.0,0.001514030011439338
'ZA','ES',45,80877.0,27634.0,0.0004147045000046078
'AG','GB',45,1065.0,714016.0,6.292993381169406e-05
'SA','AU',45,11250.0,119320.0,0.00034464272037987287
'LB','CA',45,4512.0,259814.0,0.00017024431951453886
'KR','FR',45,24753.0,33733.0,0.0007694149027117601
'TR','FR',44,22031.0,33733.0,0.0007890395237070511
'KR','BN',44,24753.0,1288.0,0.0016896432548673245
'PT','DE',44,7427.0,86225.0,0.00046982445649852646
'LB','KW',44,4512.0,3949.0,0.005200330930150101
'ZW','AE',44,8357.0,4878.0,0.003324518322629392
'US','LV',44,1617816.0,92.0,2.7195613100374065e-05
'NL','KE',44,42375.0,30837.0,0.0006009943725072392
'EG','DE',44,5224.0,86225.0,0.00048114249472383514
'AU','CN',44,119320.0,18011.0,0.00032039379309842643
'CH','MY',44,24498.0,45204.0,0.0006312587874092565
'IL','NG',44,9907.0,70751.0,0.0005455131543058345
'US','BB',44,1617816.0,107.0,2.719536096588033e-05
'CA','SG',44,259814.0,5384.0,0.00016591377008876387
'BE','IQ',44,16868.0,2899.0,0.0022259321090706734
'PY','US',44,1056.0,1617816.0,2.7179418755775625e-05
'AU','KE',44,119320.0,30837.0,0.00029302663212504246
'TR','ES',43,22031.0,27634.0,0.0008658008658008658
'CN','SG',43,18011.0,5384.0,0.001837999572558239
'LB','MY',43,4512.0,45204.0,0.0008649127041596267
'CO','IN',43,53611.0,259796.0,0.0001372017855376555
'KE','AT',43,30837.0,12430.0,0.0009938290151847828
'CO','NL',43,53611.0,42375.0,0.0004479819973746171
'DK','SE',43,6051.0,14655.0,0.0020766927460639426
'PH','JP',43,18017.0,40643.0,0.0007330378452096829
'NL','PT',43,42375.0,7427.0,0.0008634191397935826
'EC','CA',43,1956.0,259814.0,0.00016426634068075028
'NL','CW',43,42375.0,357.0,0.0010062716465412337
'FR','AE',43,33733.0,4878.0,0.0011136722695604879
'RU','MY',43,4298.0,45204.0,0.0008686517716455901
'BR','AU',43,18534.0,119320.0,0.0003119242096711013
'PH','IN',42,18017.0,259796.0,0.00015118083027072167
'CN','SA',42,18011.0,11250.0,0.0014353576432794505
'DE','IQ',42,86225.0,2899.0,0.000471253534401508
'JP','TR',42,40643.0,22031.0,0.0006701343459807894
'GS','US',42,171.0,1617816.0,2.5958181369813233e-05
'HK','PE',42,78856.0,1401.0,0.0005233188382321791
'CU','BS',42,7869.0,1084.0,0.004691164972634871
'IT','IE',42,48194.0,11239.0,0.0007066781081217506
'GL','US',42,53.0,1617816.0,2.5960074641395565e-05
'HK','CH',42,78856.0,24498.0,0.0004063703388354587
'GB','KW',42,714016.0,3949.0,5.849867333365833e-05
'CL','AU',42,6002.0,119320.0,0.0003351366878919902
'ZA','FR',42,80877.0,33733.0,0.00036646016926969726
'KE','IT',42,30837.0,48194.0,0.0005314370310384532
'FR','CM',42,33733.0,850.0,0.001214469537055779
'MX','NG',42,55562.0,70751.0,0.0003325073428704884
'HR','CA',42,1582.0,259814.0,0.0001606757563237387
'FR','NO',41,33733.0,11559.0,0.0009052371279696193
'CA','PT',41,259814.0,7427.0,0.0001534195725955224
'AS','US',41,114.0,1617816.0,2.534102217030403e-05
'IT','CN',41,48194.0,18011.0,0.0006192885733705913
'CO','PT',41,53611.0,7427.0,0.0006717127035617157
'RU','IT',41,4298.0,48194.0,0.0007810714013563972
'AT','AU',41,12430.0,119320.0,0.0003111954459203036
'TH','ID',41,18117.0,36044.0,0.000757002271006813
'VE','CA',41,13215.0,259814.0,0.00015016719835621856
'CO','SV',41,53611.0,673.0,0.0007552870090634441
'IN','PG',41,259796.0,658.0,0.00015741743263685717
'CA','IQ',41,259814.0,2899.0,0.00015606384153049144
'NP','AU',41,2542.0,119320.0,0.00033644614399894966
'JP','NL',40,40643.0,42375.0,0.00048182321906092656
'ES','PH',40,27634.0,18017.0,0.0008762130073820945
'PK','HK',40,14986.0,78856.0,0.0004262483749280706
'US','LR',40,1617816.0,102.0,2.4723131827447372e-05
'PG','AU',40,658.0,119320.0,0.00033339445565020256
'IN','MC',40,259796.0,1245.0,0.0001532326339540532
'KR','IT',40,24753.0,48194.0,0.000548343317751244
'GR','IT',40,11427.0,48194.0,0.0006709045470555677
'MY','FR',40,45204.0,33733.0,0.0005067332176292486
'TH','PH',40,18117.0,18017.0,0.001106990645929042
'JE','GB',40,482.0,714016.0,5.598336174488942e-05
'US','UA',40,1617816.0,79.0,2.472348329156095e-05
'AU','MA',40,119320.0,1352.0,0.00033147706178732433
'MX','TH',39,55562.0,18117.0,0.0005293231449938245
'BD','DE',39,2288.0,86225.0,0.0004406132432524036
'CA','UG',39,259814.0,2749.0,0.00014853577998423235
'CL','CU',39,6002.0,7869.0,0.0028116213683223993
'FR','PT',39,33733.0,7427.0,0.0009475218658892129
'AT','CA',39,12430.0,259814.0,0.0001432538458147838
'US','ZM',39,1617816.0,126.0,2.4104695965615577e-05
'AT','IL',39,12430.0,9907.0,0.0017459820029547388
'IL','UY',39,9907.0,1073.0,0.003551912568306011
'PL','IT',39,12346.0,48194.0,0.0006442021803766105
'AU','UY',39,119320.0,1073.0,0.00032393909944930353
'AU','PT',39,119320.0,7427.0,0.0003076995905228526
'DE','AR',39,86225.0,4849.0,0.00042822320310955926
'BE','NZ',39,16868.0,9278.0,0.001491623957775568
'SE','MX',39,14655.0,55562.0,0.0005554210518820228
'IT','PA',38,48194.0,4481.0,0.0007214048410061699
'DE','VN',38,86225.0,2866.0,0.00042653017701002344
'LB','TN',38,4512.0,537.0,0.007526242820360468
'BD','AU',38,2288.0,119320.0,0.0003124794421419643
'LB','DE',38,4512.0,86225.0,0.0004187927747225498
'PG','US',38,658.0,1617816.0,2.3478906673817437e-05
'IN','IL',38,259796.0,9907.0,0.00014089572603938406
'IT','HK',38,48194.0,78856.0,0.00029909484454939
'VE','AR',38,13215.0,4849.0,0.002103631532329495
'KE','AE',38,30837.0,4878.0,0.0010639787204255915
'CN','LB',38,18011.0,4512.0,0.0016871642321182791
'CN','NZ',38,18011.0,9278.0,0.0013925024735241306
'JO','SA',38,780.0,11250.0,0.0031587697423108895
'US','ML',37,1617816.0,64.0,2.2869434074220586e-05
'ZA','MZ',37,80877.0,362.0,0.0004554462758034934
'RS','BE',37,2371.0,16868.0,0.0019231768802952336
'VN','AU',37,2866.0,119320.0,0.00030281701667948867
'NG','BD',37,70751.0,2288.0,0.0005065786771450869
'PL','AT',37,12346.0,12430.0,0.0014933806909912819
'CA','PA',37,259814.0,4481.0,0.0001399950812539019
'ES','CU',37,27634.0,7869.0,0.001042165450806974
'CA','KR',37,259814.0,24753.0,0.0001300221037576388
'IT','IL',37,48194.0,9907.0,0.0006368220856783877
'RU','KE',37,4298.0,30837.0,0.0010530809733883591
'VN','PH',37,2866.0,18017.0,0.0017717760858114255
'BD','ZA',37,2288.0,80877.0,0.0004448986953646366
'CO','JP',37,53611.0,40643.0,0.00039255628408343415
'NO','JP',37,11559.0,40643.0,0.0007087851040190031
'MY','PH',37,45204.0,18017.0,0.000585248572468009
'FJ','KE',37,2325.0,30837.0,0.0011157348772691635
'SI','BE',37,1989.0,16868.0,0.0019621360767884603
'HK','UM',36,78856.0,1161.0,0.0004499043953159954
'DK','ID',36,6051.0,36044.0,0.0008552084570614087
'ES','BR',36,27634.0,18534.0,0.0007797608733321782
'CL','VE',36,6002.0,13215.0,0.0018733413123796637
'DE','GH',36,86225.0,5350.0,0.0003931203931203931
'NZ','DE',36,9278.0,86225.0,0.0003769515093766688
'IE','ZA',36,11239.0,80877.0,0.0003908115853923314
'SA','GB',36,11250.0,714016.0,4.963696078404337e-05
'NG','BR',36,70751.0,18534.0,0.000403203225625805
'MX','SG',36,55562.0,5384.0,0.0005906868375283038
'ID','ZA',36,36044.0,80877.0,0.00030790020612208246
'PK','MX',36,14986.0,55562.0,0.0005102908657935023
'PL','JP',36,12346.0,40643.0,0.0006793862877200929
'CZ','GB',36,1659.0,714016.0,5.0302162294337515e-05
'GB','PA',36,714016.0,4481.0,5.0104593338594315e-05
'KE','PH',36,30837.0,18017.0,0.0007368895075121791
'IL','JP',36,9907.0,40643.0,0.000712166172106825
'VE','DE',36,13215.0,86225.0,0.00036202735317779567
'CN','VN',36,18011.0,2866.0,0.001724385687598793
'PK','ID',36,14986.0,36044.0,0.0007054673721340388
'ES','CH',36,27634.0,24498.0,0.0006905547456456687
'NL','TR',36,42375.0,22031.0,0.0005589541347079465
'DE','SI',36,86225.0,1989.0,0.0004080984877683814
'KE','NA',36,30837.0,629.0,0.0011440920358482172
'HK','IE',36,78856.0,11239.0,0.00039957822298684724
'ZA','CH',36,80877.0,24498.0,0.00034163701067615657
'IT','RS',36,48194.0,2371.0,0.000711954909522397
'HK','SA',36,78856.0,11250.0,0.0003995294431003485
'US','YT',35,1617816.0,94.0,2.1632847315363647e-05
'AU','FI',35,119320.0,1671.0,0.00028927771487135406
'PK','NG',35,14986.0,70751.0,0.0004082251536676114
'IT','ZA',35,48194.0,80877.0,0.0002711685816333646
'DE','LB',35,86225.0,4512.0,0.00038573018724445376
'IN','RU',35,259796.0,4298.0,0.00013252856937302627
'AU','PG',35,119320.0,658.0,0.0002917201486939272
'BR','JP',35,18534.0,40643.0,0.0005914460009801106
'IN','TJ',35,259796.0,89.0,0.0001346749523827847
'AU','RU',35,119320.0,4298.0,0.0002831302884693168
'HK','RU',35,78856.0,4298.0,0.00042090578925848426
'AE','NG',35,4878.0,70751.0,0.00046278543944783083
'GB','SI',35,714016.0,1989.0,4.888234020712146e-05
'AU','SG',35,119320.0,5384.0,0.00028066461380549143
'PS','DE',35,2687.0,86225.0,0.00039364765161058126
'GB','NA',34,714016.0,629.0,4.75760692371737e-05
'KR','SA',34,24753.0,11250.0,0.0009443657472988362
'NZ','MX',34,9278.0,55562.0,0.0005243676742751388
'AR','CA',34,4849.0,259814.0,0.00012846525581588662
'DK','AU',34,6051.0,119320.0,0.0002711950929640826
'CH','HK',34,24498.0,78856.0,0.0003289664647715618
'TH','CH',34,18117.0,24498.0,0.0007978411357503226
'ZA','MU',34,80877.0,550.0,0.0004175519176685866
'US','MM',34,1617816.0,183.0,2.101361002077257e-05
'HK','PL',34,78856.0,12346.0,0.000372798842130655
'VN','CA',34,2866.0,259814.0,0.00012943505405816963
'LB','JP',34,4512.0,40643.0,0.0007529620197098882
'ZW','GH',34,8357.0,5350.0,0.0024804844240169256
'CW','US',34,357.0,1617816.0,2.101135045511203e-05
'SA','NG',34,11250.0,70751.0,0.0004146290898891477
'CO','CH',34,53611.0,24498.0,0.0004352891472173501
'RU','PH',34,4298.0,18017.0,0.0015236388079766974
'IT','PR',34,48194.0,16266.0,0.0005274588892336333
'IN','MA',34,259796.0,1352.0,0.0001301943725397093
'NP','PK',34,2542.0,14986.0,0.0019397535371976267
'NZ','ZA',34,9278.0,80877.0,0.00037712827907492654
'BR','IT',33,18534.0,48194.0,0.0004945450185829038
'IL','CH',33,9907.0,24498.0,0.0009591629123673885
'FI','GB',33,1671.0,714016.0,4.610954229991603e-05
'SV','CO',33,673.0,53611.0,0.0006079139341242355
'CH','CO',33,24498.0,53611.0,0.00042248652524036923
'SI','IN',33,1989.0,259796.0,0.0001260576427220811
'GB','UM',33,714016.0,1161.0,4.614242348397669e-05
'DJ','GB',33,367.0,714016.0,4.6193708416913614e-05
'PK','KE',33,14986.0,30837.0,0.0007201623638784017
'US','GG',33,1617816.0,70.0,2.0396987179566424e-05
'FJ','CA',33,2325.0,259814.0,0.00012588741087743525
'FR','ZA',33,33733.0,80877.0,0.0002879329901404764
'ID','HK',33,36044.0,78856.0,0.00028720626631853783
'ID','TC',33,36044.0,286.0,0.0009083402146985962
'KR','AR',33,24753.0,4849.0,0.001114789541247213
'BR','NL',33,18534.0,42375.0,0.0005417918534206767
'PH','MX',33,18017.0,55562.0,0.00044849753326356705
'MY','IN',33,45204.0,259796.0,0.00010819672131147541
'NZ','JP',33,9278.0,40643.0,0.0006610444502313656
'AU','EG',33,119320.0,5224.0,0.0002649665981500514
'SE','FR',33,14655.0,33733.0,0.000681987269570968
'PH','DE',33,18017.0,86225.0,0.00031657105581243646
'CH','PY',33,24498.0,1056.0,0.0012913829537450105
'US','DZ',32,1617816.0,85.0,1.977871328344565e-05
'ZA','PR',32,80877.0,16266.0,0.000329411280277529
'LB','NL',32,4512.0,42375.0,0.0006824919487277923
'GB','SL',32,714016.0,109.0,4.481008226851042e-05
'AU','PR',32,119320.0,16266.0,0.0002360125676692284
'IN','SG',32,259796.0,5384.0,0.00012067275058450864
'SE','BE',32,14655.0,16868.0,0.0010151318085207626
'ID','QA',32,36044.0,865.0,0.0008669972093527324
'AU','SI',32,119320.0,1989.0,0.00026378916650866797
'QA','US',32,865.0,1617816.0,1.9769182439282353e-05
'SG','DE',32,5384.0,86225.0,0.0003493106572498335
'AU','CL',32,119320.0,6002.0,0.0002553422383938973
'GB','BW',32,714016.0,363.0,4.4794149884025145e-05
'US','LI',32,1617816.0,223.0,1.977702638811549e-05
'DE','IL',32,86225.0,9907.0,0.00033287562934298674
'CR','US',32,462.0,1617816.0,1.9774105561590777e-05
'RS','GB',32,2371.0,714016.0,4.466859393037562e-05
'NL','PL',32,42375.0,12346.0,0.000584784634783721
'IL','BD',32,9907.0,2288.0,0.0026240262402624026
'RS','IT',32,2371.0,48194.0,0.0006328488084643528
'SG','GB',32,5384.0,714016.0,4.448151237142063e-05
'NG','PT',31,70751.0,7427.0,0.00039653099337409503
'PH','CH',31,18017.0,24498.0,0.0007291544160884394
'NL','BR',31,42375.0,18534.0,0.0005089559835163933
'TR','AT',31,22031.0,12430.0,0.000899567627172746
'IE','MX',31,11239.0,55562.0,0.000464064909207946
'EG','GB',31,5224.0,714016.0,4.310105110950448e-05
'MX','HK',31,55562.0,78856.0,0.00023062387477867547
'ZA','UG',31,80877.0,2749.0,0.0003706981082438476
'CO','NZ',31,53611.0,9278.0,0.0004929319912862345
'SE','DK',31,14655.0,6051.0,0.0014971505843716798
'ES','UY',31,27634.0,1073.0,0.0010798759884348766
'US','SO',31,1617816.0,77.0,1.9160723236950776e-05
'ZW','CH',31,8357.0,24498.0,0.0009435397960736569
'AU','SN',31,119320.0,63.0,0.0002596684620088287
'CO','DK',31,53611.0,6051.0,0.0005195937112399853
'ES','TR',31,27634.0,22031.0,0.0006241820195308568
'UY','MX',30,1073.0,55562.0,0.0005297077778758718
'PK','ES',30,14986.0,27634.0,0.0007038948850305022
'IE','DE',30,11239.0,86225.0,0.00030780595912336864
'IN','TL',30,259796.0,80.0,0.00011543967122781635
'US','MK',30,1617816.0,70.0,1.8542715617787657e-05
'UG','NG',30,2749.0,70751.0,0.00040816326530612246
'AU','TR',30,119320.0,22031.0,0.00021223762124074114
'CH','TW',30,24498.0,6517.0,0.0009672738997259391
'KR','MU',30,24753.0,550.0,0.0011856301624313323
'KW','GB',30,3949.0,714016.0,4.17847666668988e-05
'CO','FR',30,53611.0,33733.0,0.0003434694999084081
'ZA','KR',30,80877.0,24753.0,0.00028401022436807724
'CN','NP',30,18011.0,2542.0,0.0014596409283316304
'PL','ES',30,12346.0,27634.0,0.0007503751875937969
'FR','MC',30,33733.0,1245.0,0.0008576819715249586
'UG','GB',30,2749.0,714016.0,4.1854722259038875e-05
'BR','TR',30,18534.0,22031.0,0.0007395538025391348
'HR','IT',30,1582.0,48194.0,0.0006027000964320154
'KR','ZW',30,24753.0,8357.0,0.000906070673512534
'ID','AE',30,36044.0,4878.0,0.0007331019989247837
'CO','TH',30,53611.0,18117.0,0.00041824670979254965
'NO','KE',29,11559.0,30837.0,0.0006840267949806586
'IL','ZW',29,9907.0,8357.0,0.0015878230398598335
'CZ','IN',29,1659.0,259796.0,0.00011091774875217533
'DK','KE',29,6051.0,30837.0,0.0007861635220125787
'IE','IN',29,11239.0,259796.0,0.00010699725127751028
'VE','BR',29,13215.0,18534.0,0.0009134145957352987
'BD','CH',29,2288.0,24498.0,0.0010826551183454043
'DE','NZ',29,86225.0,9278.0,0.00030365538255342764
'GH','CA',29,5350.0,259814.0,0.00010936627898206393
'PA','GB',29,4481.0,714016.0,4.0362033522756535e-05
'MZ','US',29,362.0,1617816.0,1.7921390601034003e-05
'FI','DE',29,1671.0,86225.0,0.0003299353781742059
'CA','IR',29,259814.0,875.0,0.00011124366582402786
'ID','IL',29,36044.0,9907.0,0.0006311070488128659
'KR','HR',29,24753.0,1582.0,0.001101196126827416
'BE','TN',29,16868.0,537.0,0.0016661878770468255
'CH','CN',29,24498.0,18011.0,0.0006822084734997295
'SE','IQ',29,14655.0,2899.0,0.0016520451179218411
'ZA','PT',29,80877.0,7427.0,0.0003284109440115963
'CL','CA',29,6002.0,259814.0,0.00010909802269238872
'ZW','CN',29,8357.0,18011.0,0.0010998179611650485
'ZA','BE',29,80877.0,16868.0,0.000296690367793749
'DE','PY',29,86225.0,1056.0,0.0003322601711712744
'CU','DO',29,7869.0,1997.0,0.0029393877964727345
'IN','GH',29,259796.0,5350.0,0.0001093737035444623
'US','BZ',29,1617816.0,31.0,1.7925057190204018e-05
'HK','FI',29,78856.0,1671.0,0.00036012765904603423
'TR','UG',29,22031.0,2749.0,0.0011702986279257465
'CH','NO',28,24498.0,11559.0,0.0007765482430596001
'PF','US',28,183.0,1617816.0,1.7305325899459764e-05
'MA','MY',28,1352.0,45204.0,0.0006014262393676433
'PK','SG',28,14986.0,5384.0,0.0013745704467353953
'NG','PA',28,70751.0,4481.0,0.0003721820501914079
'HK','NO',28,78856.0,11559.0,0.0003096831277995908
'CN','RU',28,18011.0,4298.0,0.0012550988390335738
'SE','ES',28,14655.0,27634.0,0.0006621107143701672
'GR','SI',28,11427.0,1989.0,0.0020870602265951103
'MX','GH',28,55562.0,5350.0,0.00045967953769372207
'CA','CR',28,259814.0,462.0,0.00010757810939156896
'NG','AR',28,70751.0,4849.0,0.00037037037037037035
'IL','DO',28,9907.0,1997.0,0.0023521505376344087
'ZW','NA',28,8357.0,629.0,0.0031159581571333183
'VE','IN',28,13215.0,259796.0,0.00010255997011109442
'US','BG',28,1617816.0,51.0,1.7306737822083025e-05
'DK','NO',28,6051.0,11559.0,0.0015900056785917093
'US','NI',28,1617816.0,33.0,1.7306930374837206e-05
'CN','AR',28,18011.0,4849.0,0.0012248468941382328
'FJ','NZ',28,2325.0,9278.0,0.0024131690080151686
'US','AQ',28,1617816.0,103.0,1.7306181582637944e-05
'PK','NL',28,14986.0,42375.0,0.0004881365387632712
'HK','RO',28,78856.0,1082.0,0.00035027146038179587
'AU','VU',28,119320.0,119.0,0.00023442929026532371
'EC','IN',28,1956.0,259796.0,0.00010697148445857147
'DE','SA',28,86225.0,11250.0,0.00028725314183123877
'PG','FJ',27,658.0,2325.0,0.009051290646999664
'IT','EG',27,48194.0,5224.0,0.000505447601931933
'SY','IN',27,128.0,259796.0,0.0001038765177513427
'US','IO',27,1617816.0,53.0,1.668861941232572e-05
'PL','IE',27,12346.0,11239.0,0.0011447954208183167
'PT','IN',27,7427.0,259796.0,0.00010103920695449119
'CA','SI',27,259814.0,1989.0,0.00010313098016447481
'SE','TH',27,14655.0,18117.0,0.0008238740388136214
'PL','NG',27,12346.0,70751.0,0.0003249214773096502
'KE','BE',27,30837.0,16868.0,0.0005659784089718059
'CA','NP',27,259814.0,2542.0,0.00010291359831679092
'IQ','SA',27,2899.0,11250.0,0.0019082620679906708
