Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
GB,GB,538.0,1429.0,1429.0,729.0,700.0,76.85714285714286,73.7997256515775,4.0248731173712105e-06,0.18824352694191743,0.37648705388383485
US,US,3130.0,6953.0,6953.0,3496.0,3457.0,90.54093144344807,89.53089244851259,4.767859719318444e-06,0.2250826981159212,0.4501653962318424
IE,IE,8.0,28.0,28.0,16.0,12.0,66.66666666666666,50.0,8.09479981964786e-07,0.14285714285714285,0.2857142857142857
TR,TR,4.0,10.0,10.0,5.0,5.0,80.0,80.0,2.39723028806977e-08,0.2,0.4
IL,IL,5.0,20.0,20.0,12.0,8.0,62.5,41.66666666666667,2.761424011134062e-07,0.125,0.25
AU,AU,136.0,354.0,354.0,167.0,187.0,72.72727272727273,81.437125748503,2.680932698062675e-06,0.192090395480226,0.384180790960452
CA,CA,139.0,450.0,450.0,207.0,243.0,57.20164609053497,67.14975845410628,1.8489322828418391e-06,0.15444444444444444,0.3088888888888889
US,GB,121.0,6953.0,1429.0,3496.0,700.0,17.285714285714285,3.4610983981693364,3.062717922504874e-07,0.014435695538057743,0.028836987607244995
IN,IN,36.0,94.0,94.0,49.0,45.0,80.0,73.46938775510205,1.317313094572101e-08,0.19148936170212766,0.3829787234042553
FI,FI,13.0,28.0,28.0,14.0,14.0,92.85714285714286,92.85714285714286,1.1774692526548308e-06,0.23214285714285715,0.4642857142857143
DE,DE,16.0,52.0,52.0,29.0,23.0,69.56521739130434,55.172413793103445,9.623157281159269e-08,0.15384615384615385,0.3076923076923077
UA,UA,11.0,24.0,24.0,11.0,13.0,84.61538461538461,100.0,1.2391530456523133e-07,0.22916666666666666,0.4583333333333333
ZA,ZA,89.0,226.0,226.0,111.0,115.0,77.39130434782608,80.18018018018019,7.599268216086301e-07,0.19690265486725664,0.3938053097345133
US,ZA,22.0,6953.0,226.0,3496.0,115.0,19.130434782608695,0.6292906178489702,5.687726351634069e-08,0.003064493662069926,0.006092495153697037
US,AU,36.0,6953.0,354.0,3496.0,187.0,19.25133689839572,1.0297482837528604,1.0180885201384838e-07,0.004926782537293006,0.00977464023893565
NO,NO,5.0,12.0,12.0,7.0,5.0,100.0,71.42857142857143,4.674735634350406e-07,0.20833333333333334,0.4166666666666667
NL,NL,20.0,54.0,54.0,21.0,33.0,60.60606060606061,95.23809523809523,5.769391646497836e-07,0.18518518518518517,0.37037037037037035
PL,PL,4.0,13.0,13.0,8.0,5.0,80.0,50.0,5.26719506114081e-08,0.15384615384615385,0.3076923076923077
CA,US,57.0,450.0,6953.0,207.0,3457.0,1.6488284639861153,27.536231884057973,1.5581059319867353e-07,0.007699581250844252,0.015556768558951965
KE,KE,13.0,39.0,39.0,18.0,21.0,61.904761904761905,72.22222222222221,1.2363532046550867e-07,0.16666666666666666,0.3333333333333333
IT,IT,3.0,20.0,20.0,11.0,9.0,33.33333333333333,27.27272727272727,2.4876696167774808e-08,0.075,0.15
CO,CO,2.0,7.0,7.0,4.0,3.0,66.66666666666666,50.0,1.9865138356814952e-08,0.14285714285714285,0.2857142857142857
JP,JP,6.0,14.0,14.0,7.0,7.0,85.71428571428571,85.71428571428571,2.3759566304281273e-08,0.21428571428571427,0.42857142857142855
ZA,US,18.0,226.0,6953.0,111.0,3457.0,0.5206826728377205,16.216216216216218,4.6535942877006024e-08,0.0025073129962390303,0.005044843049327354
GR,GR,2.0,6.0,6.0,3.0,3.0,66.66666666666666,66.66666666666666,9.331559839280679e-08,0.16666666666666666,0.3333333333333333
US,MY,1.0,6953.0,3.0,3496.0,2.0,50.0,0.028604118993135013,2.776317897283456e-09,0.0001437607820586544,0.0002858776443682104
US,UA,2.0,6953.0,24.0,3496.0,13.0,15.384615384615385,0.057208237986270026,5.367331038659764e-09,0.00028665615594094884,0.0005699629524080935
PK,PK,4.0,8.0,8.0,4.0,4.0,100.0,100.0,9.235089064445675e-09,0.25,0.5
US,HK,1.0,6953.0,20.0,3496.0,9.0,11.11111111111111,0.028604118993135013,2.978433848521078e-09,0.0001434102968593145,0.0002853067047075606
NG,NG,23.0,57.0,57.0,26.0,31.0,74.19354838709677,88.46153846153845,5.7224293639367e-08,0.20175438596491227,0.40350877192982454
MX,MX,11.0,43.0,43.0,23.0,20.0,55.00000000000001,47.82608695652174,4.311171619754757e-08,0.12790697674418605,0.2558139534883721
GB,US,141.0,1429.0,6953.0,729.0,3457.0,4.078680937228811,19.34156378600823,3.568952289861051e-07,0.016821760916249106,0.03368370759675107
US,CA,82.0,6953.0,450.0,3496.0,243.0,33.744855967078195,2.345537757437071,2.2414857267177594e-07,0.011076590571389978,0.02193099759293929
NZ,NZ,8.0,23.0,23.0,11.0,12.0,66.66666666666666,72.72727272727273,8.135041692088672e-07,0.17391304347826086,0.34782608695652173
RO,RO,8.0,18.0,18.0,8.0,10.0,80.0,100.0,2.0664845955972306e-07,0.2222222222222222,0.4444444444444444
ES,ES,8.0,25.0,25.0,10.0,15.0,53.333333333333336,80.0,8.496757669136299e-08,0.16,0.32
CH,CH,3.0,22.0,22.0,13.0,9.0,33.33333333333333,23.076923076923077,1.749305409132214e-07,0.06818181818181818,0.13636363636363635
SI,SI,2.0,5.0,5.0,2.0,3.0,66.66666666666666,100.0,4.789395894338264e-07,0.2,0.4
BE,BE,2.0,9.0,9.0,5.0,4.0,50.0,40.0,8.707725624790199e-08,0.1111111111111111,0.2222222222222222
HK,HK,6.0,20.0,20.0,11.0,9.0,66.66666666666666,54.54545454545454,3.996057223539441e-07,0.15,0.3
US,PR,1.0,6953.0,6.0,3496.0,3.0,33.33333333333333,0.028604118993135013,3.0171990878029584e-09,0.00014369880729989942,0.0002857959416976279
FR,FR,18.0,50.0,50.0,24.0,26.0,69.23076923076923,75.0,1.3420839793541556e-07,0.18,0.36
GB,AU,9.0,1429.0,354.0,729.0,187.0,4.81283422459893,1.2345679012345678,9.761524651233739e-08,0.005047672462142457,0.009825327510917031
US,NL,10.0,6953.0,54.0,3496.0,33.0,30.303030303030305,0.2860411899313501,2.893749842670438e-08,0.0014271442842871413,0.0028336639274582033
CH,ES,1.0,22.0,25.0,13.0,15.0,6.666666666666667,7.6923076923076925,1.7968931107172043e-08,0.02127659574468085,0.03571428571428571
GB,CA,10.0,1429.0,450.0,729.0,243.0,4.11522633744856,1.3717421124828533,9.576373141540796e-08,0.005321979776476849,0.0102880658436214
SG,US,2.0,3.0,6953.0,3.0,3457.0,0.05785363031530228,66.66666666666666,5.989044384843871e-09,0.0002875215641173088,0.0005780346820809249
PT,PT,1.0,11.0,11.0,4.0,7.0,14.285714285714285,25.0,4.868825562346918e-08,0.045454545454545456,0.09090909090909091
US,FR,3.0,6953.0,50.0,3496.0,26.0,11.538461538461538,0.08581235697940504,7.589184107307421e-09,0.0004283878337855205,0.0008517887563884157
SE,SE,10.0,32.0,32.0,11.0,21.0,47.61904761904761,90.9090909090909,4.86123459997338e-07,0.15625,0.3125
US,SE,6.0,6953.0,32.0,3496.0,21.0,28.57142857142857,0.17162471395881007,1.7723950743297594e-08,0.0008589835361488905,0.0017059994313335229
CU,CU,1.0,3.0,3.0,1.0,2.0,50.0,100.0,4.411706445406059e-08,0.16666666666666666,0.3333333333333333
