Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
CH,CH,5.0,25.0,25.0,12.0,13.0,38.46153846153847,41.66666666666667,2.9155090152203564e-07,0.1,0.2
US,US,2285.0,5251.0,5251.0,2629.0,2622.0,87.14721586575133,86.91517687333587,3.480689922889024e-06,0.21757760426585412,0.43515520853170825
CA,CA,177.0,545.0,545.0,279.0,266.0,66.54135338345864,63.44086021505376,2.3543957846259394e-06,0.16238532110091744,0.3247706422018349
GB,GB,549.0,1475.0,1475.0,754.0,721.0,76.14424410540916,72.81167108753316,4.107166062150176e-06,0.18610169491525425,0.3722033898305085
ID,ID,2.0,5.0,5.0,2.0,3.0,66.66666666666666,100.0,3.6951423599413933e-09,0.2,0.4
IN,IN,52.0,135.0,135.0,70.0,65.0,80.0,74.28571428571429,1.9027855810485904e-08,0.1925925925925926,0.3851851851851852
JP,JP,9.0,37.0,37.0,11.0,26.0,34.61538461538461,81.81818181818183,3.563934945642191e-08,0.12162162162162163,0.24324324324324326
AU,AU,109.0,296.0,296.0,150.0,146.0,74.65753424657534,72.66666666666667,2.1486887065355266e-06,0.18412162162162163,0.36824324324324326
FI,FI,7.0,14.0,14.0,7.0,7.0,100.0,100.0,6.340219052756781e-07,0.25,0.5
CN,NZ,1.0,7.0,29.0,6.0,16.0,6.25,16.666666666666664,7.129453769769975e-10,0.027777777777777776,0.045454545454545456
DE,DE,10.0,45.0,45.0,24.0,21.0,47.61904761904761,41.66666666666667,6.014473300724543e-08,0.1111111111111111,0.2222222222222222
ZA,ZA,167.0,383.0,383.0,188.0,195.0,85.64102564102564,88.82978723404256,1.425930103467879e-06,0.21801566579634465,0.4360313315926893
UA,UA,8.0,17.0,17.0,8.0,9.0,88.88888888888889,100.0,9.012022150198642e-08,0.23529411764705882,0.47058823529411764
NZ,NZ,9.0,29.0,29.0,13.0,16.0,56.25,69.23076923076923,9.151921903599756e-07,0.15517241379310345,0.3103448275862069
US,GB,118.0,5251.0,1475.0,2629.0,721.0,16.36615811373093,4.488398630658045,2.986782767401447e-07,0.017543859649122806,0.03522388059701492
CO,CO,3.0,8.0,8.0,3.0,5.0,60.0,100.0,2.979770753522243e-08,0.1875,0.375
NG,NG,19.0,55.0,55.0,25.0,30.0,63.33333333333333,76.0,4.7272242571651e-08,0.17272727272727273,0.34545454545454546
PK,PK,3.0,9.0,9.0,3.0,6.0,50.0,100.0,6.926316798334256e-09,0.16666666666666666,0.3333333333333333
ES,ES,3.0,21.0,21.0,13.0,8.0,37.5,23.076923076923077,3.186284125926112e-08,0.07142857142857142,0.14285714285714285
NL,NL,18.0,69.0,69.0,27.0,42.0,42.857142857142854,66.66666666666666,5.192452481848052e-07,0.13043478260869565,0.2608695652173913
GB,HK,2.0,1475.0,10.0,754.0,7.0,28.57142857142857,0.2652519893899204,2.6902763525851977e-08,0.0013468013468013469,0.002628120893561104
MX,MX,9.0,34.0,34.0,15.0,19.0,47.368421052631575,60.0,3.5273222343448016e-08,0.1323529411764706,0.2647058823529412
IL,IL,6.0,21.0,21.0,10.0,11.0,54.54545454545454,60.0,3.313708813360874e-07,0.14285714285714285,0.2857142857142857
GB,US,148.0,1475.0,5251.0,754.0,2622.0,5.644546147978642,19.628647214854112,3.7461343184357133e-07,0.02200416294974725,0.04383886255924171
KE,KE,15.0,40.0,40.0,20.0,20.0,75.0,75.0,1.4265613899866384e-07,0.1875,0.375
