Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
CH,CH,140.0,545.0,545.0,281.0,264.0,53.03030303030303,49.8220640569395,8.163425242616998e-06,0.12844036697247707,0.25688073394495414
GB,GB,8383.0,23406.0,23406.0,11792.0,11614.0,72.18012743240917,71.09056987788331,6.271470509836962e-05,0.17907801418439717,0.35815602836879434
US,US,67184.0,147630.0,147630.0,74433.0,73197.0,91.78518245283277,90.26104013004984,0.0001023399001222653,0.22754182754182753,0.45508365508365506
PL,PL,29.0,146.0,146.0,58.0,88.0,32.95454545454545,50.0,3.8187164193270873e-07,0.09931506849315068,0.19863013698630136
IE,IE,113.0,439.0,439.0,226.0,213.0,53.051643192488264,50.0,1.1433904745252603e-05,0.12870159453302962,0.25740318906605925
CN,CN,17.0,129.0,129.0,69.0,60.0,28.333333333333332,24.637681159420293,6.08135421026461e-09,0.06589147286821706,0.13178294573643412
CA,CA,3335.0,9969.0,9969.0,4803.0,5166.0,64.55671699574138,69.43576931084738,4.436107311710456e-05,0.16726853245059686,0.3345370649011937
IL,IL,55.0,226.0,226.0,121.0,105.0,52.38095238095239,45.45454545454545,3.037566412247468e-06,0.12168141592920353,0.24336283185840707
AU,AU,1601.0,4675.0,4675.0,2240.0,2435.0,65.74948665297742,71.47321428571428,3.156009742351723e-05,0.17122994652406417,0.34245989304812835
DE,US,145.0,781.0,147630.0,384.0,73197.0,0.19809555036408594,37.76041666666667,3.5247874551949075e-07,0.000977016528424443,0.001970617414821761
FR,US,57.0,678.0,147630.0,289.0,73197.0,0.07787204393622689,19.72318339100346,1.44194498038841e-07,0.00038433530220891655,0.0007756579484527665
US,GB,2464.0,147630.0,23406.0,74433.0,11614.0,21.215774065782675,3.310359652304757,6.236807405828106e-06,0.014406323814869384,0.02863551314979023
US,CA,1565.0,147630.0,9969.0,74433.0,5166.0,30.294231513743707,2.102562035656228,4.277957515016212e-06,0.009930266054987659,0.019661051018228872
HK,HK,41.0,209.0,209.0,108.0,101.0,40.5940594059406,37.96296296296296,2.7306391027519513e-06,0.09808612440191387,0.19617224880382775
GB,US,2449.0,23406.0,147630.0,11792.0,73197.0,3.3457655368389414,20.76831750339213,6.198839828276393e-06,0.014318622979957436,0.028815493769781972
DK,DK,18.0,89.0,89.0,29.0,60.0,30.0,62.06896551724138,1.5467763205044278e-06,0.10112359550561797,0.20224719101123595
IN,IN,785.0,2094.0,2094.0,1068.0,1026.0,76.51072124756335,73.50187265917603,2.8724743867752763e-07,0.18744030563514805,0.3748806112702961
NG,US,138.0,2296.0,147630.0,1136.0,73197.0,0.18853231689823355,12.147887323943662,2.607694366549863e-07,0.0009204540906847378,0.001856510567311961
ZA,US,292.0,3820.0,147630.0,1930.0,73197.0,0.39892345314698696,15.129533678756477,7.54916406671431e-07,0.0019280290524925719,0.003886751767007867
