Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
BE,AU,1.0,3.0,186.0,2.0,98.0,1.0204081632653061,50.0,2.713824837044317e-08,0.005291005291005291,0.01
US,BE,1.0,3592.0,3.0,1804.0,1.0,100.0,0.05543237250554324,2.943569609996278e-09,0.0002781641168289291,0.000554016620498615
US,SK,1.0,3592.0,3.0,1804.0,3.0,33.33333333333333,0.05543237250554324,2.9967611365247777e-09,0.0002781641168289291,0.0005534034311012728
AG,GB,1.0,1.0,637.0,1.0,313.0,0.3194888178913738,100.0,1.4940643140602076e-08,0.001567398119122257,0.0031847133757961785
IN,US,1.0,29.0,3592.0,13.0,1788.0,0.05592841163310962,7.6923076923076925,5.900898155468163e-10,0.00027616680475006904,0.000555247084952804
GB,ES,1.0,637.0,11.0,324.0,8.0,12.5,0.30864197530864196,8.778769101745635e-09,0.0015432098765432098,0.0030120481927710845
US,NG,1.0,3592.0,30.0,1804.0,14.0,7.142857142857142,0.05543237250554324,1.8896335989491764e-09,0.0002760905577029266,0.00055005500550055
PA,US,1.0,5.0,3592.0,2.0,1788.0,0.05592841163310962,50.0,3.007645778440414e-09,0.00027800945232137893,0.0005586592178770949
US,HU,1.0,3592.0,1.0,1804.0,1.0,100.0,0.05543237250554324,2.9584969737179436e-09,0.00027831895352073476,0.000554016620498615
PL,PL,1.0,3.0,3.0,2.0,1.0,100.0,50.0,1.3167987652852026e-08,0.16666666666666666,0.3333333333333333
DE,US,3.0,28.0,3592.0,15.0,1788.0,0.16778523489932887,20.0,7.292663700403256e-09,0.0008287292817679558,0.0016638935108153079
AU,DE,1.0,186.0,28.0,88.0,13.0,7.6923076923076925,1.1363636363636365,9.216835700668367e-09,0.004672897196261682,0.009900990099009901
AU,GB,1.0,186.0,637.0,88.0,313.0,0.3194888178913738,1.1363636363636365,1.0846138501370821e-08,0.001215066828675577,0.0024937655860349127
NL,US,1.0,15.0,3592.0,5.0,1788.0,0.05592841163310962,20.0,2.8937498426704384e-09,0.0002772387025228722,0.0005577244841048522
US,CH,1.0,3592.0,7.0,1804.0,2.0,50.0,0.05543237250554324,2.9689945964446796e-09,0.0002778549597110308,0.0005537098560354374
MX,IT,1.0,32.0,11.0,16.0,4.0,25.0,6.25,5.322746744907495e-09,0.023255813953488372,0.05
US,CO,1.0,3592.0,2.0,1804.0,1.0,100.0,0.05543237250554324,2.6414568420581508e-09,0.0002782415136338342,0.000554016620498615
BS,GB,1.0,1.0,637.0,1.0,313.0,0.3194888178913738,100.0,1.4875664657713114e-08,0.001567398119122257,0.0031847133757961785
EC,US,1.0,4.0,3592.0,3.0,1788.0,0.05592841163310962,33.33333333333333,2.8934081319843165e-09,0.00027808676307007786,0.0005583472920156337
SG,CA,1.0,1.0,238.0,1.0,131.0,0.7633587786259541,100.0,2.3098512545876243e-08,0.0041841004184100415,0.007575757575757576
AU,CA,1.0,186.0,238.0,88.0,131.0,0.7633587786259541,1.1363636363636365,1.5884722913803347e-08,0.0023584905660377358,0.0045662100456621
GB,AR,1.0,637.0,1.0,324.0,1.0,100.0,0.30864197530864196,8.946695116322111e-09,0.001567398119122257,0.003076923076923077
CO,US,1.0,2.0,3592.0,1.0,1788.0,0.05592841163310962,100.0,2.6414568420581508e-09,0.0002782415136338342,0.0005589714924538849
BE,TR,1.0,3.0,8.0,2.0,4.0,25.0,50.0,1.0535890141009193e-08,0.09090909090909091,0.16666666666666666
US,ZW,2.0,3592.0,3.0,1804.0,2.0,100.0,0.11086474501108648,5.83285956660611e-09,0.0005563282336578582,0.0011074197120708748
KR,NL,1.0,1.0,15.0,1.0,10.0,10.0,100.0,1.4483948222318409e-08,0.0625,0.09090909090909091
PH,US,1.0,3.0,3592.0,2.0,1788.0,0.05592841163310962,50.0,2.291706046770448e-09,0.0002781641168289291,0.0005586592178770949
AU,NZ,1.0,186.0,17.0,88.0,9.0,11.11111111111111,1.1363636363636365,3.30236736479043e-08,0.0049261083743842365,0.010309278350515464
IL,SI,1.0,12.0,5.0,7.0,3.0,33.33333333333333,14.285714285714285,8.97565676226878e-08,0.058823529411764705,0.1
LB,US,1.0,2.0,3592.0,1.0,1788.0,0.05592841163310962,100.0,2.9842262514290118e-09,0.0002782415136338342,0.0005589714924538849
