Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
ZA,ZA,22.0,53.0,53.0,23.0,30.0,73.33333333333333,95.65217391304348,1.878470794987625e-07,0.20754716981132076,0.41509433962264153
GB,CA,3.0,319.0,128.0,160.0,67.0,4.477611940298507,1.875,2.8729119424622388e-08,0.006711409395973154,0.013215859030837005
US,GB,29.0,1729.0,319.0,882.0,159.0,18.238993710691823,3.2879818594104306,7.340398326664572e-08,0.01416015625,0.027857829010566763
US,AU,14.0,1729.0,75.0,882.0,40.0,35.0,1.5873015873015872,3.959233133871881e-08,0.007760532150776054,0.015184381778741865
US,SK,1.0,1729.0,1.0,882.0,1.0,100.0,0.11337868480725624,2.9967611365247777e-09,0.0005780346820809249,0.0011325028312570782
HK,HK,1.0,5.0,5.0,3.0,2.0,50.0,33.33333333333333,6.660095372565735e-08,0.1,0.2
SG,SG,1.0,2.0,2.0,1.0,1.0,100.0,100.0,8.766440802241544e-08,0.25,0.5
FR,GB,3.0,6.0,319.0,4.0,159.0,1.8867924528301887,75.0,2.2405734816537214e-08,0.009230769230769232,0.018404907975460124
CA,US,11.0,128.0,1729.0,61.0,847.0,1.2987012987012987,18.0327868852459,3.006871096816507e-08,0.0059235325794291865,0.012114537444933921
PL,PL,1.0,2.0,2.0,1.0,1.0,100.0,100.0,1.3167987652852026e-08,0.25,0.5
CA,GB,3.0,128.0,319.0,61.0,159.0,1.8867924528301887,4.918032786885246,2.8729119424622388e-08,0.006711409395973154,0.013636363636363636
US,CA,18.0,1729.0,128.0,882.0,67.0,26.865671641791046,2.0408163265306123,4.920334522063375e-08,0.009693053311793215,0.018967334035827187
HU,HU,1.0,2.0,2.0,1.0,1.0,100.0,100.0,5.1177339820299986e-08,0.25,0.5
MX,US,1.0,9.0,1729.0,3.0,847.0,0.11806375442739078,33.33333333333333,2.1938722637882524e-09,0.0005753739930955121,0.001176470588235294
US,CN,2.0,1729.0,5.0,882.0,2.0,100.0,0.22675736961451248,1.1587790833119187e-09,0.0011534025374855825,0.0022624434389140274
IT,IT,1.0,6.0,6.0,2.0,4.0,25.0,50.0,8.292232055924935e-09,0.08333333333333333,0.16666666666666666
GB,LB,1.0,319.0,4.0,160.0,2.0,50.0,0.625,1.3570340598450392e-08,0.0030959752321981426,0.006172839506172839
KE,US,1.0,4.0,1729.0,2.0,847.0,0.11806375442739078,50.0,2.62595735315011e-09,0.0005770340450086555,0.001177856301531213
US,IN,7.0,1729.0,93.0,882.0,50.0,14.000000000000002,0.7936507936507936,4.130628708827714e-09,0.0038419319429198683,0.0075107296137339056
GB,IT,1.0,319.0,6.0,160.0,4.0,25.0,0.625,7.8658525414896e-09,0.003076923076923077,0.006097560975609756
US,NL,4.0,1729.0,14.0,882.0,8.0,50.0,0.45351473922902497,1.1574999370681754e-08,0.002294893861158921,0.0044943820224719105
AU,HK,1.0,75.0,5.0,35.0,2.0,50.0,2.857142857142857,3.042129816988208e-08,0.0125,0.02702702702702703
PA,PA,1.0,3.0,3.0,1.0,2.0,50.0,100.0,1.1774571588100053e-07,0.16666666666666666,0.3333333333333333
AU,US,6.0,75.0,1729.0,35.0,847.0,0.7083825265643447,17.142857142857142,1.6968142002308065e-08,0.0033259423503325942,0.006802721088435374
GB,PF,1.0,319.0,1.0,160.0,1.0,100.0,0.625,1.4900089239614473e-08,0.003125,0.006211180124223602
CH,AU,1.0,8.0,75.0,5.0,40.0,2.5,20.0,2.9464507040087258e-08,0.012048192771084338,0.022222222222222223
CN,US,1.0,5.0,1729.0,3.0,847.0,0.11806375442739078,33.33333333333333,5.793895416559594e-10,0.0005767012687427913,0.001176470588235294
US,MX,3.0,1729.0,9.0,882.0,6.0,50.0,0.3401360544217687,6.581616791364757e-09,0.0017261219792865361,0.0033783783783783786
LB,LB,1.0,4.0,4.0,2.0,2.0,50.0,50.0,7.29318744819102e-08,0.125,0.25
GB,NG,1.0,319.0,30.0,160.0,15.0,6.666666666666667,0.625,3.734157779607648e-09,0.0028653295128939827,0.005714285714285714
US,SE,2.0,1729.0,7.0,882.0,5.0,40.0,0.22675736961451248,5.907983581099198e-09,0.001152073732718894,0.002254791431792559
GB,ZA,1.0,319.0,53.0,160.0,30.0,3.3333333333333335,0.625,7.974947499923739e-09,0.002688172043010753,0.005263157894736842
SD,US,1.0,1.0,1729.0,1.0,847.0,0.11806375442739078,100.0,2.695034520980158e-09,0.0005780346820809249,0.0011792452830188679
DE,GB,2.0,25.0,319.0,15.0,159.0,1.257861635220126,13.333333333333334,1.3336249170852049e-08,0.005813953488372093,0.011494252873563218
HK,US,2.0,5.0,1729.0,3.0,847.0,0.23612750885478156,66.66666666666666,5.956867697042156e-09,0.0011534025374855825,0.002352941176470588
GB,MX,1.0,319.0,9.0,160.0,6.0,16.666666666666664,0.625,5.14377007092652e-09,0.003048780487804878,0.006024096385542169
GB,PA,1.0,319.0,3.0,160.0,2.0,50.0,0.625,1.4068487988127997e-08,0.003105590062111801,0.006172839506172839
US,JM,1.0,1729.0,1.0,882.0,1.0,100.0,0.11337868480725624,3.0194348764088843e-09,0.0005780346820809249,0.0011325028312570782
FR,FR,1.0,6.0,6.0,4.0,2.0,50.0,25.0,7.456022107523086e-09,0.08333333333333333,0.16666666666666666
AT,US,1.0,1.0,1729.0,1.0,847.0,0.11806375442739078,100.0,2.9663328049206953e-09,0.0005780346820809249,0.0011792452830188679
US,ES,1.0,1729.0,6.0,882.0,4.0,25.0,0.11337868480725624,2.6644192893895706e-09,0.0005763688760806917,0.001128668171557562
GB,DE,2.0,319.0,25.0,160.0,10.0,20.0,1.25,1.3336249170852049e-08,0.005813953488372093,0.011764705882352941
CA,KY,1.0,128.0,1.0,61.0,1.0,100.0,1.639344262295082,2.655745532836833e-08,0.007751937984496124,0.016129032258064516
ZA,US,1.0,53.0,1729.0,23.0,847.0,0.11806375442739078,4.3478260869565215,2.5853301598336677e-09,0.0005611672278338945,0.0011494252873563218
GB,JP,1.0,319.0,1.0,160.0,1.0,100.0,0.625,5.17868171229755e-09,0.003125,0.006211180124223602
AU,GB,3.0,75.0,319.0,35.0,159.0,1.8867924528301887,8.571428571428571,3.2538415504112466e-08,0.007614213197969543,0.015463917525773196
CN,GB,1.0,5.0,319.0,3.0,159.0,0.628930817610063,33.33333333333333,6.828038689483473e-10,0.0030864197530864196,0.006172839506172839
GB,IN,1.0,319.0,93.0,160.0,50.0,2.0,0.625,6.977139324162707e-10,0.0024271844660194173,0.004761904761904762
US,IT,2.0,1729.0,6.0,882.0,4.0,50.0,0.22675736961451248,5.147515981615121e-09,0.0011527377521613833,0.002257336343115124
AU,CZ,1.0,75.0,1.0,35.0,1.0,100.0,2.857142857142857,2.7751555641203024e-08,0.013157894736842105,0.027777777777777776
NG,US,1.0,30.0,1729.0,15.0,847.0,0.11806375442739078,6.666666666666667,1.8896335989491764e-09,0.0005685048322910744,0.001160092807424594
CN,IE,1.0,5.0,3.0,3.0,2.0,50.0,33.33333333333333,7.12932952525615e-10,0.125,0.2
US,CO,1.0,1729.0,4.0,882.0,2.0,50.0,0.11337868480725624,2.6414568420581508e-09,0.0005770340450086555,0.0011312217194570137
CH,US,1.0,8.0,1729.0,5.0,847.0,0.11806375442739078,20.0,2.9689945964446796e-09,0.0005757052389176742,0.0011737089201877935
NG,CA,1.0,30.0,128.0,15.0,67.0,1.4925373134328357,6.666666666666667,4.191943017610676e-09,0.006329113924050633,0.012195121951219513
CA,AU,1.0,128.0,75.0,61.0,40.0,2.5,1.639344262295082,1.5884722913803347e-08,0.0049261083743842365,0.009900990099009901
IT,GB,1.0,6.0,319.0,2.0,159.0,0.628930817610063,50.0,7.8658525414896e-09,0.003076923076923077,0.006211180124223602
GB,ES,1.0,319.0,6.0,160.0,4.0,25.0,0.625,8.778769101745635e-09,0.003076923076923077,0.006097560975609756
GB,NZ,1.0,319.0,6.0,160.0,4.0,25.0,0.625,1.3937009317099784e-08,0.003076923076923077,0.006097560975609756
DE,US,3.0,25.0,1729.0,15.0,847.0,0.3541912632821724,20.0,7.292663700403256e-09,0.0017103762827822121,0.0034802784222737818
DE,SE,1.0,25.0,7.0,15.0,5.0,20.0,6.666666666666667,1.0704546259332706e-08,0.03125,0.05
US,VG,1.0,1729.0,1.0,882.0,1.0,100.0,0.11337868480725624,3.046277033191683e-09,0.0005780346820809249,0.0011325028312570782
BN,BN,1.0,2.0,2.0,1.0,1.0,100.0,100.0,1.1539748664274092e-06,0.25,0.5
US,NG,1.0,1729.0,30.0,882.0,15.0,6.666666666666667,0.11337868480725624,1.8896335989491764e-09,0.0005685048322910744,0.0011148272017837235
FI,US,1.0,3.0,1729.0,2.0,847.0,0.11806375442739078,50.0,2.99616637216898e-09,0.0005773672055427252,0.001177856301531213
NL,US,2.0,14.0,1729.0,6.0,847.0,0.23612750885478156,33.33333333333333,5.787499685340877e-09,0.0011474469305794606,0.0023446658851113715
US,NZ,1.0,1729.0,6.0,882.0,4.0,25.0,0.11337868480725624,3.0015921375190965e-09,0.0005763688760806917,0.001128668171557562
IN,US,1.0,93.0,1729.0,43.0,847.0,0.11806375442739078,2.3255813953488373,5.900898155468163e-10,0.0005488474204171241,0.0011235955056179776
DE,ZA,1.0,25.0,53.0,15.0,30.0,3.3333333333333335,6.666666666666667,7.057607844006033e-09,0.01282051282051282,0.022222222222222223
LB,GB,1.0,4.0,319.0,2.0,159.0,0.628930817610063,50.0,1.3570340598450392e-08,0.0030959752321981426,0.006211180124223602
KE,KE,1.0,4.0,4.0,2.0,2.0,50.0,50.0,9.510409266577589e-09,0.125,0.25
US,FR,1.0,1729.0,6.0,882.0,2.0,50.0,0.11337868480725624,2.52972803576914e-09,0.0005763688760806917,0.0011312217194570137
US,AE,1.0,1729.0,1.0,882.0,1.0,100.0,0.11337868480725624,2.9584918971581354e-09,0.0005780346820809249,0.0011325028312570782
GB,NO,1.0,319.0,1.0,160.0,1.0,100.0,0.625,1.3853811615121552e-08,0.003125,0.006211180124223602
US,KE,1.0,1729.0,4.0,882.0,2.0,50.0,0.11337868480725624,2.62595735315011e-09,0.0005770340450086555,0.0011312217194570137
EG,US,1.0,1.0,1729.0,1.0,847.0,0.11806375442739078,100.0,2.3330275729610277e-09,0.0005780346820809249,0.0011792452830188679
GB,TR,1.0,319.0,1.0,160.0,1.0,100.0,0.625,6.6549530619505585e-09,0.003125,0.006211180124223602
