Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
US,US,43183.0,93940.0,93940.0,47555.0,46385.0,93.09690632747656,90.80643465461044,6.577970807007296e-05,0.2298435171385991,0.4596870342771982
CH,CH,106.0,376.0,376.0,181.0,195.0,54.35897435897436,58.5635359116022,6.180879112267156e-06,0.14095744680851063,0.28191489361702127
GB,GB,3164.0,8927.0,8927.0,4468.0,4459.0,70.95761381475667,70.81468218442257,2.3670443389149644e-05,0.17721518987341772,0.35443037974683544
NG,NG,427.0,1059.0,1059.0,518.0,541.0,78.9279112754159,82.43243243243244,1.062381451478683e-06,0.20160528800755428,0.40321057601510857
ZA,ZA,1118.0,2680.0,2680.0,1303.0,1377.0,81.19099491648511,85.80199539524175,9.546047039982567e-06,0.2085820895522388,0.4171641791044776
CA,CA,1916.0,5823.0,5823.0,2641.0,3182.0,60.21370207416719,72.5482771677395,2.54860018267983e-05,0.16452000686931134,0.3290400137386227
PL,PL,31.0,96.0,96.0,47.0,49.0,63.26530612244898,65.95744680851064,4.082076172384128e-07,0.16145833333333334,0.3229166666666667
DE,DE,243.0,773.0,773.0,365.0,408.0,59.55882352941176,66.57534246575342,1.461517012076064e-06,0.1571798188874515,0.314359637774903
IN,IN,2902.0,6846.0,6846.0,3439.0,3407.0,85.17757557968888,84.38499563826693,1.0619007223467325e-06,0.2119485831142273,0.4238971662284546
TR,TR,47.0,127.0,127.0,58.0,69.0,68.11594202898551,81.03448275862068,2.8167455884819796e-07,0.18503937007874016,0.3700787401574803
CN,CN,23.0,135.0,135.0,77.0,58.0,39.6551724137931,29.87012987012987,8.227714519769766e-09,0.08518518518518518,0.17037037037037037
US,GB,986.0,93940.0,8927.0,47555.0,4459.0,22.112581296254767,2.0733887078120072,2.4957354310659546e-06,0.009585192530160304,0.018956434806013764
IL,IL,126.0,365.0,365.0,200.0,165.0,76.36363636363637,63.0,6.958788508057835e-06,0.1726027397260274,0.3452054794520548
CU,CU,37.0,130.0,130.0,44.0,86.0,43.02325581395349,84.0909090909091,1.632331384800242e-06,0.1423076923076923,0.2846153846153846
