Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
CH,CH,16.0,99.0,99.0,69.0,30.0,53.333333333333336,23.18840579710145,9.329628848705141e-07,0.08080808080808081,0.16161616161616163
GB,GB,832.0,2731.0,2731.0,1413.0,1318.0,63.12594840667678,58.88181174805379,6.224339096009009e-06,0.15232515562065177,0.30465031124130354
US,US,13503.0,30928.0,30928.0,15674.0,15254.0,88.52104366067917,86.14903662115606,2.0568821019155575e-05,0.21829733574754268,0.43659467149508535
CA,CA,409.0,1426.0,1426.0,687.0,739.0,55.34506089309878,59.53420669577875,5.4403834797288654e-06,0.14340813464235624,0.2868162692847125
AU,AU,214.0,807.0,807.0,382.0,425.0,50.35294117647059,56.02094240837696,4.218526451363327e-06,0.1325898389095415,0.265179677819083
CN,AU,18.0,1460.0,807.0,1364.0,425.0,4.235294117647059,1.3196480938416422,1.264862745980467e-08,0.007940008822232024,0.010061486864169928
US,GB,340.0,30928.0,2731.0,15674.0,1318.0,25.796661608497722,2.1691973969631237,8.605984245055017e-07,0.010101310199352329,0.020009416195856874
HK,HK,183.0,984.0,984.0,394.0,590.0,31.016949152542374,46.44670050761421,1.2187974531795295e-05,0.09298780487804878,0.18597560975609756
NL,NL,31.0,125.0,125.0,47.0,78.0,39.743589743589745,65.95744680851064,8.942557052071645e-07,0.124,0.248
IN,IN,1768.0,5281.0,5281.0,2129.0,3152.0,56.09137055837563,83.04368248003757,6.469470975565207e-07,0.16739253929180078,0.33478507858360157
ZA,ZA,410.0,1033.0,1033.0,494.0,539.0,76.06679035250464,82.99595141700405,3.500786481567847e-06,0.1984511132623427,0.3969022265246854
IL,NG,3.0,170.0,334.0,93.0,200.0,1.5,3.225806451612903,1.4284564786379405e-08,0.005952380952380952,0.010238907849829351
CA,US,189.0,1426.0,30928.0,687.0,15254.0,1.2390192736331453,27.510917030567683,5.166351248166543e-07,0.005841627001298139,0.011856219810551408
JP,JP,36.0,387.0,387.0,84.0,303.0,11.881188118811881,42.857142857142854,1.4255739782568765e-07,0.046511627906976744,0.09302325581395349
FI,FI,22.0,48.0,48.0,24.0,24.0,91.66666666666666,91.66666666666666,1.9926402737235598e-06,0.22916666666666666,0.4583333333333333
KE,KE,67.0,177.0,177.0,94.0,83.0,80.72289156626506,71.27659574468085,6.371974208606985e-07,0.18926553672316385,0.3785310734463277
CN,NZ,11.0,1460.0,47.0,1364.0,30.0,36.666666666666664,0.8064516129032258,7.842399146746972e-09,0.0072992700729927005,0.007890961262553802
