Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
US,US,2107.0,4564.0,4564.0,2349.0,2215.0,95.12415349887134,89.69774372073222,3.209546462812767e-06,0.2308282208588957,0.4616564417177914
HK,HK,2.0,10.0,10.0,4.0,6.0,33.33333333333333,50.0,1.332019074513147e-07,0.1,0.2
AU,AU,44.0,133.0,133.0,64.0,69.0,63.76811594202898,68.75,8.673605787849832e-07,0.16541353383458646,0.3308270676691729
GB,GB,106.0,365.0,365.0,161.0,204.0,51.9607843137255,65.83850931677019,7.930047405973016e-07,0.14520547945205478,0.29041095890410956
CA,CA,55.0,234.0,234.0,86.0,148.0,37.16216216216216,63.95348837209303,7.315919104769868e-07,0.11752136752136752,0.23504273504273504
DE,DE,5.0,23.0,23.0,9.0,14.0,35.714285714285715,55.55555555555556,3.007236650362271e-08,0.10869565217391304,0.21739130434782608
KE,KE,5.0,14.0,14.0,7.0,7.0,71.42857142857143,71.42857142857143,4.755204633288795e-08,0.17857142857142858,0.35714285714285715
GL,GL,1.0,2.0,2.0,1.0,1.0,100.0,100.0,8.892841262783459e-06,0.25,0.5
ZA,ZA,8.0,29.0,29.0,13.0,16.0,50.0,61.53846153846154,6.830802890864091e-08,0.13793103448275862,0.27586206896551724
NP,NP,1.0,2.0,2.0,1.0,1.0,100.0,100.0,1.7477194882257885e-08,0.25,0.5
IT,IT,1.0,5.0,5.0,1.0,4.0,25.0,100.0,8.292232055924935e-09,0.1,0.2
TR,TR,1.0,5.0,5.0,1.0,4.0,25.0,100.0,5.993075720174425e-09,0.1,0.2
US,AU,21.0,4564.0,133.0,2349.0,69.0,30.434782608695656,0.8939974457215836,5.9388497008078224e-08,0.004470938897168405,0.008684863523573201
US,CA,85.0,4564.0,234.0,2349.0,148.0,57.432432432432435,3.6185610898254574,2.3234913020854825e-07,0.017715714881200502,0.03404084901882259
PL,PL,1.0,3.0,3.0,2.0,1.0,100.0,50.0,1.3167987652852026e-08,0.16666666666666666,0.3333333333333333
AT,AT,1.0,3.0,3.0,2.0,1.0,100.0,50.0,5.632491001814e-08,0.16666666666666666,0.3333333333333333
NZ,NZ,5.0,14.0,14.0,5.0,9.0,55.55555555555556,100.0,5.08440105755542e-07,0.17857142857142858,0.35714285714285715
JP,JP,1.0,2.0,2.0,1.0,1.0,100.0,100.0,3.9599277173802125e-09,0.25,0.5
IN,IN,8.0,28.0,28.0,13.0,15.0,53.333333333333336,61.53846153846154,2.927362432382447e-09,0.14285714285714285,0.2857142857142857
AU,GB,2.0,133.0,365.0,64.0,204.0,0.9803921568627451,3.125,2.1692277002741643e-08,0.004016064257028112,0.007462686567164179
US,GB,85.0,4564.0,365.0,2349.0,204.0,41.66666666666667,3.6185610898254574,2.1514960612637543e-07,0.017244877257050113,0.033294163728946335
CA,US,23.0,234.0,4564.0,86.0,2215.0,1.038374717832957,26.744186046511626,6.287094111525423e-08,0.004793664026677783,0.009995654063450673
US,ES,2.0,4564.0,5.0,2349.0,3.0,66.66666666666666,0.08514261387824607,5.328838578779141e-09,0.0004377325454147516,0.0008503401360544217
US,SE,1.0,4564.0,3.0,2349.0,2.0,50.0,0.04257130693912303,2.953991790549599e-09,0.0002189621195533173,0.0004253509145044662
GB,DE,3.0,365.0,23.0,161.0,14.0,21.428571428571427,1.8633540372670807,2.0004373756278073e-08,0.007731958762886598,0.017142857142857144
DE,CA,1.0,23.0,234.0,9.0,148.0,0.6756756756756757,11.11111111111111,8.283490123648569e-09,0.0038910505836575876,0.006369426751592357
IN,US,5.0,28.0,4564.0,13.0,2215.0,0.2257336343115124,38.46153846153847,2.9504490777340817e-09,0.0010888501742160278,0.002244165170556553
RU,RU,1.0,2.0,2.0,1.0,1.0,100.0,100.0,3.4632386053302635e-09,0.25,0.5
IL,IL,2.0,6.0,6.0,2.0,4.0,50.0,100.0,1.1045696044536247e-07,0.16666666666666666,0.3333333333333333
GB,CA,3.0,365.0,234.0,161.0,148.0,2.027027027027027,1.8633540372670807,2.8729119424622388e-08,0.005008347245409015,0.009708737864077669
PH,US,1.0,3.0,4564.0,2.0,2215.0,0.04514672686230248,50.0,2.291706046770448e-09,0.0002189621195533173,0.0004510599909788002
AE,AE,1.0,2.0,2.0,1.0,1.0,100.0,100.0,5.1174301821324106e-08,0.25,0.5
NL,NL,2.0,8.0,8.0,2.0,6.0,33.33333333333333,100.0,5.769391646497835e-08,0.125,0.25
AU,CA,3.0,133.0,234.0,64.0,148.0,2.027027027027027,4.6875,4.765416874141004e-08,0.008174386920980926,0.014150943396226415
KH,KH,1.0,2.0,2.0,1.0,1.0,100.0,100.0,3.0327766732405133e-08,0.25,0.5
MY,MY,2.0,4.0,4.0,2.0,2.0,100.0,100.0,3.1299122995443754e-08,0.25,0.5
BE,BE,2.0,7.0,7.0,5.0,2.0,100.0,40.0,8.707725624790199e-08,0.14285714285714285,0.2857142857142857
DK,US,1.0,7.0,4564.0,3.0,2215.0,0.04514672686230248,33.33333333333333,2.9934914670346124e-09,0.0002187705097352877,0.0004508566275924256
