Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
GB,GB,298.0,792.0,792.0,405.0,387.0,77.00258397932816,73.58024691358025,2.22939068583015e-06,0.18813131313131312,0.37626262626262624
US,US,1498.0,3361.0,3361.0,1692.0,1669.0,89.75434391851408,88.53427895981088,2.2818702426642267e-06,0.2228503421600714,0.4457006843201428
IE,IE,7.0,23.0,23.0,13.0,10.0,70.0,53.84615384615385,7.082949842191877e-07,0.15217391304347827,0.30434782608695654
CA,CA,63.0,212.0,212.0,100.0,112.0,56.25,63.0,8.380052792736393e-07,0.14858490566037735,0.2971698113207547
US,GB,69.0,3361.0,792.0,1692.0,387.0,17.829457364341085,4.078014184397164,1.746508567378812e-07,0.016614495545388876,0.03318903318903319
IN,IN,24.0,65.0,65.0,36.0,29.0,82.75862068965517,66.66666666666666,8.78208729714734e-09,0.18461538461538463,0.36923076923076925
AU,AU,66.0,168.0,168.0,79.0,89.0,74.15730337078652,83.54430379746836,1.3010408681774747e-06,0.19642857142857142,0.39285714285714285
FI,FI,11.0,23.0,23.0,12.0,11.0,100.0,91.66666666666666,9.963201368617799e-07,0.2391304347826087,0.4782608695652174
DE,DE,6.0,24.0,24.0,14.0,10.0,60.0,42.857142857142854,3.608683980434726e-08,0.125,0.25
UA,UA,9.0,20.0,20.0,9.0,11.0,81.81818181818183,100.0,1.0138524918973473e-07,0.225,0.45
ZA,ZA,58.0,146.0,146.0,69.0,77.0,75.32467532467533,84.05797101449275,4.952332095876466e-07,0.19863013698630136,0.3972602739726027
US,ZA,16.0,3361.0,146.0,1692.0,77.0,20.77922077922078,0.9456264775413712,4.1365282557338684e-08,0.004562303963501569,0.009044657998869417
NL,NL,16.0,39.0,39.0,16.0,23.0,69.56521739130434,100.0,4.615513317198268e-07,0.20512820512820512,0.41025641025641024
PL,PL,3.0,10.0,10.0,6.0,4.0,75.0,50.0,3.950396295855607e-08,0.15,0.3
KE,KE,9.0,28.0,28.0,11.0,17.0,52.94117647058824,81.81818181818183,8.559368339919831e-08,0.16071428571428573,0.32142857142857145
IT,IT,2.0,9.0,9.0,4.0,5.0,40.0,50.0,1.658446411184987e-08,0.1111111111111111,0.2222222222222222
CO,CO,2.0,5.0,5.0,3.0,2.0,100.0,66.66666666666666,1.9865138356814952e-08,0.2,0.4
JP,JP,2.0,6.0,6.0,3.0,3.0,66.66666666666666,66.66666666666666,7.919855434760425e-09,0.16666666666666666,0.3333333333333333
GR,GR,2.0,4.0,4.0,2.0,2.0,100.0,100.0,9.331559839280679e-08,0.25,0.5
US,MY,1.0,3361.0,1.0,1692.0,1.0,100.0,0.0591016548463357,2.776317897283456e-09,0.000297441998810232,0.0005906674542232723
US,UA,2.0,3361.0,20.0,1692.0,11.0,18.181818181818183,0.1182033096926714,5.367331038659764e-09,0.0005915409642117716,0.0011743981209630064
US,HK,1.0,3361.0,8.0,1692.0,4.0,25.0,0.0591016548463357,2.978433848521078e-09,0.00029682398337785694,0.0005896226415094339
TR,TR,1.0,2.0,2.0,1.0,1.0,100.0,100.0,5.993075720174425e-09,0.25,0.5
MX,MX,4.0,11.0,11.0,7.0,4.0,100.0,57.14285714285714,1.5676987708199117e-08,0.18181818181818182,0.36363636363636365
GB,US,77.0,792.0,3361.0,405.0,1669.0,4.613541042540444,19.012345679012345,1.949002314321283e-07,0.018540813869491933,0.03712632594021215
US,CA,37.0,3361.0,212.0,1692.0,112.0,33.035714285714285,2.186761229314421,1.0114020962019159e-07,0.010355443604813882,0.020509977827051
RO,RO,8.0,18.0,18.0,8.0,10.0,80.0,100.0,2.0664845955972306e-07,0.2222222222222222,0.4444444444444444
ES,ES,6.0,14.0,14.0,7.0,7.0,85.71428571428571,85.71428571428571,6.372568251852224e-08,0.21428571428571427,0.42857142857142855
CH,CH,2.0,15.0,15.0,8.0,7.0,28.57142857142857,25.0,1.1662036060881427e-07,0.06666666666666667,0.13333333333333333
BE,BE,2.0,6.0,6.0,3.0,3.0,66.66666666666666,66.66666666666666,8.707725624790199e-08,0.16666666666666666,0.3333333333333333
FR,FR,17.0,40.0,40.0,17.0,23.0,73.91304347826086,100.0,1.2675237582789247e-07,0.2125,0.425
ZA,US,10.0,146.0,3361.0,69.0,1669.0,0.5991611743559018,14.492753623188406,2.585330159833668e-08,0.00285143997718848,0.005753739930955121
NG,NG,10.0,27.0,27.0,10.0,17.0,58.82352941176471,100.0,2.4880127669289998e-08,0.18518518518518517,0.37037037037037035
HK,HK,3.0,8.0,8.0,4.0,4.0,75.0,75.0,1.9980286117697205e-07,0.1875,0.375
US,AU,16.0,3361.0,168.0,1692.0,89.0,17.97752808988764,0.9456264775413712,4.52483786728215e-08,0.004533862283933126,0.008983717012914094
IL,IL,2.0,8.0,8.0,5.0,3.0,66.66666666666666,40.0,1.1045696044536247e-07,0.125,0.25
NO,NO,2.0,4.0,4.0,2.0,2.0,100.0,100.0,1.8698942537401625e-07,0.25,0.5
US,NL,6.0,3361.0,39.0,1692.0,23.0,26.08695652173913,0.3546099290780142,1.736249905602263e-08,0.0017647058823529412,0.003498542274052478
CH,ES,1.0,15.0,14.0,8.0,7.0,14.285714285714285,12.5,1.7968931107172043e-08,0.034482758620689655,0.06666666666666667
GB,CA,5.0,792.0,212.0,405.0,112.0,4.464285714285714,1.2345679012345678,4.788186570770398e-08,0.0049800796812749,0.009671179883945842
SG,US,2.0,2.0,3361.0,2.0,1669.0,0.11983223487118035,100.0,5.989044384843871e-09,0.0005947071067499256,0.0011968880909634949
PT,PT,1.0,11.0,11.0,4.0,7.0,14.285714285714285,25.0,4.868825562346918e-08,0.045454545454545456,0.09090909090909091
US,FR,2.0,3361.0,40.0,1692.0,23.0,8.695652173913043,0.1182033096926714,5.05945607153828e-09,0.0005880623346074683,0.0011661807580174927
SE,SE,8.0,24.0,24.0,9.0,15.0,53.333333333333336,88.88888888888889,3.8889876799787037e-07,0.16666666666666666,0.3333333333333333
CA,US,28.0,212.0,3361.0,100.0,1669.0,1.6776512881965249,28.000000000000004,7.653853700987472e-08,0.00783655191715645,0.01582815149802148
PK,PK,2.0,4.0,4.0,2.0,2.0,100.0,100.0,4.617544532222837e-09,0.25,0.5
ID,ID,1.0,3.0,3.0,1.0,2.0,50.0,100.0,1.8475711799706967e-09,0.16666666666666666,0.3333333333333333
IL,CA,1.0,8.0,212.0,5.0,112.0,0.8928571428571428,20.0,2.1439645618094478e-08,0.004545454545454545,0.008547008547008548
