Source,Destination,Number of Tweets,All Degree of Source,All Degree of Destination,Vi - Out Degree of Source,Vj - In Degree of Destination,Percentage of Incoming at Destination (Total Tweet / Vj),Percentage of Outgoing From Source (Total Tweet / Vi),Tweets Per Population,Cij (All Degrees),Cij
CH,CH,29.0,158.0,158.0,73.0,85.0,34.11764705882353,39.726027397260275,1.6909952288278068e-06,0.09177215189873418,0.18354430379746836
GB,GB,3340.0,9408.0,9408.0,4658.0,4750.0,70.3157894736842,71.7045942464577,2.498713050561309e-05,0.17750850340136054,0.3550170068027211
US,US,40405.0,87071.0,87071.0,44217.0,42854.0,94.28524758482288,91.37888142569601,6.154804215944465e-05,0.2320232913369549,0.4640465826739098
CN,CN,14.0,74.0,74.0,39.0,35.0,40.0,35.8974358974359,5.008174055512032e-09,0.0945945945945946,0.1891891891891892
IL,IL,33.0,116.0,116.0,60.0,56.0,58.92857142857143,55.00000000000001,1.8225398473484807e-06,0.14224137931034483,0.28448275862068967
AU,AU,784.0,2275.0,2275.0,1043.0,1232.0,63.63636363636363,75.16778523489933,1.5454788494714245e-05,0.1723076923076923,0.3446153846153846
CA,CA,1466.0,4545.0,4545.0,2013.0,2532.0,57.89889415481832,72.82662692498758,1.9500249831986594e-05,0.16127612761276128,0.32255225522552256
DE,US,61.0,441.0,87071.0,202.0,42854.0,0.1423437718766043,30.198019801980198,1.4828416190819956e-07,0.0006970472620897706,0.001416759568933482
FR,US,37.0,460.0,87071.0,209.0,42854.0,0.08633966490875998,17.703349282296653,9.359993732345818e-08,0.0004227073836697856,0.0008592062791723754
US,GB,1135.0,87071.0,9408.0,44217.0,4750.0,23.894736842105264,2.5668860393061492,2.872880034746307e-06,0.01176421812000539,0.02317887556926093
US,CA,972.0,87071.0,4545.0,44217.0,2532.0,38.388625592417064,2.1982495420313457,2.6569806419142223e-06,0.010609500523925952,0.02079188859654752
HK,HK,30.0,131.0,131.0,71.0,60.0,50.0,42.25352112676056,1.9980286117697208e-06,0.11450381679389313,0.22900763358778625
DK,DK,7.0,42.0,42.0,15.0,27.0,25.925925925925924,46.666666666666664,6.015241246406108e-07,0.08333333333333333,0.16666666666666666
IN,IN,401.0,1011.0,1011.0,498.0,513.0,78.16764132553607,80.52208835341365,1.4673404192317016e-07,0.19831849653808112,0.39663699307616224
ZA,US,96.0,1073.0,87071.0,543.0,42854.0,0.22401642787137724,17.67955801104972,2.4819169534403213e-07,0.0010891268832819024,0.00221213447934189
US,IN,80.0,87071.0,1011.0,44217.0,513.0,15.594541910331383,0.18092588823303254,4.720718524374531e-08,0.0009082445902681592,0.001788508830762352
US,NL,61.0,87071.0,238.0,44217.0,147.0,41.49659863945578,0.1379559897776873,1.7651874040289673e-07,0.0006986679494668361,0.001374988729600577
NL,NL,64.0,238.0,238.0,91.0,147.0,43.53741496598639,70.32967032967034,1.8462053268793073e-06,0.13445378151260504,0.2689075630252101
SE,SE,18.0,107.0,107.0,40.0,67.0,26.865671641791046,45.0,8.750222279952084e-07,0.08411214953271028,0.16822429906542055
FI,FI,8.0,28.0,28.0,11.0,17.0,47.05882352941176,72.72727272727273,7.245964631722036e-07,0.14285714285714285,0.2857142857142857
BE,BE,9.0,53.0,53.0,26.0,27.0,33.33333333333333,34.61538461538461,3.918476531155589e-07,0.08490566037735849,0.16981132075471697
CA,US,471.0,4545.0,87071.0,2013.0,42854.0,1.0990805992439445,23.39791356184799,1.2874875332732496e-06,0.005141023402025847,0.010497693182071456
KE,KE,182.0,448.0,448.0,231.0,217.0,83.87096774193549,78.78787878787878,1.7308944865171214e-06,0.203125,0.40625
NG,NG,529.0,1320.0,1320.0,644.0,676.0,78.2544378698225,82.14285714285714,1.316158753705441e-06,0.20037878787878788,0.40075757575757576
MX,MX,69.0,339.0,339.0,158.0,181.0,38.12154696132597,43.67088607594937,2.704280379664348e-07,0.10176991150442478,0.20353982300884957
FR,FR,162.0,460.0,460.0,209.0,251.0,64.5418326693227,77.51196172248804,1.20787558141874e-06,0.17608695652173914,0.3521739130434783
ZA,ZA,420.0,1073.0,1073.0,543.0,530.0,79.24528301886792,77.34806629834254,3.586171517703648e-06,0.195712954333644,0.391425908667288
UA,UA,2.0,7.0,7.0,2.0,5.0,40.0,100.0,2.2530055375496606e-08,0.14285714285714285,0.2857142857142857
GB,US,933.0,9408.0,87071.0,4658.0,42854.0,2.1771596583749475,20.030055817947616,2.361583323716568e-06,0.009670498243140995,0.01963714430038727
TW,TW,2.0,13.0,13.0,4.0,9.0,22.22222222222222,50.0,4.1850820740630625e-08,0.07692307692307693,0.15384615384615385
AR,US,1.0,9.0,87071.0,2.0,42854.0,0.0023335044569935126,50.0,2.6796846820394016e-09,1.148369315571888e-05,2.333395557214859e-05
PL,PL,18.0,74.0,74.0,29.0,45.0,40.0,62.06896551724138,2.3702377775133647e-07,0.12162162162162163,0.24324324324324326
CO,CO,13.0,52.0,52.0,27.0,25.0,52.0,48.148148148148145,1.291233993192972e-07,0.125,0.25
ES,ES,18.0,116.0,116.0,40.0,76.0,23.684210526315788,45.0,1.9117704755556672e-07,0.07758620689655173,0.15517241379310345
US,AU,353.0,87071.0,2275.0,44217.0,1232.0,28.6525974025974,0.7983354818282561,9.982923544691244e-07,0.003950932330490453,0.007766947567603248
TH,TH,2.0,13.0,13.0,6.0,7.0,28.57142857142857,33.33333333333333,1.4362537034160806e-08,0.07692307692307693,0.15384615384615385
TR,TR,17.0,73.0,73.0,25.0,48.0,35.41666666666667,68.0,1.0188228724296523e-07,0.11643835616438356,0.2328767123287671
ID,ID,18.0,62.0,62.0,21.0,41.0,43.90243902439025,85.71428571428571,3.3256281239472536e-08,0.14516129032258066,0.2903225806451613
DE,DE,107.0,441.0,441.0,202.0,239.0,44.76987447698745,52.97029702970298,6.435486431775262e-07,0.12131519274376418,0.24263038548752835
US,ID,19.0,87071.0,62.0,44217.0,41.0,46.34146341463415,0.042969898455345226,3.172667815429569e-08,0.00021805745240035347,0.00042930091734827604
IN,US,70.0,1011.0,87071.0,498.0,42854.0,0.1633453119895459,14.056224899598394,4.130628708827714e-08,0.0007947140164846394,0.0016146890570215907
US,HK,19.0,87071.0,131.0,44217.0,60.0,31.666666666666664,0.042969898455345226,5.659024312190048e-08,0.00021788491089653908,0.00042911669715653725
NZ,NZ,50.0,172.0,172.0,65.0,107.0,46.728971962616825,76.92307692307693,5.08440105755542e-06,0.14534883720930233,0.29069767441860467
BS,BS,8.0,24.0,24.0,8.0,16.0,50.0,100.0,1.027005099080317e-05,0.16666666666666666,0.3333333333333333
GL,GL,2.0,5.0,5.0,3.0,2.0,100.0,66.66666666666666,1.7785682525566917e-05,0.2,0.4
PK,PK,40.0,116.0,116.0,56.0,60.0,66.66666666666666,71.42857142857143,9.235089064445675e-08,0.1724137931034483,0.3448275862068966
PA,PA,7.0,33.0,33.0,10.0,23.0,30.434782608695656,70.0,8.242200111670037e-07,0.10606060606060606,0.21212121212121213
HK,US,31.0,131.0,87071.0,71.0,42854.0,0.0723386381667989,43.66197183098591,9.233144930415342e-08,0.00035549643356803744,0.0007221898660454281
US,SE,35.0,87071.0,107.0,44217.0,67.0,52.23880597014925,0.07915507610195174,1.0338971266923596e-07,0.0004014774369680424,0.0007903531749616114
