2018-03-25T15:20:11,193,728,"Houston, TX",977928137265819648
2011-11-01T19:50:23,1947,114,"Cedar Falls, IA",402935673
2019-06-16T18:39:29,3,2,,1140328057183637506
2019-08-03T13:53:51,154,97,Pilipinas,1157650792955822082
2015-07-02T22:51:03,8,20,,3355748415
2010-04-18T16:28:48,785,224184,,134507318
2011-11-01T20:11:32,0,0,"Lyon, France",402947580
2019-09-21T17:48:45,43,69,,1175466859811893248
2020-10-25T11:55:26,80,6934,,1320333062278873090
2011-03-19T10:32:27,55,24,,268730058
2019-12-30T12:42:33,27,620,,1211628585808588800
2020-02-18T00:42:51,0,19,,1229566779925520384
2015-03-11T17:38:25,14,103,"brescia,It.",3087322943
2010-04-18T16:35:06,506,1398,"Detroit, Michigan ",134509098
2021-01-31T18:43:21,55,4327,,1355949751154339843
2017-04-10T00:04:04,0,7,,851224222055583744
2021-10-09T01:44:34,41,685,៵ 𓏲 ଯ(੭ ᐢ..ᐢ)੭  él ella ࣪ ⭒ ⌕,1446652755620339714
2020-05-28T21:16:39,0,10,,1266116157993562118
2019-04-27T19:41:02,178,3048,,1122224152625197057
2015-12-15T07:03:12,67,8193,,4563704815
2021-10-08T05:02:24,12,253,,1446340083745968159
2017-09-08T13:35:59,1540,2631,"Borough Park, Brooklyn",906149115058413573
2020-05-29T12:20:42,2,368,"Diamantina, Brasil",1266343648721018880
2011-11-01T20:19:46,54,1067,"O’Fallon, IL",402952185
2016-06-16T01:35:08,297,1577,,743255555490209792
2021-02-02T20:52:53,1,2,,1356707129982394369
2011-11-01T20:38:33,100,53555,istanbul,402962677
2020-07-18T15:47:40,3,127,,1284515130831765505
2010-04-18T17:32:29,12109,6163,Caracas,134524600
2019-06-14T11:15:32,9,1,,1139491554991587328
2017-12-14T13:37:16,13,3645,India,941301060018118656
2016-11-14T04:14:35,163,4286,Canada,798016252564406272
2016-11-13T17:22:40,175,18230,"Goiânia, Brasil",797852190585004032
2010-04-18T17:46:24,0,28,Moscow,134528322
2021-08-18T09:18:49,30,708,"Cianjur, Indonesia",1427922866020896774
2017-06-01T14:39:44,164,409,"Philadelphia, PA",870288759937527808
2012-03-26T12:32:39,45,57,Schweiz,537173449
2020-10-25T23:21:14,0,7,,1320505621582667778
2011-03-19T11:45:34,393,1143,"DKI Jakarta, Indonesia",268751853
2013-04-10T17:44:11,550,2271,Ghana,1342478066
2019-08-03T12:28:53,1162,15051,,1157629409655844864
2019-12-30T12:54:05,0,7,"Liverpool, England",1211631480750784514
2020-07-17T18:29:43,12,426,🇪🇦🇫🇷,1284193474020024325
2015-05-20T14:36:11,260,3405,"Kepulauan Riau, Indonesia",3221492198
2020-12-13T02:48:55,333,1563,antirain,1337952579351846913
2011-03-19T11:35:25,8,27,,268748687
2019-08-05T23:22:27,462,1508,,1158518657804394496
2018-03-26T01:53:25,3,3207,,978087493840056321
2011-11-01T21:07:26,137,6,DC Metro Area,402978865
2010-04-18T18:31:27,1536,5647,Oxford,134540013
2010-04-18T18:34:25,20,1411,,134540744
2013-10-22T01:05:47,407,15972,"North Brunswick, NJ",2147772634
2016-11-14T02:48:02,359,19615,"Philadelphia, PA",797994469564026880
2019-09-24T14:58:29,2,31,,1176511113464373250
2017-12-15T01:05:02,43,154083,she/her,941474144381579264
2017-07-18T11:05:08,100,358,"Magetan, Indonesia",887266984034840580
2020-02-20T03:02:08,1,97,,1230326659766681601
2019-08-04T18:15:30,126,6007,"Akure, Nigeria",1158079026025639937
2019-01-17T21:06:17,21,185,"Kano, Nigeria",1086006821029056513
2021-03-21T14:26:47,252,835,Indonesia,1373642187511009285
2019-01-19T04:58:46,3388,10157,"New York, NY",1086488110769295360
2020-04-09T12:24:17,19,140,,1248225112282877954
2019-06-16T20:19:17,5,54,CDMX,1140353171065311235
2020-04-08T14:41:46,1,0,,1247897372992004104
2012-09-05T23:52:57,381,4223,"Newport Beach, California",805650168
2015-05-20T17:17:55,632,14005,"california, usa",3221606844
2018-02-04T16:56:57,56,4706,,960195484848656389
2020-09-04T11:44:04,65,29718,,1301847588128223232
2017-05-31T10:04:15,202,709,"Cambridge, England",869857046870577152
2019-11-12T14:26:41,678,6256,,1194260164066631680
2017-02-21T21:23:10,54,8744,,834151499819266048
2014-01-14T18:56:43,1,258,,2282072891
2020-04-08T17:46:51,4,19,,1247943729110847488
2019-04-25T14:41:22,32,3033,,1121423964381728768
2020-02-20T06:15:31,2,20,,1230375375835930624
2014-03-28T18:31:29,462,5848,Venezuela,2416295628
2021-03-24T03:41:57,801,1063,,1374567026979696647
2011-03-19T12:45:37,18,8,sur city Oman middle east,268772457
2019-11-12T19:15:40,45,4592,,1194332881755217920
2019-12-31T11:27:50,6,1077,,1211972163864944640
2014-05-17T01:12:58,13,64,,2550506836
2012-03-26T13:42:22,969,1437,Canada,537223211
2016-03-10T17:01:31,14,743,,707974676551749633
2017-07-20T13:17:26,67,672,,888025053547421696
2020-05-28T19:11:55,16,997,,1266084756413976576
2011-11-01T21:50:04,216,5239,"Chicago, Il",403002425
2010-04-18T20:06:14,80,2834,"Hawaii, USA",134563635
2020-12-13T19:31:21,76,55,NJ,1338204780502671362
