i,j,count
'TW','BE',4
'IT','NG',127
'IN','GH',29
'CA','GR',46
'CL','IL',4
'HU','TH',5
'IT','PA',38
'US','GL',5
'ID','TR',4
'FR','IT',90
'LB','QA',9
'TN','ID',2
'ZA','ID',185
'CN','IE',12
None,'DE',10
'AU','CH',78
'PH','TN',1
'IR','SE',1
'MY','GR',46
'PT','IN',27
'RU','MY',43
'VN','MY',90
'GR','DE',70
'RW','ZA',7
'NA','US',75
'NO','IN',127
'RU','AE',6
'AT','FR',59
'IN','PL',436
'AU','PA',17
'CL','ES',67
'ID','MX',129
'FR','AE',43
'BD','CA',15
'CN','NZ',38
'AU','CU',9
'AU','BR',56
'KP','IN',20
'PL','ES',30
'JO','SA',38
'ID','KR',211
'VG','ES',6
'IN','DK',45
'CN','MZ',5
'LB','NL',32
'TR','AU',62
'AT','IE',6
'KR','SG',45
'GB','HU',130
'CA','KP',3
'BW','US',5
'GB','EC',76
'US','GQ',11
'ZA','KR',30
'US','KY',67
'TR','NZ',4
'IL','IE',20
'IN','OM',67
'US','YT',35
'IN','TR',24
'TR','PL',8
'TR','NG',207
'CH','KE',79
'KR','CA',73
'AE','PK',61
'AO','NG',2
'DK','IL',21
'GR','ZA',56
'IL','DO',28
'IL','NO',15
'DE','EE',6
'US','AS',50
'KE','DK',24
'RU','ID',24
'AU','KW',20
'DE','HK',97
'PA','PE',7
'NL','PK',5
'AT','ES',12
'CA','JM',45
'GR','BE',12
'VE','BR',29
'US','GU',193
'LB','CN',13
'MY','TH',76
'KR','PK',20
'FI','SE',13
'PH','SG',20
'IL','UY',39
'BE','SE',90
'QA','AU',3
'FR','JM',1
'RW','CA',48
'IR','AU',2
'SA','BD',23
'SA','GB',36
'CA','AR',46
'IL','KE',171
'LK','IN',18
'CU','MX',77
'FJ','MY',7
'PK','QA',46
'GB','RW',4
'TR','FR',44
'IT','IR',21
'MY','EG',26
'PL','NZ',7
'ID','ZW',19
'HK','CM',19
'NO','IT',12
'MA','MR',7
'BN','GB',18
'NL','AU',107
'DE','IL',32
'TW','ZA',27
'MY','PF',5
'CG','CA',26
'JP','PA',1
'CO','DO',77
'MZ','FI',4
'MU','IN',9
'SG','ZA',3
'CN','LB',38
'GB','MT',10
'MA','EG',8
'IL','RS',78
'ES','OM',5
'MX','TW',4
'BH','IN',52
'CN','PT',7
'LI','NG',3
'MX','DO',23
'US','ML',37
'IT','PH',25
'UY','UY',6
'US','KI',18
'DE','PH',14
'CZ','ES',15
'CG','IL',3
'ES','JP',104
'VE','DK',14
'GB','CZ',71
'CN','SG',43
'MA','JP',4
'CO','SV',41
'IN','ES',118
'DE','VE',98
'JP','ES',45
'RU','MX',49
'IN','FR',111
'CU','BR',70
'DE','EC',20
'NZ','CN',7
'DE','NZ',29
'IR','US',70
'SE','ZW',14
'NL','IT',103
'CU','TR',81
'ZA','PK',12
'ES','CA',124
'SE','NO',131
'SA','QA',4
'NL','FI',8
'CA','TH',87
'DE','FI',85
'KE','DE',62
'MA','IT',7
'HK','NL',111
'GU','GU',14
'KE','BE',27
'LB','PL',26
'SA','NG',34
'US','MW',2
'ES','IT',211
'RO','GR',13
'MY','JP',154
'LA','IN',4
'TZ','NP',1
'JP','MX',70
'NP','AU',41
'GB','CY',56
'CH','PY',33
'ES','SE',20
'BD','CH',29
None,'KE',1
'NO','EG',7
'IE','CA',95
'DK','MC',9
'RO','ZA',9
'NP','GB',14
'CN','TR',62
'RS','US',200
'SE','FR',33
'CH','BG',1
'TC','US',60
'IN','MX',149
'WS','FJ',7
'CG','MY',9
'DK','PH',15
'CA','BS',18
'GR','CA',65
'ZA','CH',36
'ZA','CO',61
'GQ','NG',16
'ZA','MU',34
'NG','CF',4
'PE','GB',12
'NL','IE',12
'MX','PT',48
'MX','IE',88
'PL','LB',4
'NZ','HK',23
'CW','TT',7
'CH','LT',1
'QA','US',32
'FI','IN',13
'DK','EG',4
'CN','AR',28
'TR','ES',43
'NA','ZA',21
'TH','TW',268
'EG','ZA',60
'MX','HK',31
'TW','CA',106
'US','MU',181
'MY','BN',73
'KR','HR',29
'CA','SV',4
'BY','BY',11
'FR','ZW',4
'PT','MX',6
'DE','SA',28
'TR','HK',128
'BD','SA',2
'TR','IN',233
'JP','AR',10
'CH','IE',19
'IL','CL',79
'NG','KW',67
'ZA','VG',8
'ID','CH',10
'KR','NP',18
'KW','LB',7
'DE','SI',36
'NG','AE',62
'ZA','UG',31
'DK','PE',3
'JP','PL',18
'GB','PF',20
'RW','FI',1
'BE','UM',3
'PH','DE',33
'CH','TR',56
'TR','DK',6
'ZA','NL',72
'PE','DE',8
'BR','GB',267
'LB','KE',64
'NZ','CA',103
'WS','GB',1
'CN','SA',42
'UY','CH',7
'ID','SG',96
'PG','AU',40
'FR','AG',6
'SY','GB',3
'TH','MY',25
'FR','PK',14
'ZW','KR',2
'VE','JP',6
'HK','LB',74
'ES','MY',13
'TC','GB',21
'SG','BD',8
'MA','PT',1
'BO','SE',1
'AT','SI',13
'DK','FR',14
'TH','FR',5
'TZ','PK',1
'ZA','PT',29
'PH','IN',42
'AE','GB',81
'NG','VN',1
'IQ','US',169
'AU','AE',19
'CH','RS',21
'MX','LT',1
'RW','US',103
'ZW','GB',125
'HK','CU',5
'CA','IE',119
'PT','KP',1
'TR','LB',45
'CN','CR',1
'IE','CU',26
'AE','KE',10
'RO','ES',11
'VE','EC',9
'IN','JO',23
'FI','AT',4
'UG','DE',15
'IQ','NL',4
'MX','SA',26
'ZW','CH',31
'JM','US',89
'QA','AR',1
'SE','IT',21
'MU','GB',10
'UY','MX',30
'DE','RO',21
'IN','PG',41
'JO','AU',3
'TH','CO',15
'SA','FR',3
'NZ','IT',22
'MV','KE',2
'CO','TW',23
'MX','MY',267
'AR','PE',11
'QA','JP',26
'IE','ID',7
'FR','BM',7
'PL','NO',10
'LB','EG',85
'MX','CH',11
'CN','CZ',6
'GB','ZW',269
'NL','LB',3
'PF','IT',12
'DM','IN',15
'CU','FJ',14
'CA','GH',50
'PA','CR',3
'ZW','ES',4
'NL','NO',61
'TN','SA',18
'CA','AE',71
'CW','BE',1
'RO','CH',10
'ZW','CN',29
'ES','PH',40
'MY','CH',74
'FR','MC',30
'GR','SE',8
'NL','AR',3
'EG','LB',51
'GR','MY',1
'CR','CA',13
'SI','BE',37
'SE','NG',9
'BE','ES',118
'BS','US',222
'TW','PL',6
'IL','FI',6
'TZ','KE',104
'IN','CZ',5
'DE','NA',10
'NL','FR',123
'YT','FR',27
'KE','NA',36
'NP','MY',94
'DK','CH',46
'NG','PK',21
'MX','JM',7
'FR','TF',6
'ES','PT',84
'MX','NP',2
'IT','LS',2
'VG','VI',4
'SA','PH',4
'CL','DE',22
'RS','RU',7
'PL','ZA',61
'BD','ZA',37
'CD','ID',3
'LB','TN',38
'AS','TR',3
'HK','CN',16
'JP','UY',1
'FJ','CA',33
'BR','AG',1
'AU','UM',8
'ES','DK',16
'HK','ZA',49
'NO','IL',14
'ES','TR',31
'CH','DK',67
'MX','RU',5
'NZ','MY',27
'KE','TH',3
'JP','VG',5
'RS','DE',25
'CA','FJ',3
'PA','CA',24
'PK','CN',68
'CG','AU',16
'AU','FJ',14
'NZ','JP',33
None,'RS',3
'BR','MX',52
'AM','PT',2
'HK','NZ',57
'IQ','RS',4
'PL','MD',1
'DE','RS',74
'BS','GB',13
'CH','PH',13
'FR','FI',7
'CF','US',11
'LB','AE',56
'KZ','US',5
'AM','US',48
'OM','UG',7
'NO','JP',37
'VN','MM',2
'IN','HR',54
'FJ','GB',73
'SD','GB',13
'SA','IN',93
'IT','EG',27
'HK','PL',34
'SI','NZ',1
'RS','DK',15
'MX','HU',5
'CA','BD',12
'CA','PT',41
'JE','GB',40
'CO','CR',15
'KW','CA',4
'CO','SG',13
'NL','CL',5
'AU','EG',33
'IN','PT',9
'PH','ZA',20
'NG','BD',37
'UG','KW',13
'PR','KE',6
'PA','MY',50
'FJ','NG',15
'TR','CU',87
'NP','BJ',2
'CN','GH',5
'FR','EE',1
'ZW','AE',44
'IE','SG',2
'VI','US',238
'AT','TR',4
'MZ','US',29
'NG','NA',26
'PA','PH',9
'MX','LS',2
'PA','GB',29
'MX','PL',20
'TR','SA',46
'KI','US',6
'PL','JP',36
'ES','DO',24
'UG','NG',30
'US','MK',30
'DE','ID',135
'GB','YE',1
'NG','PT',31
'KZ','SE',5
'CH','EG',45
'EG','SE',10
'SH','GB',1
'LB','PS',1
'JP','CL',7
'CR','NG',2
'MA','IN',8
'NL','DK',24
'KP','AU',8
'MA','CA',17
'AU','TV',10
'PF','US',28
'NL','BD',21
'IR','BE',1
'MG','FR',6
'PL','NG',27
'AR','UY',16
'NP','KW',14
'RU','PT',3
'CU','HT',10
'IQ','ES',4
'GH','DE',21
'FJ','FJ',37
'FR','VE',14
'TH','VE',5
'ZA','AE',5
'CH','TN',1
'BE','NZ',39
'CG','GH',57
'MA','CH',10
'ZW','AU',17
'IN','MV',16
'AT','IN',7
'CH','HK',34
'PT','MZ',12
'KE','ID',24
'SA','AE',78
'PA','BR',2
'KR','AT',16
'DK','ES',24
'NG','SE',19
'CN','PH',45
'PH','TW',10
'NL','ES',84
'JP','PE',4
'SI','DE',7
'BE','RO',9
'IN','CF',15
'CN','CU',250
'CA','BE',81
'AR','EC',16
'US','TV',27
'VG','NL',1
'JP','PY',4
'LB','DE',38
'AT','SE',6
'IT','IL',37
'NL','UY',10
'BE','VE',4
'AU','FI',35
'PT','NL',62
'AZ','AE',16
'RS','ZA',17
'PR','CA',76
'EG','TR',2
'DE','MP',7
'NP','NL',19
'NG','LR',21
'EG','MX',12
'DK','PT',11
'MA','MY',28
'DE','KR',15
'LB','JP',34
'TR','TN',5
'HK',None,9
'NL','NP',5
'CU','TH',2
'RU','CH',13
'VN','CA',34
'CZ','IN',29
'AU','MZ',3
'JP','HR',9
'MA','IQ',1
'ZA','LB',1
'DO','IN',18
'US','BG',28
'CL','AU',42
'SG','KW',1
'GB','DM',2
'NG','PR',12
'DK','MX',9
'CH','NP',15
'DE','AR',39
'LB','SA',69
'CH','RO',13
'TH','DK',8
'CN','DK',45
'TG','US',1
'MV','NL',1
'KE','NO',9
'US','DZ',32
'NZ','MX',34
'KR','SA',34
'CG','CH',20
'FR','CM',42
'DE','HR',62
'MC','AU',25
'ZA','HK',27
'US','KM',13
'CA','NC',1
'HU','CH',2
'KE','CL',3
'RU','IE',9
'IT','AR',51
'EG','DK',2
'IT','SA',71
'RU','EC',9
'NO','FR',4
'ID','BN',62
'BE','PK',10
'ES','HN',1
'AE','IT',11
'PL','AU',45
'JP','SG',60
'UG','MX',14
'SE','PH',5
'IN','TT',5
'ID','NZ',23
'PR','NG',4
'DE','LB',35
'BR','ZA',13
'CL','IN',19
'BE',None,11
'IT','PR',34
'ES','NG',75
'BN','OM',6
'IE','SA',3
'NL','RU',11
'TR','SK',17
'PH','AE',52
'DO','CN',8
'GB','SV',2
'VE','CA',41
'IN','MA',34
'KR','ZA',6
'RU','SE',6
'SG','PH',13
'DK','IE',13
'KR','BR',18
'PH','AZ',2
'CN','HT',6
'EG','FR',106
'HU','US',98
'EC','ES',7
'VN','AU',37
'MX','PH',26
'DE','UG',21
'CN','LA',6
'GB','DO',70
'SK','IN',8
'CA','TW',52
'FR','PT',39
'VE','GB',13
'VN','KE',45
'GH','ZA',48
'PL','SE',16
'CA','HU',17
'RU','SG',1
'AE','CA',7
'US','AM',9
'ES','IR',5
'JP','RU',9
'BS','BS',24
'AU','MP',18
'DE','EG',113
'RW','NP',2
'DE','MN',3
'AU','PE',25
'TT','GB',3
'HK','UM',36
'PK','MX',36
'AU','MA',40
'DO','CA',11
'US','LK',18
'HK','TR',52
'NO','KE',29
'KG','US',2
'NP','IN',65
'PH','MX',33
'LT','US',21
'ES','BR',36
'IE','NG',15
'EG','PS',11
'DK','AU',34
'IL','NZ',11
'CU','BD',4
'US','YE',7
'DE','MY',49
'CU','GB',9
'LB','DK',2
None,None,31
'IN','TV',8
'BE','PR',2
'NL','CW',43
'PY','US',44
'IQ','DE',13
'US','CF',27
'AT','RS',20
'GB','JM',52
'JM','AG',9
'KH','IN',18
'AR','KE',17
'NZ','FR',11
'CW','US',34
'AU','JE',3
'NG','KP',1
'HK','MA',18
'TZ','AE',1
'SG','FR',4
'TW','DE',17
'NA','DE',8
'TW','ID',15
'DJ','GB',33
'FJ','KE',37
'AZ','US',11
'TV','US',5
'CN','MC',10
'US','AL',19
'MA','GB',16
'CG','CM',19
'IT','RO',23
'NL','TH',2
'CO','JP',37
'NG','HU',8
'LI','SG',1
'MX','PK',1
'EG','PL',2
'UY','PE',3
'CH','PA',14
'UY','DO',3
'BR','PA',10
'BF','CO',52
'BJ','ZW',1
'ZW','TR',64
'QA','MY',12
'AU','CO',24
'PL','MC',5
'KR','SE',20
'SE','NL',48
'ID','PH',47
'QA','AE',5
'DE','MA',13
'CA','NA',15
'PS','NL',5
'CO','NL',43
'BE','TW',7
'ES','SK',6
'LB','IT',10
'NO','SE',51
'CM','US',59
'CO','TR',14
'US','LR',40
'KR','MT',1
'NZ','NL',9
'KR','TW',15
'NZ','ZA',34
'FR','TN',14
'MX','SE',110
'NO','TR',18
'IQ','GR',12
'PA','IT',1
'IT','NZ',16
'AE','IQ',1
'GB','IO',22
'RO','BR',1
'GH','CA',29
'SI','CN',10
'UG','NL',5
'HR','GR',14
'AT','IL',39
'CG','BE',24
'RW','AE',10
'BA','GB',1
'CA','DO',15
'PK','IL',6
'TR','SE',12
'PL','GR',20
'AU','CZ',3
'LV','LV',5
'PK','DK',6
'PL','CO',12
'TN','LB',6
'VN','SG',13
'GR','NO',19
'HK','PK',21
'GR','VN',3
'IE','NO',7
'EG','KW',9
'TW','GB',49
'CU','CG',22
'PH','AT',3
'AR','PY',48
'GB','VG',3
'VE','IT',24
'IT','GH',20
'JP','ZA',22
'MC','GR',14
'DK','RS',10
'IL','BN',5
'PA','CO',4
'LI','LI',23
'ZA','NO',54
'DK','ID',36
'PH','GR',10
'DO','GB',17
'TZ','SE',5
'GB','UG',112
'AU','SG',35
'FR','ID',23
'AE','JO',5
'MC','RE',1
'PK','GH',5
'CO','LI',4
'MM','IN',2
'BR','TR',30
'MX','IL',18
'MA','ES',6
'NP','PK',34
'AU','PR',32
'FJ','DE',3
'RU','CU',17
'ES','EG',14
'MK','GB',13
'HK','DJ',6
'KE','BD',25
'JP','CO',7
'ZA','CN',56
'IT','SO',1
'MY','NZ',17
'CN','NP',30
'SA','NO',6
'CG','MX',8
'CH','MC',5
'US','ER',1
'DE','VU',5
'NL','IQ',5
'MP','TZ',4
'DE','AQ',23
'TW','IT',20
'LB','VG',3
'PL','AE',4
'BR','ZW',3
'BH','BH',40
'AG','CA',2
'SE','PL',57
'DE','IR',15
'PL','IQ',1
'MX','GH',28
'KE','PH',36
'MM','US',24
'CU','DE',13
'PK','MC',1
'ZA','DO',1
'JP','BR',26
'IL','SV',3
'KE','AE',38
'CA','RS',11
'CL','LI',9
'US','JE',120
'CO','SA',9
'ZA','RS',2
'IN','ZW',59
'SG','GR',17
'ZA','PL',47
'DE','TW',17
'HR','IT',30
'DK','TW',14
'BD','EG',1
'PK','CO',13
'ID','KE',14
'ID','HK',33
'DJ','CH',3
'MZ','IT',7
'NG','MX',79
'NL','MK',3
'IL','AI',5
'HN','MX',1
'FR','DK',13
'ZW','DE',8
'DO','PR',15
'CM','GB',6
'PK','TR',51
'PT','AU',7
'DK','SE',43
'KR','PR',4
'KN','US',9
'CA','IR',29
'EC','CO',3
'RO','PL',2
'DE','SG',14
'CA','SI',27
'PH','AU',98
'NZ','GR',1
'RW','DE',6
'TV','NZ',1
'CA','ZM',15
'SG','MM',2
'ZW','NA',28
'CL','PY',3
'CA','CR',28
'MM','SG',25
'RU','KE',37
'EG','GB',31
'IE','MX',31
'JP','SA',7
'GR','PA',13
'PG','ID',15
'RS','GB',32
'BE','FI',13
'PS','CO',9
'PS','DK',3
'PA','SV',11
'DE','GH',36
'NA','HK',5
'JP','SI',19
'HK','NG',13
'US','LC',26
'AU','GR',17
'CL','IT',8
'PA','IN',85
'US','BO',16
'PG','FJ',27
'PK','DE',67
'US','LT',48
'PK','NZ',7
'HR','AR',1
'UY','CL',14
'CH','SI',11
'FR','LY',1
'DE','PA',11
'CZ','FR',3
'FI','CA',16
'EC','IT',1
'MZ','PG',5
'HR','PL',20
'LT','AZ',1
'IN','IL',38
'ZA','SE',6
'DE',None,7
'HK','HT',1
'MX','BE',22
'GB','IS',11
'KE','BG',1
'BD',None,3
'CO','CH',34
'IQ','DK',1
'BR','CU',22
'RO','JP',7
'TW','ES',54
'VN','IT',12
'MX','AE',16
'TH','ID',41
'ES','IE',24
'MR','ES',4
'VE','IN',28
'CG','CN',4
'MP','MP',33
'IR','GB',17
'NL','SE',23
'MC','AT',11
'PH','SE',2
'CU','NG',5
'TR','QA',15
'ES','KE',2
'PE','DO',2
'OM','GB',5
'HN','PH',1
'PE','CO',56
None,'TR',5
'HR','CA',42
'IL','GR',3
'KR','MV',1
'UA','RU',1
'AU','RU',35
'NL','PL',32
'MC','CA',23
'TW','PH',16
'JP','ML',2
'KE','JP',24
'MY','TN',4
'LB','KW',44
'AU','BM',13
'PL','CN',9
'CG','GR',7
'LU','LU',29
'LB','MA',1
'DE','DO',9
'FR','RU',16
'PH','IL',12
'SV','SE',1
None,'QA',3
'IQ','FR',10
'AR','AU',12
'PY','CH',2
'RU','MK',1
'NP','JP',17
'FR','EC',12
'AE','CN',4
'DE','PR',9
'SN','KM',1
'NG','ID',15
'RW','CM',54
'NO','TH',2
'IT','SI',19
'SE','FI',47
'MR','IL',1
'GH','BE',2
'PR','JP',12
'NP','GR',1
'ZA','GQ',3
'MX','CN',6
'GB','IM',13
'TW','NZ',15
'TN','DE',3
'AQ','CL',3
'TH','MC',8
'EE','US',5
'PL','RU',11
'KE','PK',7
'LI','DE',4
'PR','PA',4
'GB','GQ',2
'ID','CN',18
'IT','KR',18
'FI','PL',1
'RU','AR',49
'US','OM',50
'AT','BE',11
'TR','NO',19
'KE','CN',14
'GR','ES',6
'RU','AT',2
'CO','TH',30
'PH','KR',24
'BR','IE',5
'CZ','GB',36
'HK','NO',28
'IT','HU',27
'CR','US',32
'DO','CO',25
'TH','NZ',3
'DK','NZ',4
'PK','NO',4
'PS','GS',3
'BR','KE',11
'VN','IL',3
'JP','NZ',17
'SD','US',114
'IT','CN',41
'FR','CG',9
'BD','NP',26
'ID','IL',29
'CD','IL',1
'FI','AU',19
'BS','MY',1
'TR','KE',3
'PL','FR',20
'QA','BE',1
'SI','PL',24
'IN','SG',32
'BF','AR',1
'CG','MG',6
'ES','PA',55
'AT','NO',11
'ZA',None,55
'MR','PT',2
'ES','IL',9
'BR','AT',3
'CN','SO',2
'IR','CH',4
'AR','GB',59
'BE','AR',19
None,'CH',6
'US','BJ',52
'GB','BZ',1
'TR','BD',21
'CZ','AU',3
'HR','MC',2
'LB','BR',6
'CA','FI',25
'VN','PH',37
'BD','IT',17
'PK','KR',8
'US','BA',4
'KR','ZW',30
'FR','HR',1
'CA','EC',5
'SG','PL',13
'KE','IL',4
'SV','CR',1
'CN','HR',2
'EG','KE',5
'TW','TH',6
'BH','US',8
'MC','TR',119
'CH','KR',5
'AR','DO',6
'MA','DE',10
'HK','FI',29
'TR','KW',11
'PL','PA',24
'AU','TN',6
'IT','IQ',25
'FI','MX',7
'NL','CU',3
'NG','SA',58
'BE','ZW',7
'PK','BE',21
'AU','CW',3
'NL','TW',14
'ZA','CU',20
'NO','MY',22
'CO','NZ',31
'UY','NO',2
'ES','RE',1
'AT','AQ',10
'ZM','DE',2
'UG','GB',30
'GR','IN',16
'BR','NO',6
'TR','PK',10
'AE','NZ',2
'AU','DK',21
'HR','PT',4
'FR','DJ',13
'EG','NL',14
'ID','UM',1
'DE','NP',25
'CH','DO',11
'VN','MX',10
'KE','CG',2
'DO','VE',8
'RS','NO',13
'ZW','NZ',2
'VG','CA',11
'GB','KW',42
'NO','CH',9
'CA','CZ',18
'TH','NL',14
'IL','NP',20
'CN','IQ',2
'KE','GR',3
'IN','BE',25
'PY','CL',2
'IE','AU',63
'ZW','MX',22
'CN','SE',9
'CO','AL',2
'AU','RS',48
'ES','PE',25
'PR','PL',7
'ZA','CD',19
'BR','IL',11
'SV','VE',13
'CU','RU',27
'KE','FR',12
'ZW','VN',3
'NG','UM',10
'BR','BE',25
'RU','LS',1
'HT','GH',1
'BE','RU',21
'DE','PY',29
'PH','SA',19
'SY','US',25
'FI','NG',11
'UG','KE',51
'GB','MU',51
'EG','ID',3
'IT','MX',69
'CN','UY',4
'BE','KE',13
'IN','BH',8
'CY','TR',1
'LA','US',5
'PR','VE',22
'PG','IN',8
'CN','DZ',1
'ID','AR',26
'CG','MA',3
'SK','CZ',10
'RW','KE',4
'CU','AE',6
'SG','AU',9
'IR','IR',5
'NZ','FJ',2
'KE','SA',16
'PT','CA',27
'EG','PG',1
'DK','KE',29
'PA','VE',7
'ID','VN',7
'IE','NZ',11
'CA','BN',1
'RO','IT',8
'ES','ID',21
'TW','FR',4
'IQ','PK',21
'PA','AE',1
'CH','HR',7
'MX','TR',26
'KR','MN',2
'OM','US',15
'RU','CL',9
'AE','NG',35
'ZW','IT',7
'ES','CH',36
'BJ','US',23
'IT','PG',3
'SA','OM',50
'CN','FI',4
'BN','JP',1
'TN','FR',11
'BE','ID',3
'GH','KR',2
'TH','IE',2
'PH','BN',6
'FR','ZM',9
'SE','JP',23
'NL','GR',12
'CO','RS',13
'BE','TR',24
'PT','JP',4
'VI','GB',6
'NP','PR',1
'PY','ES',5
'KM','KM',3
'CN','DJ',6
'AU','CR',1
'DE','GU',1
'BR','AE',15
'KR','ES',25
'ZA','SK',8
'NG','BR',36
'CN','FJ',2
'AE','MX',2
'MY','JO',11
'US','SH',11
'MC','IT',18
'BD','AE',13
'TH','SG',18
'MY','TR',50
'KE','MP',1
'FI','CH',6
'BR','KR',13
'PK','FI',1
'AR','CH',3
'MZ','AU',1
'NL','AT',27
'NL','SI',26
None,'MY',4
'ZA','BE',29
None,'SA',5
'BR','ID',8
'PE','ES',12
'IL','VN',7
'JP','CH',18
'SA','KW',24
'SH','US',3
'TT','MY',4
'UG','VN',3
'SY','SY',1
'ER','US',5
'NP','DE',24
'ZA','NP',4
'FJ','SE',6
None,'LY',1
'RU','DE',27
'SG','NL',3
'GS','US',42
'PR','FR',3
'CA','UM',8
'TN','KR',5
'IE','CH',4
'MP','US',46
'CA','SD',6
'KW','GB',30
'PS','PH',2
'RU','IL',21
'CO','DK',31
'ZW','NL',22
'RS','PL',9
'HU','AU',4
'RU','IT',41
'VE','IL',3
'VE','RO',1
'MA','GR',13
'PH','CL',1
'VN','BD',5
'SE','AT',19
'BM','IN',9
'FR','BD',2
'CA','GI',1
'DJ','NL',2
'AE','EG',17
'EG','CA',22
'GB','PA',36
'BY','RU',6
'CG','EG',8
'QA','PH',3
'AU','LB',20
'PH','KE',14
'AU','DO',10
'GB','SK',18
'LI','NP',1
'IT','TW',18
'AE','AU',7
'ID','ES',24
'CL','ID',4
'CL','VE',36
'NO','MX',20
'CG','JP',11
'PR','ZA',11
'TZ','MZ',4
'DK','ZA',11
'IN','MU',6
'IL','PH',16
'FR','TZ',1
'US','UA',40
'ZW','MA',6
'GB','TT',7
'SV','FR',8
'AE','BR',1
'CN','PG',14
'PL','TN',1
'GB','PY',16
'HN','US',13
'PH','JP',43
'CH','NO',28
'PR','HK',3
'ML','CA',2
'CA','EG',65
'US','MM',34
'US','GG',33
'PA','ZW',2
'NG','NO',24
'VE','PE',9
'RU','TW',5
'RW','BJ',9
'HU','IN',1
'KE','KR',8
'BE','PE',11
'FJ','FR',2
'PK','SE',20
'VN','CH',3
'DE','CY',2
'FM','FM',1
'AR','BR',7
'FR','TR',16
'PR','PH',2
'CA','NP',27
'IT','TH',10
'FJ','CH',2
'BE','DK',14
'PA','NZ',2
'DK','CN',8
'GB','SY',4
'RU','FR',14
'SE','LR',2
'BR','JM',1
'CO','CU',9
'NO','NA',1
'PA','TJ',1
'TH','EG',3
'CR','DE',1
'HU','FR',3
'RU','BD',12
'AT','EG',6
'HR','IN',5
'TR','CO',6
'US','TG',5
'SG','HK',21
'JP','PR',20
'SG','NZ',2
'PG','UY',1
'BE','MD',2
'IN','IQ',8
'NL','MA',3
'SE','BR',6
'PT','PL',12
'RO','IN',2
'AU','UY',39
'PH','FR',5
'PL','ID',11
'BB','US',16
'BR','DK',4
'IN','RE',2
'HK','PY',3
'IT','NO',17
'TW','MY',12
'MZ','ZA',9
'NP','KE',5
'KE','HR',2
'PL','PT',16
'SE','ID',21
'RS','IT',32
'WS','IN',1
'AF','IN',14
'MX','KE',6
'PS','PG',2
'US','MT',7
'CH',None,3
'BE','MM',22
'BR','SA',7
'IL','CN',2
'LB','ES',2
'ZA','HR',1
'SV','IT',6
'ID','QA',32
'CH','SA',26
None,'AE',5
'LK','NP',7
'KH','FI',1
'CU','NL',18
'FR','KR',8
'ID','HU',3
'CU','SE',27
'RS','MU',1
'KP','IE',1
'DE','PS',5
'MC','BR',15
'AM','TR',6
'GB','PG',20
'CY','GR',11
'GB','AG',12
'VN','HK',4
'PS','CA',90
'TR','AT',31
'ZW','VG',3
'IL','PL',5
'AU','UG',2
'JP','PT',20
'IT','MN',1
'KP','IT',2
'PH','OM',2
'IT','PT',12
'IE','IL',17
'MX','KR',21
'IT','BD',14
'CA','DZ',3
'CG','NL',9
'GH','HK',3
'CA','RO',22
'NG','MC',25
'TH','AE',1
'AT','PY',1
'DE','TH',24
'BW','BW',4
'TL','IN',2
'HK','RU',35
'FI','DE',29
'BE','LV',15
'IS','IS',12
'MY','HR',8
'KR','PT',4
'LS','US',3
'CO','CN',3
'HK','PG',16
'MA','PH',1
'RS','BR',2
'CO','LB',1
'FJ','ZA',18
'CH','GH',5
'MX','CR',4
'RS','IN',2
'MM','DE',2
'PK','SG',28
'FI','IT',9
'KR','GH',5
'TW','KR',17
'AU','NA',5
'JP','EG',2
'LT','DE',2
'EG','AR',3
'SA','MX',6
'US','TL',15
'FR','DZ',5
'CA','SR',2
'BY','DK',1
'NG','AR',28
'CG','MU',8
'CG','DE',26
'EG','CO',5
'IT','AE',9
'PK','TH',4
'CG','DJ',11
'JP','NO',13
'CO','BN',6
'NZ','KE',16
'UG','PS',1
'ES','KR',13
'GH','JP',2
'BM','ID',2
'SG','ZW',3
'CO','ID',14
'MC','SE',4
'FR','SE',18
'SK','GB',24
'ES','EC',9
'CZ','PR',2
'CZ','TW',11
'NG','UA',2
'TH','HU',19
'NO','ZA',8
'ZA','TZ',11
'VE','NG',6
'US','GY',5
'MY','NL',14
'MY','CO',2
'BY','IN',1
'CA','TC',4
'PK','ID',36
'BR','PH',1
'TW','SE',3
'SE','TR',8
'VN','BS',1
'UG','GH',8
'DE','LV',1
'US','IO',27
'GB','LV',5
'CA','LR',4
'CH','HU',7
'PE','KE',1
'MX','SG',36
'CA','KR',37
'NO','VE',2
'PH','NG',9
'CZ','AT',12
'IE','TH',2
'HK','PR',14
'AQ','PY',3
'TZ','MP',3
'GB','ME',1
'SE','GH',5
'MA','UG',1
'IE','BE',16
'CN','NO',9
'GE','US',7
'KE','IR',1
'MY','PA',1
'MY','SK',3
'LK','CA',1
'KR','MR',1
'ES','CU',37
'CG','KR',3
'PR','CH',2
'SA','AU',45
'IN','PR',10
'IN','AT',4
'AF','GB',10
'IQ','NO',13
'KE','PE',2
'TR','CN',4
'ZW','GQ',7
'CH','FI',14
'SE','KE',4
'IT','ZW',22
'TR','CL',5
'GB','GM',13
'IT','OM',7
'FR','RE',3
'CA','ZW',7
'PE','JP',6
'MX','EC',56
'NZ','BD',5
'IN','MN',1
'BA','US',1
