i,j,count
'CL','EC',2
'GB','LY',3
'CL','CO',10
'MA','ID',7
'DE','CU',16
'PR','DO',10
'BR','NG',3
'AF','DO',5
'CH','CZ',5
'IR','PK',7
'CN','OM',3
'PH','RS',3
'MG','US',13
'TL','NZ',1
'PS','SE',9
'MC','CH',10
'IE','PT',6
'VN','DE',12
'HK','MV',12
'TZ','RW',4
'CR','GB',6
'SE','SI',2
'TR','RO',24
'PA','PK',5
'FR','PH',13
'FR','YT',17
'HK','GH',20
'GU','TW',1
'HK','QA',15
'FR','AT',3
'TN','TN',13
'DJ','CM',5
'MY','TW',9
'PK','FR',6
'JP','TH',23
'UG','IQ',1
'GB','ZM',13
'IT','EE',3
'RS','TR',12
'KR','LB',3
'US','KP',21
'MR','US',16
'NG','TH',3
'RU','HK',5
'DE','CN',21
'ID','CO',12
'PA','AR',15
'NG','BM',2
'PL','HU',21
'BE','BR',20
'GR','TR',3
'VN','VE',4
'GB','SR',8
'AU','PF',1
'NZ','GH',3
'MY','ZW',24
'VC','CA',4
'CZ','CL',3
'GB','MK',3
'GB','MV',6
'GB','MW',1
'HK','PT',7
'IL','IS',1
'GH','FI',1
'QA','KE',2
'SV','AU',3
'IL','TH',1
'EG','BE',11
'LT','LT',5
'NZ','SA',5
'CH','UG',2
'FR','CD',2
'MK','US',6
'CL','MZ',2
'MY',None,9
'US','MD',11
'GB','TC',5
'GB','BH',4
'TT','DE',11
'DO','CU',14
'CN','CL',7
'KR','SI',11
'PY','NL',1
'PR','TT',2
'CM','IT',4
'NO','PT',2
'GR','CN',13
'KR','VE',24
'TW','CL',3
'IQ','PT',2
'HU','CA',2
'PL','CH',14
'MR','CN',2
'NA','ZW',10
'AI','GB',1
'RU','BE',6
'IQ','CA',18
'CH','LI',7
'GH','PK',4
'IE','ES',24
'GQ','GB',4
'RW','PL',10
'GH','CM',1
'PK','IE',14
'CL','SG',6
'SE','DK',31
'HK','BT',3
'FR','RS',4
'IR','PF',1
'TN','EG',22
'KW','TR',4
'MV','BD',1
'US','NC',18
'ID','SE',17
'GR','CH',8
'VN','FR',4
'CL','ZW',11
'JP','AL',1
'NG','PA',28
'IE','IO',1
'MV','EG',4
'US','TM',6
'TH','VI',1
'CA','MA',15
None,'ES',2
'TR','PH',6
'IL','PS',5
'NZ','ES',17
'VN','PL',15
'TZ','FR',2
'NA','CN',13
'CG','TW',3
'FJ','PR',8
'JP','MP',5
'JO','AE',9
'CZ','IT',4
'AT','CN',15
'TW','TR',11
'PH','KW',7
'HK','HU',11
'ID','RU',21
'US','KN',8
'DM','GB',1
'AU','HU',6
'IN','SI',3
'BM','AU',6
'MY','AG',9
'TT','TH',4
'KH','MY',2
'JP','SO',7
'TR','EG',4
'CH','IR',17
'BE','TN',29
'PT','CO',9
'GB','TN',7
'AU','TT',1
'VN','CN',17
'PT','MU',1
'PT','FR',12
'NL','RS',13
'EG','GR',1
'JO','MY',4
'MY','SG',27
'IE','KE',3
'PL','SD',9
'SE','TH',27
'BR','AZ',2
'JP','NP',11
'AU','VN',6
'ID','IR',2
'AR','IT',16
None,'CA',8
'FR','LB',21
'GB','UA',2
'AM','FR',4
None,'CN',1
'AT','TT',7
'IT','EC',3
'GR','AR',1
'RO','SE',10
'PS','CL',2
'NO','NZ',12
'AT','JP',17
'TZ','UG',7
'GB','FJ',2
'RU','TR',7
'MY','MC',4
'AT','SA',3
'AE','JP',7
'RU','PY',5
'PT','SE',5
'VI','IT',1
'TZ','IL',2
'NO','BD',1
'HR','CH',21
'NG','BW',1
'NZ','PL',3
'ZA','PH',10
'ZA','IQ',3
'EG','NG',3
'CN','KW',4
'ZW','UG',16
'IE','IT',27
'TR','HR',11
'IL','ME',1
'AF','PK',1
'IT','VN',13
'UA','AT',1
'AT','PH',3
'PL','RO',3
'HK','SO',7
'PG','SE',1
'PG','FR',3
'SE','GM',2
'IM','AU',1
'RW','IN',8
'MU','ZA',1
'US','SZ',12
'HK','AT',11
'CG','FR',23
'GB','UY',11
'CH','BR',12
'KN','KN',11
'TZ','IE',1
'PG','ZA',4
'VN','BR',11
'MA','GH',2
'KH','IT',2
'JP','FR',25
'KP','LB',1
'RU','PH',34
'FI','HK',16
'DK','RO',16
'VE','CR',7
'SY','IN',27
'JP','ZW',5
'RW','CN',1
'NO','ID',4
'SK','PL',4
'IN','PA',16
'VN','ID',22
'NO','HU',3
'IL','LT',2
'BE','CZ',3
'CW','NL',8
'BB','GB',3
'GR','IE',6
'US','WS',14
'LB','IN',6
'AU','LK',12
'CO','HK',6
'CN','SN',1
'LK','CN',1
'BF','US',14
'PR','NZ',2
'US','BF',2
'CG','VN',3
'GB','KM',4
'CH','UM',4
'BW','ZA',2
'MA','HT',1
'SG','BH',2
'DZ','IN',3
'MY','ZA',18
'ID','MP',11
'PK','KE',33
'AR','FR',10
'PT','ES',13
'SN','AU',1
'PS','BE',1
'GR','AU',12
'EC','MX',15
'VE','UY',1
'TN','CA',13
'AU','ZW',1
'NL','CM',2
'BE','TT',5
'ZA','DK',8
'AU','LI',2
'BD','ID',4
'NL','KW',2
'PA','CL',3
'IN','FJ',2
'AT','CZ',17
'NP','SA',3
'RU','GR',6
'TZ','ZM',2
'JE','US',6
'PK','BH',3
'NL','MC',2
'PS','BD',2
'RU','SA',2
'DE','CM',8
'CH','PE',13
'IR','IT',5
'AU','LT',2
'BQ','US',1
'CU','HN',3
'IN','PN',4
'JO','MX',1
'ES','KH',2
'NZ','PK',10
'GR','SI',28
'GG','IN',3
'CA','EE',4
'GM','GM',2
'JP','LY',1
'DK','KZ',2
'BE','LU',3
'MR','GB',1
'ZA','FI',7
'CM','CA',8
'MY','KE',7
'KR','MK',2
'MY','BR',12
'PY','MX',5
'HR','JP',3
'BR','NL',33
'SV','DK',5
'PH','HK',45
'CA','CG',1
'BR','HK',11
'RU','NL',12
'CN','AS',1
'KW','CU',3
'RO','MK',1
'DM','US',5
'SC','US',2
'PR','CO',14
'EG','ZW',5
'CL','HK',5
'EC','DK',1
'EG','TZ',11
'KR','MA',3
'ZW','BE',3
'MX','HR',2
'BE','MG',1
'JM','JM',6
'ES','AL',1
'HK','TN',7
'TW','NG',16
'GB','GU',3
'MM','KE',3
'NO','DK',10
'GB','TJ',14
'DE','MC',22
'IQ','TR',2
'PL','ZW',10
'JO','DJ',3
'AU','IL',10
'VE','TR',4
'GR','TZ',1
'SY','EG',1
'SE','PT',3
'AE','UG',4
'GR','FR',13
'PL','CU',5
'PH','ES',4
'TR','IQ',2
'BE','SI',5
'SA','NL',4
'AT','KE',4
'FR','BH',1
'DK','CZ',1
None,'DK',1
'PR','IT',3
'BB','IN',3
'CO','UY',1
'MU','US',8
'CN','AT',1
'HR','BR',9
'GB','HN',2
'KZ','KZ',12
'CH','ID',22
'ZA','IL',4
'PA','FR',6
'IR','ES',3
'BJ','CA',1
'IS','PH',2
'IL','CY',7
'NP','TH',1
'CF','MW',1
'TJ','DE',2
'BM','BM',3
'HT','CA',4
'CH','TZ',5
'FR','PR',14
'AU','LU',2
'PR','TR',5
'TT','MX',2
'CG','UG',10
'MY','AR',1
'MX','ZM',2
'UG','SE',4
'TZ','IN',12
'PK','SL',1
'PS','MY',2
'BM','ZA',7
'IT','PE',4
'AU','EE',6
'NL',None,4
'SI','PA',1
'AE','PH',8
'RU','RO',3
'IE','MC',1
'FR','PE',3
'IL','MU',5
'CY','SE',1
'RE','FR',2
'PK','BR',8
'CN',None,8
'CN','RO',8
'ID','GR',14
'SE','RU',5
'IN','CL',7
'NG','CZ',1
'BJ','NG',23
'MY','CN',13
'HU','HK',6
'KE','PT',3
'NA','CH',2
'EC','ZA',4
'TR','RU',3
'MZ','HK',4
'SG','NG',8
'MY','PL',3
'IE','PL',7
'LA','KR',4
'RU','CZ',2
'IQ','BE',2
'ES','SV',10
'KR','KH',3
'FR','VN',2
'BR','CN',11
'BI','US',2
'LB','PK',15
'IN','AR',17
'KR','TR',16
'IL','AL',2
'SG','MY',2
'NL','EC',1
'NO','BE',3
'DE','TZ',1
'CN','QA',1
'HU','LU',1
'TR','BA',2
'ES','CN',14
'PL','MX',20
'NO',None,1
'FI','OM',1
'VE','CH',4
'MY','RU',22
'FR','VI',5
'IR','NL',5
'GH','IN',16
'ES','ZA',25
'ZA','AR',16
'SG','CZ',2
'CO','MA',12
'PK','EG',10
'CO','NO',13
'RW','BN',1
'US','BQ',3
'TR','ZA',1
'FR','TH',12
'AR','NL',2
'ES','RO',5
'AG','ID',6
'GB','DZ',13
'MK','BR',1
'ZA','BB',1
'CN','LT',2
'TT','FR',10
'IN','RU',35
'ML','US',10
'AZ','PL',1
'QA','PK',11
'VG','FR',1
'BA','BA',5
'TH','FI',6
'AU','SI',32
'JP','AT',4
'PK','TW',1
'IS','US',8
'MG','MX',3
'CN','SL',1
'MK','MK',12
'AU','IQ',13
'SE','CH',9
'RU','BR',8
'US','RE',17
'SD','MY',1
'BE','ZA',16
'QA','SA',3
'SA','PS',4
'NZ','IL',8
'SL','US',3
'CA','MV',4
'DJ','CA',7
'MX','SD',2
'UG','ZW',1
'ES','TW',6
'GR','RO',19
'DK','PK',17
'PG','BE',2
'SG','BR',3
'MM','GR',1
'VE','DO',11
'TR','FI',4
'PK','TJ',11
'PK','AR',2
'MU','CA',2
'CA','VN',7
'HK','AG',11
'FR','CL',2
'SO','US',3
'JP','KG',1
'VE','PR',4
'CU','JP',12
'ZA','ZM',18
'RU','LB',4
'DK','CY',2
'US','ET',2
'HU','BE',1
'GR','AE',2
'CM','SE',1
'NL','PE',1
'ES','GH',3
'CA','MG',5
'SV','GR',2
'IE','HK',6
'CA','LA',8
'ES','HU',4
'PA','CU',5
'IT','SK',6
'YT','CM',1
'ZM','ZA',3
'CO','PL',15
'GB','LI',2
'FR','IE',13
'IQ','CH',7
'BE','MY',8
'AG','AI',2
'PE','IT',3
'BB','BS',1
'AR','PH',2
'JP','FI',2
'CR','MX',1
'LU','GH',1
'CA','KW',6
'SG','SE',6
'LB','CH',12
'JM','VC',9
'BM','MY',3
'PK','PR',9
'NL','ZW',6
'CN','JO',1
'DO','MX',12
'TZ','SA',2
'PS','MX',10
'SE','RO',4
'MX','BH',6
'CA','QA',2
'BJ','MA',4
'AU','KR',7
'ID','UY',1
'GM','GB',7
'AT','HR',1
'NL','RO',1
'KZ','JP',2
'NG','DK',4
'CN','JE',1
'IT','JE',2
'AZ','IN',2
'CU','RS',10
'AR','JO',2
'HR','AT',10
'FI','AQ',1
'JO','KW',3
'PT','TV',1
'IT','LV',1
'UA','PL',2
'GB','EE',15
'CY','IT',2
'FI','BE',10
'IE','FR',12
'CA','BJ',11
'ID','BD',1
'KH','TN',4
'BR','BH',10
'IT','CZ',7
'GH','AU',17
'BM','TW',2
'IE','RO',3
'SV','CA',4
'IN','KG',5
'KR','CM',2
'PR','RO',3
'AR','NG',7
'PT','BE',7
'UA','US',10
None,'HR',1
'CO','IR',1
'LB','RO',6
'ZW','PH',18
'RU','CM',1
'IN','PY',4
'AZ','AU',1
'CF','NG',8
'QA','IQ',6
'ID','PG',12
'TZ','GR',3
'HK','GR',5
'BR','PG',2
'CG','PT',1
'TH','ZA',5
'IQ','SE',2
'TW','AT',8
'NO','PH',8
'SA','IT',10
'CU','CR',8
'HK','KR',17
'AR','MY',1
'MA','MX',11
'TF','FR',1
'DE','UY',3
'ZA','MA',1
'GB','LR',4
'KE','CM',9
'AR','PT',2
'TR','NP',1
'PG','NZ',3
'SK','TZ',4
'PR','LB',3
'RU','IQ',4
'DE','JM',3
'IL','KP',2
'JP','BE',3
'LB','YE',1
'IR','ID',1
'IT','HT',1
'RU','PK',7
'PA','NO',8
'BD','MY',1
'GU','AU',3
'SE','GR',17
'DE','CL',21
'MT','GB',5
'IE','JP',2
'CW','KR',1
'UY','RS',1
'DE','PG',6
'AE','CH',3
None,'XK',4
'IN','LY',2
'MV','MY',3
'SK','CH',1
'CG','TH',1
'BE','RS',2
'PL','DK',9
'GY','GY',5
'PR','AR',11
'CA','BW',1
'TC','IT',1
'PL','KR',13
'NG','KH',2
'BJ','BJ',12
'NL','HU',6
'EC','DE',6
'ES','SA',5
'AQ','AQ',2
'FR','EG',11
'MX','NO',9
'TW','SO',1
'CA','VG',16
'SG','ES',5
'HK','BM',14
'AE','OM',10
'GH','IT',8
'SE','TZ',3
'AI','AU',1
'PS','TR',4
'FR','JO',8
'PY','GR',1
'MZ','IN',2
'NP','IT',2
'DE','LU',6
'HT','VE',1
'KP','GB',9
'BS','IT',2
'ZA','NZ',9
'BR','CH',8
'FR','KH',2
'FR','PG',1
'CN','EC',8
'AU','NP',5
'TW','CY',1
'ZA','UA',1
'PS','IT',4
'ZW','FR',9
'SI','PH',1
'SG','EG',2
'IT','CY',2
'GQ','ES',4
'CD','US',3
'CU','EH',3
'UZ','US',3
'GB','KH',3
'PT','IT',11
'SA','ES',2
'RU','UG',6
'NO','RS',1
'NG','CR',1
'CH','GD',1
'TT','BJ',1
'AU','OM',1
'CU','SA',3
'DE','UM',2
'MY','PK',5
'AU','IR',7
'PE','TH',2
'GB','MR',17
'GR','RU',12
'HU','DE',14
'SG','AR',3
'KR','RU',2
'FJ','IT',2
'TZ','SL',2
'GB','BB',21
'CH','MZ',3
'GG','GB',5
'CH','EC',5
'GH','PH',1
'MZ','NL',1
'CH','NZ',10
'CZ','PT',3
'NP','CA',8
'VE','FR',4
'AE','MA',1
'IN','QA',16
'CA','TT',2
'UM','PA',1
'GR','SK',3
'KR','CY',1
'PY','MZ',1
'HK','CZ',4
'UG','IN',9
'NA','CA',4
'CA','CD',2
'PA','EC',2
'BR','SG',2
'IL','PT',12
'NZ','CH',3
'CU','DK',3
'IN','PF',2
'SE','EC',2
'PE','AU',2
'KI','CA',2
'PK','HR',3
'ID','AG',4
'HU','SI',1
'PE','IN',2
'PL','VE',2
'ES','PK',3
'BD','RE',2
'MX','RS',1
'IL','LY',1
'NZ','VN',3
'BD','KH',1
'YT','US',3
'MX','BO',6
'TH','KH',3
'SE','PE',2
'PG','GB',6
'TR','JO',1
'NO','HK',3
'LR','US',23
'SK','RO',1
'BJ','HT',1
'PL','UA',3
'CU','NO',2
'NL','BQ',6
'GB','VA',7
'PE','CL',5
'TR','IE',5
'IT','KE',7
'MM','ZA',2
'AU','CD',8
'CA','UA',1
'SE','RS',17
'CU','GH',9
'NG','CO',7
'AU','QA',3
'CG','CL',3
'GR','UY',1
'CA','KY',1
'PA','SG',9
'LA','GB',3
'JP','IQ',12
'ID','HR',5
'AU','MM',10
'BR','ES',21
'VN','GH',11
'GE','DE',1
'ES','JO',3
'KE','TR',3
'FR','PY',9
'LB','SE',6
'AQ','ES',3
'SA',None,1
'TH','ES',3
'CM','DE',7
'EG','RU',3
None,'BE',5
'PT','ID',5
'EG','IR',1
'AZ','DE',2
'NZ','PY',1
'KR','KE',8
'TN','NO',2
'FR','IL',8
None,'JP',2
'LA','PG',1
'CD','FR',9
'CA','PE',10
'MZ','LB',2
'AE','MY',5
'RU','GH',1
'CA','PY',4
'FR','NZ',25
'NZ','TW',6
'PL','MY',5
'SE','TW',3
'NL','BG',6
'ID','TN',4
'BE','UG',1
'HU','ES',2
'KW','PS',1
'JP','SE',7
'US','VA',7
'QA','ID',2
'MU','DE',2
'IN','AG',1
'BE','GH',3
'LB','GQ',6
'BF','GB',2
'CZ','SI',2
'JO','MM',1
'TR','AR',6
'CU','FI',2
'BE','JP',11
'SE','SA',12
'YT','RE',1
'VA','VA',1
'QA',None,3
'IE',None,1
'CW','TR',1
'CA','MU',8
'PL','MU',2
'AE','DE',5
'IN','BT',1
'SA','CH',1
'ES','CR',4
'US','PN',4
'NG','CH',26
'IE','TZ',2
'JP','LB',10
'GM','US',6
'CN','UM',4
'JO','IN',1
'TG','ZW',1
'IL','IQ',22
'BD','JP',4
'PR','RW',4
'FR','GF',2
'RU','NG',7
'BD','GR',1
'JP','IL',4
'KE','PL',1
'ES','FI',2
'UZ','GB',1
'FI','ID',7
'GG','JP',1
'NZ','CU',6
'HK','IL',6
'FJ','HK',7
'CA','AG',8
'CZ','CO',3
'LT','GB',3
'CO','LT',4
'SA','BE',4
'GB','AI',6
'CH','IL',17
'FR','UG',8
'ZA','LC',1
'CN','JM',5
'ZM','US',7
None,'NL',3
'IL','VU',7
'CN','CF',3
'GR','PH',3
'IL','RU',6
'IT','PF',8
'BS','ZA',1
'GB','LT',6
'DE','SK',6
'KW','MX',4
'RW','TZ',1
'PS','PK',1
'SK','DE',2
'GH','CN',7
'AU','SK',4
'IL','GH',5
'SN','US',3
'EG','AT',2
'NZ','TZ',1
'ES','PL',20
'VE','ZA',9
'GF','US',2
'HK','AR',6
'NZ','NG',1
'IN','CM',1
'CH','KW',3
'TR','BM',7
'GB','MM',10
'KE','TN',5
'IT','NP',9
'NG','HK',4
'CH','VN',7
'BR','CZ',4
'MZ','JP',1
'CA','BM',6
'OM','AE',5
'US','AO',2
'FJ','MX',4
'IS','GB',7
'DK','CO',2
None,'NG',6
'CG','UA',1
'DK','MY',2
'NO','RU',2
'ES','BD',5
'SN','BJ',3
'MX','UM',8
'AQ','VE',8
'KE','VN',9
'DE','LK',1
'SA','JP',3
'CU','HK',2
'TZ','CA',3
'CU','AT',3
'CH','MA',8
'ET','US',3
'CO','BJ',1
'FJ','KW',2
'RU','JO',1
'AE','PS',2
'KP','EC',2
'FI','NL',11
'BE','AT',6
'MW','CH',1
'HR','TN',1
'CG','YT',2
'GB','SD',19
'DO','ES',8
'CN','MN',4
'AU','AS',4
'RU','CO',13
'VC','VE',5
'AU','DJ',1
'RU','MC',5
'BE','PH',4
'SE','PK',12
'CA','VU',1
'CN','PA',1
'AU','AI',3
'RW','IT',2
'DK','TH',1
'CA','CM',3
'IL','SK',13
'EG','QA',7
'AT','PE',1
'UG','CH',4
'FI','SN',1
'KZ','CA',4
'CL','MA',1
'DE','MD',2
'JP','GF',1
'PR','UM',1
'BS','CN',1
'KG','PK',1
'QA','CA',1
'PH','MG',2
'IN','LA',19
'ZW','VE',1
'ID','AT',9
'PS','BR',4
'KE','EG',5
'OM','LB',2
'KR','FI',1
'KR','RS',2
'TV','AU',8
'NG','SL',1
'KW','AE',6
'EG','PK',6
'IT','UG',6
'AU','JO',7
'IT','FI',9
'ID','BR',17
'CA','KG',1
'CF','SE',2
'CG','QA',2
'AU','RW',1
'TZ','ZA',10
'JP','MG',3
'PK','EC',1
'GR','KE',15
'OM','SA',4
'LY','AU',1
'VN','KR',7
'IN','RS',3
'NO','CN',2
'EC','GB',10
'PK','VN',6
'EE','TR',1
'IE','BR',5
'NO','MZ',2
'AU','GU',3
'NG','JM',12
'SA','CN',1
'PT','SK',1
'ES','DJ',2
'IO','US',1
'PK','KM',1
'TR','ZW',2
'IE','JO',1
'PS','IN',4
'BE','CN',7
'GR','IR',1
'AF','US',5
'MX','HN',1
'KW','MU',2
'MA','AE',5
'CN','CD',1
'NZ','ID',3
'VE','VC',2
'SI','CA',8
'JP','MA',1
'AU','TJ',1
'MC','JP',9
'PR','MY',4
'GB','CG',2
'CH','VE',1
'MC','RS',3
'RO','SI',1
'CL','AT',2
'CN','SI',1
'CZ','TR',1
'PL',None,2
'TJ','PK',4
'AU','MV',6
'AG','FR',2
'UM','GB',4
'TH','ZW',1
'CH','KZ',1
'PT','CU',2
'NL','CZ',2
'AM','DK',4
'CN','RS',1
'NL','RW',1
'IN','GR',7
'MY','IL',3
'PE','ZA',1
'CG','TR',2
'BR','CL',5
'PT','NO',2
'KE','SY',1
'MX','UY',19
'ID','MZ',1
'DE','VA',2
'AG','CH',1
'IE','GR',8
'BR','PR',8
'BE','TH',8
'MY','MU',1
'EC','FR',2
'NG','IR',2
'NZ','SE',9
'KH','KW',1
'CO','BF',2
'TN','JP',3
'UG','NA',1
'SD','ID',3
'PG','CN',4
'TH','MU',1
'BS','BM',1
'LV','GB',3
'JP','IE',4
'NO','NG',11
'AM','GB',5
'NG','PY',2
'NL','PG',3
'CG','PK',8
'KE','SO',5
'PS','VE',1
'SA','IR',3
'MK','DE',1
'AT','FI',4
'SI','IQ',1
'CN','IS',1
'GR','LU',4
'NA','SE',2
'MR','CA',1
'SG','SV',1
'MY','VN',3
'RO','DE',5
'CA','BG',1
'MA','SA',9
'KR','BE',2
'DE','FJ',1
'PS','ID',5
'MM','KR',2
'CO','SI',2
'MV','AU',2
'PL','FI',3
'CU','AG',2
'KY','US',9
'CA','YT',1
'BR','VE',12
'NG','LB',4
'SE','KW',3
'MZ','GB',2
'EC','AE',3
'VI','CA',10
'CO','NG',3
'BR','MY',2
'BD','IQ',3
'PR','VI',2
'CA','TV',1
'MY','UY',1
'RU','EG',2
'AT','MX',4
'TN','MX',1
'ES','CZ',2
'NZ','PG',8
'PS','MV',1
'NL','MZ',2
'HK','CY',4
'VN','NL',1
'PK','CU',2
'ZA','MC',1
'FJ','CO',3
'IT','DK',14
'CN','CW',1
'PR','RU',1
'AZ','PH',1
'ZW','JP',7
'BD','DK',1
'SA','PL',3
'DK','KR',5
'AU','YE',1
'GU','PH',7
'CF','GB',1
'MY','IE',5
'DE','VI',4
'GH','ID',2
None,'FR',5
'KP','KR',3
'BE','HK',5
'JM','TT',4
'UY','GB',5
'KP','CA',14
'IL','MP',2
'QA','IT',1
'PA','NP',8
'LI','NO',1
'SK','IT',2
'BE','MA',5
'CZ','FI',1
'MY','BD',11
'US','GM',3
'PH','MV',1
'SE','VN',3
'ES','LB',2
'TW','DK',10
'AF','TW',1
'DJ','AR',1
'BN','CA',2
'LT','TW',1
'MM','CA',5
'CO','MY',15
'IT','MC',6
'ID','LB',1
'MP','CA',2
'KW','KE',3
'EG','UG',1
'BS','DE',1
'CG','SE',5
'RS','HT',1
'MR','CO',2
'VE','PT',5
'RU','FI',5
'GB','YT',1
'DE','MR',1
'KE','MW',1
'ID','PL',2
'AR','IE',5
'HR','ES',3
'AT','ID',2
'MM','JP',6
'PT','GH',2
'VG','BS',2
'IT','UM',1
'SG','MU',1
'DE','LA',1
'FR','GH',5
'AR','ID',1
'VI','PH',1
'GE','TW',3
'NG','IL',2
'HU','HU',6
'SV','PY',2
'AT','DK',7
'MR','BE',3
'TR','TH',12
None,'ZA',7
'BS','CO',2
'LU','IN',1
'PS','CH',4
'NL','VE',2
'MP','VE',1
'PK','LB',18
'TM','US',2
'SS','GB',1
'PA','PR',3
'MU','TW',1
'LU','CH',1
'TR','TL',1
'VC','NG',2
'DE','AX',1
'CA','JO',4
'NP','TN',6
'SA','CU',2
'MY','MA',3
'CA','CY',3
'PE','SI',1
'TH','KW',7
'NZ','MU',1
'CH','CM',2
'VN','PK',6
'SO','KE',3
'JO','ID',5
'TN','MY',2
'CL','AE',1
'MA','BE',2
'PL','KH',1
'BE','DJ',6
'GB','KG',5
'EG','NZ',2
'GL','BE',1
'ZW','GM',3
'GB','MG',2
'ZA','JM',17
'GB','AQ',3
'NG','BE',6
'CG','PR',1
'BD','MX',4
'DE','CD',1
'PS','TH',1
'KE','BW',5
'VN','IQ',2
'KZ','PL',1
'CU','KR',6
'NO','PY',2
'ZA','PA',3
'GH','NO',3
'MP','GU',2
'CF','AU',1
'US','ME',2
'RS','FR',2
'RS','LB',1
'PE','CH',4
'PL','SG',2
'PH','BM',2
'AT','BS',1
'PL','PE',2
'ES','NZ',5
'KE','SE',8
'TR','BR',9
'US','MN',7
'GR','PT',3
'CU','CH',3
'EC','PG',1
'MX','SI',14
'CM','MA',1
'HT','FR',1
'JO','QA',2
'GB','AX',6
'CO','NP',1
'PK','OM',21
'SO','IT',1
None,'HK',1
'CH','TJ',1
'GB','KN',6
'ES','SG',2
'DE','AI',3
'LB','MX',3
'AR','GR',1
'AL','US',1
'LT','RU',1
'ZA','SV',2
'HR','FR',1
'LB','VE',1
'BD','ZW',2
'GB','SN',3
'BN','MY',12
'PY','AR',3
'NZ','BE',4
'CA','JE',3
'VN','JP',2
'AU','BS',8
'MU','RS',3
'TR','MC',1
'KE','CU',8
'ZW',None,3
'GB','CF',7
'EG','GM',2
'CZ','PE',1
'SE','IR',5
'SE','TT',1
'IE','ZW',2
'CY','US',10
'MX','CF',3
'CA','DJ',4
'GR','AT',3
'ID','FI',2
'CF','KE',3
'PN','US',3
'BO','CO',1
'IQ','IE',4
'HR','NL',11
'VN','PY',1
'KH','CA',2
'KW','IT',7
'LV','US',6
'MY','HK',10
'AU','MU',1
'IT','CW',1
'MU','KE',7
'PK','PT',9
'PE','IE',1
'IL','EC',2
'TN','IS',1
'LB','LY',4
'NO','KI',1
'PR','BE',1
'BS','GR',2
'PH','MP',1
'YT','CA',1
'CH','SV',1
'CN','BN',6
'IN','RO',1
'TN','GH',3
'JO','VE',1
'HK','KY',1
'LT','FI',1
'DJ','PA',2
'FR','SI',3
'TT','CA',2
'FR','RW',1
'ES','VU',1
'IL','PR',2
'LR','PK',1
'ZW','TC',2
'BI','KE',5
'LB','FR',3
'CA','KH',4
'KW','CH',1
'JP','JM',1
'KW','JO',3
'ZA','KY',1
'LB','OM',7
'IL','TW',2
'JP','TC',1
'RW','UG',4
'CU','AU',2
'AT','PT',1
'CL','CH',1
'SA','MA',6
'AS','CA',3
'TZ','TR',4
'FR','MR',3
'ZW','RW',2
'BQ','NL',4
'AU','TH',11
'CG','ID',4
'JP',None,3
'LB','HR',7
'PK','NP',2
'AR','CU',6
'TW','NO',3
'PK','PL',2
'SK','ID',4
'MY','GH',1
'EG','PR',1
'PK','CL',2
'CU','PE',7
'NL','HR',2
'KW','OM',4
'NG','PH',14
'IL','TR',15
'NO','BR',7
'PS','NZ',9
'MY','NP',2
'AU','GQ',1
'KW','IL',1
'NG',None,2
'LB','GU',1
'HK','PF',7
'NO','IE',8
'ES','BS',6
'PH','BR',3
'SV','ES',3
'DO','IT',1
'DE','LT',2
'WS','NZ',1
'PY','HK',5
'LI','BR',1
'GU','IT',1
'ZW','IE',6
'MX','RO',1
'HK','DO',2
'GB','OM',2
'SN','DJ',1
'ZW','BW',1
'ES','UG',1
'SI','BR',2
'NP','CO',5
'BR','MZ',4
'IE','BN',1
'CA','GT',1
'IR','NO',2
'VN','TH',1
'SE','IL',7
'AR','CN',6
'IR','PL',1
'CG','SZ',1
'KR','NL',6
'BE','CU',1
'GR','SY',1
'VE','TT',1
'CG','BG',1
'EG','RS',6
'PH','CO',4
'GB','BG',4
'JO','CH',1
'MC','ID',1
'DE','GG',2
'PR','IL',1
'RW','SG',1
'HU','GR',2
'MA','NP',3
'MY','QA',1
'AR','LB',1
'BD','PA',3
'LB','BE',3
'PS','GH',1
'BJ','UY',1
None,'IT',6
'CH','UY',2
'AG','PK',7
'IT','UY',1
'AE','VG',1
'TW','IL',1
'CF','HK',2
'AU','AX',2
'NG','QA',2
'PL','SA',5
'GH','ZW',4
'CA','TF',4
'OM','FR',1
'ID','CD',1
'NL','BM',1
'ID','SD',3
'KM','US',1
'ZW','KE',1
'TR','CR',1
'NP','ES',1
'NZ','TR',3
'IR','PT',1
'IR','FR',2
'LI','PE',1
'SZ','US',1
'GH','CO',4
'IQ','CU',3
'ZA','PF',2
'PA','PL',7
'TH','GF',2
'CA',None,5
'CW','CO',1
'SE','PA',6
'KP','CZ',1
'HK','CO',4
'SE','UY',2
'SY','ES',1
'KP','BE',1
'HU','IE',1
'CY','ES',1
'TW','MX',3
'TW','BR',4
'HR','KW',4
'PR','AE',2
'IT','DO',3
'IT','PY',2
'VE','FI',2
'UA','RO',1
'PH','LI',1
'KY','IN',2
'IE','BD',1
'IL','CG',1
'SD','CU',1
'PH','ZW',5
'IQ','PY',2
'ID','RW',2
'NL','SG',1
'TZ','BE',4
'DE','UA',4
'RO','RS',1
'IN','KH',1
'DK','IQ',10
'CL','BR',1
'RO','FR',6
'CH','CL',8
'ID','BH',2
'NA','FI',1
