Country Code,Country Name,Connections,Latitude,Longitude,Population
US,United States,126.0,50.5663266,13.820670539566608,328239523
GB,United Kingdom,43.0,54.7023545,-3.2765753,66834405
IN,India,10.0,40.3270127,-86.1746933,1366417754
AU,Australia,15.0,47.7563917,7.0194428,25364307
CA,Canada,13.0,61.0666922,-107.991707,37589262
NZ,New Zealand,6.0,55.7385724,37.5457233,4917000
CO,Colombia,1.0,45.939475900000005,9.149410145408947,50339443
ES,Spain,2.0,39.3260685,-4.8379791,47076781
MX,Mexico,1.0,23.6585116,-102.0077097,127575529
JP,Japan,1.0,26.9207888,75.7866539,126264931
NG,Nigeria,3.0,8.16698,48.9978971,200963599
KE,Kenya,2.0,1.4419683,38.4313975,52573973
ZA,South Africa,4.0,14.9661596,-89.5180314,58558270
SG,Singapore,1.0,10.7763897,106.7011391,5703569
NL,Netherlands,1.0,53.8217327,-61.2295532,17332850
DK,Denmark,1.0,38.8790615,-97.1893341,5818553
MA,Morocco,1.0,31.1728205,-7.3362482,36471769
DE,Germany,1.0,38.6920451,-75.4013315,83132799
